referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
786805,Felix Weller,16434351,29/08/2026,2026-08-29,44,2. Bundesliga,2. Bundesliga,Energie Cottbus,SpVgg Greuther Fürth,3,4,4,0,40,50,11,16,27,2,2,0,0,0,0,4,0,0,0,0,4,0,Min 84' [Amarilla - Foul] | Min 77' [Amarilla - Foul] | Min 54' [Amarilla - Foul] | Min 50' [Amarilla - Argument]
