referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
790998,Hatice Aydin,14138649,01/05/2026,2026-05-01,98,1. Lig,Trendyol 1.Lig,İstanbulspor,Adana Demirspor,8,1,2,1,40,78,4,12,16,1,1,0,1,0,0,2,1,0,0,0,3,0,Min 90' [Amarilla - Time wasting] | Min 86' [Amarilla - Foul] | Min 78' [Roja - Foul]
