referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
788614,Thomas Vincent,16386244,21/08/2026,2026-08-21,182,Ligue 2,Ligue 2,US Boulogne Côte-d'Opale,Red Star FC,1,1,8,0,80,17,15,18,33,4,4,0,0,5,0,3,0,0,0,5,3,0,Min 90' [Amarilla - Foul] | Min 90' [Amarilla - Foul] | Min 84' [Amarilla - Argument] | Min 43' [Amarilla - Foul] | Min 32' [Amarilla - Foul] | Min 26' [Amarilla - Foul] | Min 23' [Amarilla - Handball] | Min 17' [Amarilla - Foul]
