referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
788967,Manuel Baumann,16392108,28/08/2026,2026-08-28,45,Austrian Bundesliga,Austrian Bundesliga,SC Austria Lustenau,WSG Tirol,0,4,3,0,30,47,12,9,21,2,1,0,0,0,0,3,0,0,0,0,3,0,Min 69' [Amarilla - Handball] | Min 66' [Amarilla - Foul] | Min 47' [Amarilla - Foul]
