referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
791304,Rosario Guadalupe Cardenas Morales,16280797,22/08/2026,2026-08-22,406,Liga 1 Perú,Liga 1 Te Apuesto,Universidad Técnica de Cajamarca,Comerciantes Unidos,1,3,1,1,30,36,14,15,29,1,0,1,0,0,1,1,0,0,0,1,1,0,Min 57' [Amarilla - Argument] | Min 36' [Roja - Professional foul last man]
