referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
791292,Spyros Zampalas,16559926,22/08/2026,2026-08-22,185,Super League Greece,Stoiximan Super League,PS Kalamata,Aris Thessaloniki,2,3,7,1,90,44,15,23,38,4,3,1,0,3,0,4,1,0,0,3,5,0,Min 90' [Amarilla - Argument] | Min 85' [Roja - Violent conduct] | Min 83' [Amarilla - Argument] | Min 83' [Amarilla - Foul] | Min 79' [Amarilla - Foul] | Min 45' [Amarilla - Foul] | Min 44' [Amarilla - Sin motivo] | Min 44' [Amarilla - Argument]
