referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
789166,Burak Kamalak,16490431,28/08/2026,2026-08-28,98,1. Lig,Trendyol 1.Lig,Muğlaspor,Boluspor,2,0,5,1,70,19,16,14,30,2,3,0,1,4,0,1,1,0,0,4,2,0,Min 52' [Doble Amarilla - Foul] | Min 45' [Amarilla - Foul] | Min 33' [Amarilla - Foul] | Min 24' [Amarilla - Foul] | Min 19' [Amarilla - Foul]
