referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
791295,Birkan Altindas,16490407,23/08/2026,2026-08-23,98,1. Lig,Trendyol 1.Lig,Sarıyer,Batman Petrolspor,1,2,4,1,60,35,10,19,29,1,3,0,1,3,0,1,1,0,0,3,2,0,Min 79' [Roja - Foul] | Min 58' [Amarilla - Foul] | Min 45' [Amarilla - Foul] | Min 42' [Amarilla - Foul] | Min 35' [Amarilla - Foul]
