referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
789095,Edoardo Manedo Mazzoni,16607547,22/08/2026,2026-08-22,53,Serie B,Serie B,Benevento,Modena,1,2,2,0,20,74,11,11,22,1,1,0,0,0,0,2,0,0,0,0,2,0,Min 85' [Amarilla - Foul] | Min 74' [Amarilla - Argument]
