referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
790950,Gonzalo Pereira,16667386,07/08/2026,2026-08-07,155,Liga Profesional Argentina,Liga Profesional de Fútbol,Independiente Rivadavia,Estudiantes de Río Cuarto,2,1,4,0,40,11,10,11,21,1,3,0,0,2,0,2,0,0,0,2,2,0,Min 59' [Amarilla - Foul] | Min 56' [Amarilla - Foul] | Min 40' [Amarilla - Foul] | Min 11' [Amarilla - Argument]
