referee_id,referee_name,event_id,date,date_iso,competition_id,competition_name,source_tournament_name,home_team,away_team,home_goals,away_goals,yellow_cards,red_cards,booking_points,first_card_minute,home_fouls,away_fouls,fouls_total,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,yellow_1h,red_1h,yellow_2h,red_2h,yellow_et,red_et,cards_1h,cards_2h,cards_et,card_details_raw
788506,Dogukan Yildirim,16490413,28/08/2026,2026-08-28,98,1. Lig,Trendyol 1.Lig,Pendikspor,Bandırmaspor,1,1,5,0,50,44,20,15,35,2,3,0,0,1,0,4,0,0,0,1,4,0,Min 81' [Amarilla - Foul] | Min 65' [Amarilla - Foul] | Min 56' [Amarilla - Argument] | Min 52' [Amarilla - Foul] | Min 44' [Amarilla - Foul]
