Liga,Temporada,Partido,Fecha,Jugador,Posicion,Equipo,Minutos_Jugados,Rating,Goles,Asistencias,xG,xA,Tiros_Totales,Tiros_Al_Arco,Tiros_Al_Palo,Pases_Totales,Pases_Clave,Grandes_Ocasiones_Creadas,Grandes_Ocasiones_Falladas,Toques,Regates_Completados,Entradas(Tackles),Intercepciones,Duelos_Ganados,Faltas_Cometidas,Faltas_Recibidas,Tarjetas_Amarillas,Tarjetas_Rojas,Offsides,Atajadas(Portero)
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Lucas Rodríguez,D,Aldosivi,20,6.9,0,0,0,0,0,0,0,9,0,0,0,17,0,1,0,2,0,1,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Axel Werner,G,Aldosivi,90,7.6,0,0,0,0,0,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0,2
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Federico Gino,M,Aldosivi,90,7.1,0,0,0,0,0,0,0,34,0,0,0,53,0,5,0,5,3,0,1,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Franco Leys,M,Aldosivi,16,6.8,0,0,0,0,0,0,0,3,0,0,0,5,0,2,0,2,0,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Esteban Rolón,M,Aldosivi,84,6.8,0,0,0,0,1,0,0,24,6,0,0,41,2,1,0,5,3,0,1,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Roberto Bochi,M,Aldosivi,84,6.6,0,0,0,0,1,0,0,20,0,0,0,28,0,0,2,0,2,0,1,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Fernando Román,D,Aldosivi,90,7,0,0,0,0,0,0,0,21,1,0,0,41,1,2,0,3,2,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Tomás Fernández,M,Aldosivi,21,6.6,0,0,0,0,0,0,0,5,0,0,0,10,0,1,1,2,0,0,0,0,1,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Joaquín Novillo,D,Aldosivi,70,7,0,0,0,0,2,2,0,8,0,0,0,21,0,0,0,3,1,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Rodrigo González,D,Aldosivi,90,6.9,0,0,0,0,0,0,0,28,0,0,0,57,2,0,0,3,1,1,0,0,1,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Nathanael Guzmán,M,Aldosivi,69,6.2,0,0,0,0,0,0,0,5,0,0,0,22,0,2,0,2,2,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Matías Morello,M,Aldosivi,90,6.9,0,0,0,0,0,0,0,28,0,0,0,37,0,1,1,1,1,0,1,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Blas Agustín Palavecino,M,Aldosivi,90,6.3,0,0,0,0,2,0,0,20,1,0,0,40,1,2,0,7,0,1,0,0,1,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Alejandro Villareal,F,Aldosivi,16,6.4,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,2,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Alan Sosa,M,Aldosivi,21,6.6,0,0,0,0,1,0,0,9,0,0,0,13,1,0,0,2,0,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Martin Garcia,M,Aldosivi,69,6.6,0,0,0,0,2,1,0,9,0,0,0,27,0,2,1,4,1,2,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Rubén Botta,F,Defensa y Justicia,76,7.2,0,0,0,0,3,1,0,24,2,1,0,48,0,1,0,2,0,1,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Cristopher Fiermarín,G,Defensa y Justicia,90,7.6,0,0,0,0,0,0,0,21,0,0,0,30,0,0,0,0,0,0,0,0,0,3
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,David Martínez,D,Defensa y Justicia,90,7.5,0,0,0,0,1,0,0,41,1,0,0,64,2,3,1,7,1,1,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Elías Pereyra,D,Defensa y Justicia,76,6.7,0,0,0,0,0,0,0,27,0,0,0,51,1,2,1,5,0,1,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Julián López,M,Defensa y Justicia,90,6.4,0,0,0,0,0,0,0,15,0,0,0,24,0,1,1,2,1,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Juan Manuel Gutiérrez,F,Defensa y Justicia,64,6.8,0,0,0,0,1,0,0,12,1,0,0,27,0,1,1,4,1,3,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Damián Fernández,D,Defensa y Justicia,89,7.7,0,0,0,0,0,0,0,41,0,0,0,62,0,3,1,7,0,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Juan Miritello,F,Defensa y Justicia,89,6.6,0,0,0,0,1,0,0,18,1,0,1,28,0,0,0,4,0,2,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Agustín Hausch,F,Defensa y Justicia,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Lucas Souto,D,Defensa y Justicia,90,6.9,0,0,0,0,1,0,0,32,0,0,0,53,0,1,5,6,1,1,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Ayrton Portillo,D,Defensa y Justicia,90,6.5,0,0,0,0,1,0,0,24,1,0,0,55,0,3,0,5,1,2,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Abiel Osorio,F,Defensa y Justicia,26,6.6,0,0,0,0,1,1,0,6,0,0,0,15,0,0,0,2,1,2,0,0,0,0
Liga Profesional Argentina,2026,Aldosivi vs Defensa y Justicia,22/01/2026,Nazareno Roselli,D,Defensa y Justicia,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
