ID_Jugador,Jugador,Foto_URL,Pais,Fecha_Nacimiento,Posicion,Altura,Pie,Valor_Mercado
906024,Taylor Booth,https://api.sofascore.com/api/v1/player/906024/image,USA,30/05/2001,M,173,Both,1100000
906025,Indiana Vassilev,https://api.sofascore.com/api/v1/player/906025/image,USA,,M,175,,
906041,Siaka Sidibe,https://api.sofascore.com/api/v1/player/906041/image,Mali,,M,180,,
906042,Abdoulaye Diaby,https://api.sofascore.com/api/v1/player/906042/image,Mali,03/07/2000,D,195,Right,680000
906047,Cheick Doucouré,https://api.sofascore.com/api/v1/player/906047/image,Mali,07/01/2000,M,181,Right,10600000
906049,Ahmed Kutucu,https://api.sofascore.com/api/v1/player/906049/image,Türkiye,29/02/2000,M,181,Right,2800000
906075,Melvin Bard,https://api.sofascore.com/api/v1/player/906075/image,France,05/11/2000,D,173,Left,10300000
906076,Illan Meslier,https://api.sofascore.com/api/v1/player/906076/image,France,01/03/2000,G,196,Left,7500000
906102,Yerco Oyanedel,https://api.sofascore.com/api/v1/player/906102/image,Chile,,D,168,,
906105,Maximiliano Guerrero,https://api.sofascore.com/api/v1/player/906105/image,Chile,,M,170,,
906108,Antonio Díaz,https://api.sofascore.com/api/v1/player/906108/image,Chile,,D,174,,
906117,Hugo Araya,https://api.sofascore.com/api/v1/player/906117/image,Chile,,G,184,,
906179,Ashley Maynard-Brewer,https://api.sofascore.com/api/v1/player/906179/image,Australia,,G,187,,
906275,Yann Bisseck,https://api.sofascore.com/api/v1/player/906275/image,Germany,28/11/2000,D,194,Right,47000000
906276,Jessic Ngankam,https://api.sofascore.com/api/v1/player/906276/image,Germany,19/07/2000,F,180,Right,720000
906278,Josha Vagnoman,https://api.sofascore.com/api/v1/player/906278/image,Germany,10/12/2000,D,186,Right,10300000
906287,Max Bird,https://api.sofascore.com/api/v1/player/906287/image,England,17/09/2000,M,183,Left,2400000
906595,Matteo Figoli,https://api.sofascore.com/api/v1/player/906595/image,Italy,,M,180,,
906656,Marco Curto,https://api.sofascore.com/api/v1/player/906656/image,Italy,,D,191,,
906698,Tomi Horvat,https://api.sofascore.com/api/v1/player/906698/image,Slovenia,23/03/1999,M,176,Left,3700000
906800,Leandro Barreiro,https://api.sofascore.com/api/v1/player/906800/image,Luxembourg,02/01/2000,M,170,Right,17400000
906808,Brian Oyola,https://api.sofascore.com/api/v1/player/906808/image,Argentina,,F,158,,
906963,Andrias Edmundsson,https://api.sofascore.com/api/v1/player/906963/image,Faroe Islands,17/12/2000,D,193,Left,3100000
907009,Axel Bamba,https://api.sofascore.com/api/v1/player/907009/image,Côte d'Ivoire,,D,184,,
907041,Mariano Gómez,https://api.sofascore.com/api/v1/player/907041/image,Argentina,,D,194,,
907070,Todd Cantwell,https://api.sofascore.com/api/v1/player/907070/image,England,26/02/1998,M,177,Right,2700000
907072,Mikkel Damsgaard,https://api.sofascore.com/api/v1/player/907072/image,Denmark,02/07/2000,M,180,Right,29000000
907152,Lewis Ferguson,https://api.sofascore.com/api/v1/player/907152/image,Scotland,23/08/1999,M,181,Right,13000000
907162,Ladislav Krobot,https://api.sofascore.com/api/v1/player/907162/image,Czechia,,F,181,,
907172,Jakub Markovič,https://api.sofascore.com/api/v1/player/907172/image,Czechia,,G,187,,
907174,Tomáš Vlček,https://api.sofascore.com/api/v1/player/907174/image,Czechia,,D,181,,
907214,Strahinja Tanasijević,https://api.sofascore.com/api/v1/player/907214/image,Serbia,,D,183,,
907217,Jacob Italiano,https://api.sofascore.com/api/v1/player/907217/image,Australia,29/07/2001,M,177,Both,650000
907233,Thomas Carrique,https://api.sofascore.com/api/v1/player/907233/image,France,,D,173,,
907454,Aljoša Matko,https://api.sofascore.com/api/v1/player/907454/image,Slovenia,,M,177,,
907459,Marián Chobot,https://api.sofascore.com/api/v1/player/907459/image,Slovakia,,M,177,,
907461,Orkun Kökçü,https://api.sofascore.com/api/v1/player/907461/image,Türkiye,28/12/2000,M,175,Both,24000000
907462,Colin Rösler,https://api.sofascore.com/api/v1/player/907462/image,Norway,,D,186,,
907463,Felix Nmecha,https://api.sofascore.com/api/v1/player/907463/image,Germany,09/10/2000,M,190,Right,53000000
907464,Ian Poveda,https://api.sofascore.com/api/v1/player/907464/image,Colombia,,M,167,,
907475,Lorenzo Sgarbi,https://api.sofascore.com/api/v1/player/907475/image,Italy,,F,189,,
907496,Benjamín Garay,https://api.sofascore.com/api/v1/player/907496/image,Argentina,,D,183,,
907500,Paris Maghoma,https://api.sofascore.com/api/v1/player/907500/image,England,07/05/2001,M,178,Right,1500000
907502,Phoenix Patterson,https://api.sofascore.com/api/v1/player/907502/image,Scotland,,M,178,,
907517,Stefán Ingi Sigurðarson,https://api.sofascore.com/api/v1/player/907517/image,Iceland,26/01/2001,F,191,Right,1900000
907520,Brynjólfur Darri Willumsson,https://api.sofascore.com/api/v1/player/907520/image,Iceland,11/08/2000,F,185,Right,970000
907530,Jusuf Gazibegović,https://api.sofascore.com/api/v1/player/907530/image,Bosnia & Herzegovina,,D,174,,
907667,Tino Anjorin,https://api.sofascore.com/api/v1/player/907667/image,England,22/11/2001,M,186,Right,4099999
907668,Billy Gilmour,https://api.sofascore.com/api/v1/player/907668/image,Scotland,10/06/2001,M,169,Right,18800000
907676,Jean Greco,https://api.sofascore.com/api/v1/player/907676/image,Italy,,M,170,,
907680,Helaku Josue Schmidt,https://api.sofascore.com/api/v1/player/907680/image,Germany,,M,174,,
907685,Oliver Batista Meier,https://api.sofascore.com/api/v1/player/907685/image,Germany,15/02/2001,F,178,Right,1500000
907686,Justin Butler,https://api.sofascore.com/api/v1/player/907686/image,USA,,F,188,,
907707,Serxho Ujka,https://api.sofascore.com/api/v1/player/907707/image,Albania,,M,177,,
907752,Ahmad Mendes Moreira,https://api.sofascore.com/api/v1/player/907752/image,Guinea,26/06/1995,M,178,Left,340000
908617,Vanja Drkušić,https://api.sofascore.com/api/v1/player/908617/image,Slovenia,29/10/1999,D,186,Right,5500000
908631,Jordi Osei-Tutu,https://api.sofascore.com/api/v1/player/908631/image,England,,D,179,,
908714,Arnau Tenas,https://api.sofascore.com/api/v1/player/908714/image,Spain,29/05/2001,G,185,Right,4400000
908716,Miguel Gutiérrez,https://api.sofascore.com/api/v1/player/908716/image,Spain,26/07/2001,D,180,Left,24000000
908750,Lars Kramer,https://api.sofascore.com/api/v1/player/908750/image,Netherlands,,D,192,,
908756,Onur Öztonga,https://api.sofascore.com/api/v1/player/908756/image,Türkiye,,D,181,,
908798,Matthew Sorinola,https://api.sofascore.com/api/v1/player/908798/image,England,,M,173,,
908866,Livio Milts,https://api.sofascore.com/api/v1/player/908866/image,Belgium,,F,186,,
909010,Matija Orbanić,https://api.sofascore.com/api/v1/player/909010/image,Croatia,,G,188,,
909033,Dorinel Oancea,https://api.sofascore.com/api/v1/player/909033/image,Romania,,D,176,,
909119,Hugo Duro,https://api.sofascore.com/api/v1/player/909119/image,Spain,09/11/1999,F,180,Left,11600000
909151,Fernando Román,https://api.sofascore.com/api/v1/player/909151/image,Paraguay,,D,180,,
909318,Mohamed Bayo,https://api.sofascore.com/api/v1/player/909318/image,Guinea,03/06/1998,F,188,Right,4800000
909479,David Martínez,https://api.sofascore.com/api/v1/player/909479/image,Paraguay,20/01/1998,D,184,Left,930000
909485,Marvin Pieringer,https://api.sofascore.com/api/v1/player/909485/image,Germany,03/10/1999,F,189,Right,2700000
909487,Fábio Gomes,https://api.sofascore.com/api/v1/player/909487/image,Brazil,24/05/1997,F,192,Right,765000
909506,Jaakko Oksanen,https://api.sofascore.com/api/v1/player/909506/image,Finland,,M,180,,
909554,Roger Brugué,https://api.sofascore.com/api/v1/player/909554/image,Spain,03/11/1996,M,173,Left,1900000
909608,Cristian Ferreira,https://api.sofascore.com/api/v1/player/909608/image,Argentina,11/09/1999,M,175,Right,215000
909631,Nicky Beloko,https://api.sofascore.com/api/v1/player/909631/image,Switzerland,,M,182,,
909634,Serge Müller,https://api.sofascore.com/api/v1/player/909634/image,Switzerland,,D,186,,
909668,Riccardo Ladinetti,https://api.sofascore.com/api/v1/player/909668/image,Italy,,M,182,,
909669,Luca Gagliano,https://api.sofascore.com/api/v1/player/909669/image,Italy,,F,178,,
909763,Cameron Pring,https://api.sofascore.com/api/v1/player/909763/image,England,,D,185,,
909822,Ruel Sotiriou,https://api.sofascore.com/api/v1/player/909822/image,Cyprus,,F,180,,
909908,Macaulay Langstaff,https://api.sofascore.com/api/v1/player/909908/image,England,,F,178,,
909910,Jon Mellish,https://api.sofascore.com/api/v1/player/909910/image,England,,M,188,,
909918,Alex Wiles,https://api.sofascore.com/api/v1/player/909918/image,England,,M,170,,
909958,Yorbe Vertessen,https://api.sofascore.com/api/v1/player/909958/image,Belgium,07/01/2001,F,176,Right,4500000
909960,Mathis Suray,https://api.sofascore.com/api/v1/player/909960/image,Belgium,25/07/2001,M,173,Right,3200000
909963,Elias Sierra,https://api.sofascore.com/api/v1/player/909963/image,Belgium,,M,169,,
909964,Killian Sardella,https://api.sofascore.com/api/v1/player/909964/image,Belgium,01/05/2002,D,177,Right,2300000
909965,Antoine Colassin,https://api.sofascore.com/api/v1/player/909965/image,Belgium,25/02/2001,F,188,Right,545000
909966,Largie Ramazani,https://api.sofascore.com/api/v1/player/909966/image,Belgium,26/02/2001,F,167,Right,7500000
909980,Panagiotis Moraitis,https://api.sofascore.com/api/v1/player/909980/image,Greece,,F,180,,
909982,Niklas Steffen,https://api.sofascore.com/api/v1/player/909982/image,Switzerland,,G,185,,
909988,Orges Bunjaku,https://api.sofascore.com/api/v1/player/909988/image,Kosovo,,M,180,,
909991,Simon Sohm,https://api.sofascore.com/api/v1/player/909991/image,Switzerland,10/04/2001,M,188,Right,7800000
910006,Nedas Macuilaitis,https://api.sofascore.com/api/v1/player/910006/image,Northern Ireland,,M,177,,
910021,Iván Morante,https://api.sofascore.com/api/v1/player/910021/image,Spain,14/01/2001,M,180,Left,970000
910022,Rober González,https://api.sofascore.com/api/v1/player/910022/image,Spain,05/01/2001,M,169,Both,630000
910023,Arnau Puigmal,https://api.sofascore.com/api/v1/player/910023/image,Spain,09/01/2001,M,173,Right,1400000
910024,Sergio Camello,https://api.sofascore.com/api/v1/player/910024/image,Spain,09/02/2001,F,177,Right,3300000
910026,Bryan Gil,https://api.sofascore.com/api/v1/player/910026/image,Spain,10/02/2001,M,176,Left,8199999
910031,Alex Baena,https://api.sofascore.com/api/v1/player/910031/image,Spain,18/07/2001,M,174,Right,43000000
910033,Cedric Teguia,https://api.sofascore.com/api/v1/player/910033/image,Spain,,M,180,,
910043,Michał Karbownik,https://api.sofascore.com/api/v1/player/910043/image,Poland,12/03/2001,D,175,Right,1700000
910044,Łukasz Zjawiński,https://api.sofascore.com/api/v1/player/910044/image,Poland,,F,190,,
910046,Sven Botman,https://api.sofascore.com/api/v1/player/910046/image,Netherlands,11/01/2000,D,193,Left,33000000
910048,Brian Brobbey,https://api.sofascore.com/api/v1/player/910048/image,Netherlands,31/01/2002,F,180,Right,42000000
910049,Liam Van Gelderen,https://api.sofascore.com/api/v1/player/910049/image,Suriname,,D,178,,
910053,Arthur Zagre,https://api.sofascore.com/api/v1/player/910053/image,Burkina Faso,03/10/2001,D,168,Left,1800000
910055,Jesus Bueno,https://api.sofascore.com/api/v1/player/910055/image,Venezuela,,M,179,,
910073,Ilan Sauter,https://api.sofascore.com/api/v1/player/910073/image,Switzerland,,D,183,,
910077,Bledian Krasniqi,https://api.sofascore.com/api/v1/player/910077/image,Kosovo,16/06/2001,M,174,Right,1100000
910079,Lorent Tolaj,https://api.sofascore.com/api/v1/player/910079/image,Switzerland,22/10/2001,F,183,Left,1400000
910080,Randy Schneider,https://api.sofascore.com/api/v1/player/910080/image,Philippines,,M,170,,
910086,Rıdvan Yılmaz,https://api.sofascore.com/api/v1/player/910086/image,Türkiye,20/05/2001,D,174,Left,4700000
910087,Işık Kaan Arslan,https://api.sofascore.com/api/v1/player/910087/image,Türkiye,,D,186,,
910091,Ali Yavuz Kol,https://api.sofascore.com/api/v1/player/910091/image,Türkiye,,F,175,,
910104,Simo Bouzaidi,https://api.sofascore.com/api/v1/player/910104/image,Morocco,15/11/1999,M,171,Right,1300000
910121,Fisayo Dele-Bashiru,https://api.sofascore.com/api/v1/player/910121/image,Nigeria,05/02/2001,M,186,Right,6500000
910128,Diego Altube,https://api.sofascore.com/api/v1/player/910128/image,Spain,,G,188,,
910130,Mads Larsen,https://api.sofascore.com/api/v1/player/910130/image,Denmark,,M,183,,
910241,Jan Luca Schuler,https://api.sofascore.com/api/v1/player/910241/image,Germany,21/03/1999,F,188,Right,740000
910244,Stefano Esempio,https://api.sofascore.com/api/v1/player/910244/image,Italy,,D,176,,
910267,Jesús Areso,https://api.sofascore.com/api/v1/player/910267/image,Spain,01/07/1999,D,183,Right,5500000
910301,Yannis Clementia,https://api.sofascore.com/api/v1/player/910301/image,Martinique,,G,188,,
910306,Erkam Develi,https://api.sofascore.com/api/v1/player/910306/image,Türkiye,,M,180,,
910316,Ianis Stoica,https://api.sofascore.com/api/v1/player/910316/image,Romania,07/12/2002,F,180,Right,1500000
910389,Neil Farrugia,https://api.sofascore.com/api/v1/player/910389/image,Ireland,,F,185,,
910429,Alessio Zini,https://api.sofascore.com/api/v1/player/910429/image,Italy,,D,180,,
910465,Nino Žugelj,https://api.sofascore.com/api/v1/player/910465/image,Slovenia,22/05/2000,F,185,Left,740000
910518,Nemanja Čelić,https://api.sofascore.com/api/v1/player/910518/image,Austria,,D,185,,
910536,Rodrygo,https://api.sofascore.com/api/v1/player/910536/image,Brazil,08/01/2001,F,174,Right,48000000
910637,Thuler,https://api.sofascore.com/api/v1/player/910637/image,Brazil,,D,185,,
910937,Jeremy Petris,https://api.sofascore.com/api/v1/player/910937/image,Martinique,,D,183,,
910978,Dani Vivian,https://api.sofascore.com/api/v1/player/910978/image,Spain,04/07/1999,D,183,Right,18200000
910981,Victor San Bartolome,https://api.sofascore.com/api/v1/player/910981/image,Spain,,M,186,,
911039,Sorba Thomas,https://api.sofascore.com/api/v1/player/911039/image,Wales,24/01/1999,M,185,Right,14500000
911123,Romisson,https://api.sofascore.com/api/v1/player/911123/image,Brazil,,M,178,,
911139,Axel Norén,https://api.sofascore.com/api/v1/player/911139/image,Sweden,,D,184,,
911147,Nikola Vasic,https://api.sofascore.com/api/v1/player/911147/image,Sweden,03/10/1991,F,193,Right,205000
911195,Fernando,https://api.sofascore.com/api/v1/player/911195/image,Brazil,28/02/1999,F,176,Right,1400000
911263,Pedro Henrique,https://api.sofascore.com/api/v1/player/911263/image,Brazil,07/11/1996,F,188,Left,1400000
911350,Lameck Banda,https://api.sofascore.com/api/v1/player/911350/image,Zambia,28/01/2001,M,165,Right,3400000
911355,Simone Canestrelli,https://api.sofascore.com/api/v1/player/911355/image,Italy,10/09/2000,D,192,Right,4700000
911436,Fábio Alemão,https://api.sofascore.com/api/v1/player/911436/image,Brazil,,D,184,,
911583,Pavel Bucha,https://api.sofascore.com/api/v1/player/911583/image,Czechia,10/03/1998,M,173,Right,4300000
911679,Ilia Gruev,https://api.sofascore.com/api/v1/player/911679/image,Bulgaria,05/05/2000,M,185,Left,11000000
911708,Rhys Norrington-Davies,https://api.sofascore.com/api/v1/player/911708/image,Wales,,D,181,,
911710,Nathan Broadhead,https://api.sofascore.com/api/v1/player/911710/image,Wales,04/04/1998,F,178,Right,6800000
911712,Cătălin Căbuz,https://api.sofascore.com/api/v1/player/911712/image,Romania,,G,187,,
911848,Lucas Da Cunha,https://api.sofascore.com/api/v1/player/911848/image,France,08/06/2001,M,174,Left,18300000
911850,Lamine Diaby-Fadiga,https://api.sofascore.com/api/v1/player/911850/image,Guinea,,F,188,,
911851,Yann Gboho,https://api.sofascore.com/api/v1/player/911851/image,France,13/01/2001,F,173,Right,16600000
911853,Logan Costa,https://api.sofascore.com/api/v1/player/911853/image,Cape Verde,31/03/2001,D,188,Right,14600000
911857,Tyron Tormin,https://api.sofascore.com/api/v1/player/911857/image,France,,M,172,,
911956,Massimo,https://api.sofascore.com/api/v1/player/911956/image,Germany,,M,180,,
912033,Róbert Boženík,https://api.sofascore.com/api/v1/player/912033/image,Slovakia,17/11/1999,F,188,Right,2400000
912046,Davo,https://api.sofascore.com/api/v1/player/912046/image,Spain,,F,178,,
912220,Danylo Beskorovainyi,https://api.sofascore.com/api/v1/player/912220/image,Ukraine,,D,194,,
912291,Alejandro García,https://api.sofascore.com/api/v1/player/912291/image,Colombia,27/02/2001,M,185,Left,650000
912651,Boyd Lucassen,https://api.sofascore.com/api/v1/player/912651/image,Netherlands,,D,173,,
912781,Paulinho Bóia,https://api.sofascore.com/api/v1/player/912781/image,Brazil,,M,171,,
912786,Matheus Henrique,https://api.sofascore.com/api/v1/player/912786/image,Brazil,18/12/1997,M,175,Right,4099999
912824,Stefanos Stroungis,https://api.sofascore.com/api/v1/player/912824/image,Greece,,D,187,,
912951,Niclas Stierlin,https://api.sofascore.com/api/v1/player/912951/image,Germany,,M,182,,
912980,Fernando Medrano,https://api.sofascore.com/api/v1/player/912980/image,Spain,,D,172,,
912999,Mihajlo Ivančević,https://api.sofascore.com/api/v1/player/912999/image,Serbia,,D,187,,
913033,Diogo Martins,https://api.sofascore.com/api/v1/player/913033/image,Portugal,,M,174,,
913158,André Rodrigues,https://api.sofascore.com/api/v1/player/913158/image,Portugal,,M,176,,
913367,Marius Liesegang,https://api.sofascore.com/api/v1/player/913367/image,Germany,,G,186,,
913375,Luke Offord,https://api.sofascore.com/api/v1/player/913375/image,England,,D,183,,
913398,Jesús Castillo,https://api.sofascore.com/api/v1/player/913398/image,Peru,09/03/1996,M,178,Left,430000
913401,Nehuén Pérez,https://api.sofascore.com/api/v1/player/913401/image,Argentina,23/06/2000,D,184,Right,10900000
913455,Chumi,https://api.sofascore.com/api/v1/player/913455/image,Spain,01/03/1999,D,186,Right,775000
913575,Sebastian Bergier,https://api.sofascore.com/api/v1/player/913575/image,Poland,,F,185,,
913584,Joshua Kitolano,https://api.sofascore.com/api/v1/player/913584/image,Norway,07/03/2001,M,170,Both,2700000
913593,Gabriel Sara,https://api.sofascore.com/api/v1/player/913593/image,Brazil,25/06/1999,M,178,Left,25000000
913598,Igor Gomes,https://api.sofascore.com/api/v1/player/913598/image,Brazil,16/03/1999,M,182,Right,2300000
913647,Francisco Ortega,https://api.sofascore.com/api/v1/player/913647/image,Argentina,,D,177,,
913654,Pedro Porro,https://api.sofascore.com/api/v1/player/913654/image,Spain,12/09/1999,D,173,Right,42000000
913679,Pathé Ismaël Ciss,https://api.sofascore.com/api/v1/player/913679/image,Senegal,15/03/1994,M,183,Right,1600000
913684,Miguel Atienza,https://api.sofascore.com/api/v1/player/913684/image,Spain,,M,186,,
913695,José Copete,https://api.sofascore.com/api/v1/player/913695/image,Spain,09/10/1999,D,190,Left,4500000
913728,Ivan Barbero,https://api.sofascore.com/api/v1/player/913728/image,Spain,16/08/1998,F,187,Right,950000
913732,Javi Martínez,https://api.sofascore.com/api/v1/player/913732/image,Spain,,M,180,,
913762,Christos Mandas,https://api.sofascore.com/api/v1/player/913762/image,Greece,16/09/2001,G,189,Right,8199999
913942,Romain Faivre,https://api.sofascore.com/api/v1/player/913942/image,France,,M,180,,
913985,Tarık Çetin,https://api.sofascore.com/api/v1/player/913985/image,Türkiye,07/01/1997,G,193,Right,550000
914014,Iddrisu Baba,https://api.sofascore.com/api/v1/player/914014/image,Ghana,,M,182,,
914048,Álex Petxarroman,https://api.sofascore.com/api/v1/player/914048/image,Spain,,D,178,,
914110,David Vicente,https://api.sofascore.com/api/v1/player/914110/image,Spain,,D,177,,
914123,Sergio González,https://api.sofascore.com/api/v1/player/914123/image,Spain,,D,184,,
914145,Kevin Gutiérrez,https://api.sofascore.com/api/v1/player/914145/image,Argentina,,M,168,,
914169,Mateus Pasinato,https://api.sofascore.com/api/v1/player/914169/image,Brazil,,G,192,,
914178,Carlos Neva,https://api.sofascore.com/api/v1/player/914178/image,Spain,,D,174,,
914194,Roberto Corral,https://api.sofascore.com/api/v1/player/914194/image,Spain,,D,182,,
914212,Miguel de la Fuente,https://api.sofascore.com/api/v1/player/914212/image,Spain,02/09/1999,F,182,Right,2100000
914213,Luis Javier Suárez,https://api.sofascore.com/api/v1/player/914213/image,Colombia,01/12/1997,F,185,Right,27000000
914276,Delano Burgzorg,https://api.sofascore.com/api/v1/player/914276/image,Suriname,06/11/1998,F,185,Right,3300000
914309,Iliman Ndiaye,https://api.sofascore.com/api/v1/player/914309/image,Senegal,05/03/2000,M,180,Right,53000000
914383,Toño Calvo,https://api.sofascore.com/api/v1/player/914383/image,Spain,,M,178,,
914392,Jizz Hornkamp,https://api.sofascore.com/api/v1/player/914392/image,Netherlands,06/03/1998,F,180,Right,2600000
914412,Ben Johnson,https://api.sofascore.com/api/v1/player/914412/image,England,23/01/2000,D,182,Right,6600000
914414,Ștefan Târnovanu,https://api.sofascore.com/api/v1/player/914414/image,Romania,08/05/2000,G,197,Right,3100000
914471,Ericson da Silva,https://api.sofascore.com/api/v1/player/914471/image,Brazil,,D,184,,
914475,Emerson,https://api.sofascore.com/api/v1/player/914475/image,Brazil,,D,179,,
914477,Vitinho,https://api.sofascore.com/api/v1/player/914477/image,Brazil,22/07/1999,D,175,Right,8700000
914481,Brenno,https://api.sofascore.com/api/v1/player/914481/image,Brazil,31/03/1999,G,188,Right,550000
914484,Félix Espinoza,https://api.sofascore.com/api/v1/player/914484/image,Peru,,F,175,,
914487,Ruan,https://api.sofascore.com/api/v1/player/914487/image,Brazil,06/06/1999,D,187,Right,4200000
914522,Edgar González,https://api.sofascore.com/api/v1/player/914522/image,Spain,31/03/1997,D,193,Right,775000
914617,Nazareno Bazán,https://api.sofascore.com/api/v1/player/914617/image,Argentina,,F,184,,
914637,Gustave Akueson,https://api.sofascore.com/api/v1/player/914637/image,Togo,,D,189,,
914691,Tariq Lamptey,https://api.sofascore.com/api/v1/player/914691/image,Ghana,29/09/2000,D,165,Right,2700000
914711,Abdourahmane Barry,https://api.sofascore.com/api/v1/player/914711/image,Guinea,,D,183,,
914723,Sergio Maestre,https://api.sofascore.com/api/v1/player/914723/image,Spain,,M,187,,
914731,Fran Gámez,https://api.sofascore.com/api/v1/player/914731/image,Spain,,D,174,,
914738,Ibrahim Sissoko,https://api.sofascore.com/api/v1/player/914738/image,Mali,26/11/1995,F,190,Right,580000
914749,Sergio Lozano,https://api.sofascore.com/api/v1/player/914749/image,Spain,,M,175,,
914755,Patrick Osterhage,https://api.sofascore.com/api/v1/player/914755/image,Germany,31/01/2000,M,183,Left,11600000
914756,Enrique Peña Zauner,https://api.sofascore.com/api/v1/player/914756/image,Venezuela,03/03/2000,F,177,Both,280000
914765,Gonzalo Villar,https://api.sofascore.com/api/v1/player/914765/image,Spain,22/03/1998,M,181,Right,1700000
914771,Jordi Sánchez,https://api.sofascore.com/api/v1/player/914771/image,Spain,,F,190,,
914772,Fran Navarro,https://api.sofascore.com/api/v1/player/914772/image,Spain,02/02/1998,F,179,Right,3900000
914777,Rober Sierra,https://api.sofascore.com/api/v1/player/914777/image,Spain,,M,181,,
914819,Chris Ramos,https://api.sofascore.com/api/v1/player/914819/image,Spain,17/01/1997,F,193,Both,2400000
914835,Junior Firpo,https://api.sofascore.com/api/v1/player/914835/image,Dominican Republic,21/08/1996,D,184,Left,3400000
914838,Julio Alonso,https://api.sofascore.com/api/v1/player/914838/image,Spain,,D,170,,
914844,Manuel Nieto,https://api.sofascore.com/api/v1/player/914844/image,Spain,,F,183,,
914848,Alex Suárez,https://api.sofascore.com/api/v1/player/914848/image,Spain,31/12/1992,D,179,Right,450000
914857,Pep Biel,https://api.sofascore.com/api/v1/player/914857/image,Spain,04/09/1996,M,167,Left,5900000
914877,Fraser Hornby,https://api.sofascore.com/api/v1/player/914877/image,Scotland,12/09/1999,M,195,Left,4400000
914879,Shayne Lavery,https://api.sofascore.com/api/v1/player/914879/image,Northern Ireland,,F,180,,
914881,Stephen Duke-McKenna,https://api.sofascore.com/api/v1/player/914881/image,Guyana,,M,170,,
914885,Riccardo Forte,https://api.sofascore.com/api/v1/player/914885/image,Italy,,M,179,,
914891,Jimmy Dunne,https://api.sofascore.com/api/v1/player/914891/image,Ireland,18/10/1997,D,191,Right,4800000
914894,Christopher Rocchia,https://api.sofascore.com/api/v1/player/914894/image,France,,D,172,,
914895,Nicolò Armini,https://api.sofascore.com/api/v1/player/914895/image,Italy,,D,183,,
914902,Anthony Gordon,https://api.sofascore.com/api/v1/player/914902/image,England,23/02/2001,F,183,Right,82000000
914923,Ciro Loreto,https://api.sofascore.com/api/v1/player/914923/image,Italy,,D,180,,
914935,Pietro Fusi,https://api.sofascore.com/api/v1/player/914935/image,Italy,,M,175,,
915079,Alessandro Maspero,https://api.sofascore.com/api/v1/player/915079/image,Italy,,M,180,,
915096,Filippo Pellacani,https://api.sofascore.com/api/v1/player/915096/image,Italy,,D,185,,
915098,Filippo Pittarello,https://api.sofascore.com/api/v1/player/915098/image,Italy,08/10/1996,F,185,Right,970000
915171,Michael Breij,https://api.sofascore.com/api/v1/player/915171/image,Netherlands,,M,181,,
915280,Ben Lhassine Kone,https://api.sofascore.com/api/v1/player/915280/image,Côte d'Ivoire,13/03/2000,M,172,Left,485000
915325,Amir Al-Ammari,https://api.sofascore.com/api/v1/player/915325/image,Iraq,,M,180,,
915378,Mario Noce,https://api.sofascore.com/api/v1/player/915378/image,Italy,,D,184,,
915387,Federico Papini,https://api.sofascore.com/api/v1/player/915387/image,Italy,,D,185,,
915428,Niccolò Bagatti,https://api.sofascore.com/api/v1/player/915428/image,Italy,,M,188,,
915451,Evan’s Jean-Lambert,https://api.sofascore.com/api/v1/player/915451/image,France,,D,180,,
915498,Giacomo Tomaselli,https://api.sofascore.com/api/v1/player/915498/image,Italy,,M,175,,
915567,Aurélien Scheidler,https://api.sofascore.com/api/v1/player/915567/image,France,03/06/1998,F,192,Right,1900000
915628,Edoardo Duca,https://api.sofascore.com/api/v1/player/915628/image,Italy,,M,178,,
915812,Abdou Harroui,https://api.sofascore.com/api/v1/player/915812/image,Morocco,12/01/1998,M,181,Both,1600000
915839,Abdoul Guiebre,https://api.sofascore.com/api/v1/player/915839/image,Burkina Faso,16/07/1997,D,178,Left,470000
915991,Abdullah Al-Hamdan,https://api.sofascore.com/api/v1/player/915991/image,Saudi Arabia,,F,185,,
916033,Chafik Abbas,https://api.sofascore.com/api/v1/player/916033/image,France,,F,174,,
916035,Jean Marcelin,https://api.sofascore.com/api/v1/player/916035/image,Madagascar,11/02/2000,D,197,Right,675000
916041,Mahdi Camara,https://api.sofascore.com/api/v1/player/916041/image,France,29/06/1998,M,178,Right,12900000
916069,Thomas Alberti,https://api.sofascore.com/api/v1/player/916069/image,Italy,,F,191,,
916182,Ivan Brnić,https://api.sofascore.com/api/v1/player/916182/image,Croatia,22/08/2001,F,175,Right,2100000
916183,Toni Fruk,https://api.sofascore.com/api/v1/player/916183/image,Croatia,,M,178,,
916185,Bruno Jenjić,https://api.sofascore.com/api/v1/player/916185/image,Croatia,,M,185,,
916269,Mattia Alborghetti,https://api.sofascore.com/api/v1/player/916269/image,Italy,,D,180,,
916348,Simone Nicoli,https://api.sofascore.com/api/v1/player/916348/image,Italy,,D,186,,
916424,Andrea Spurio,https://api.sofascore.com/api/v1/player/916424/image,Italy,,G,188,,
916502,Christian Tommasini,https://api.sofascore.com/api/v1/player/916502/image,Italy,,F,179,,
916543,Youssouph Cheikh Sylla,https://api.sofascore.com/api/v1/player/916543/image,Senegal,,F,196,,
916653,Amador Zarco,https://api.sofascore.com/api/v1/player/916653/image,Spain,,G,190,,
