Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Local - AS Monaco vs Nantes","ALL","06/08/2021","1","1","75%","0","3","15","0","5","6","737","20","14","0","0","3","0","9","3","10","5","1","2","0","0","4","1","650","34","89","0","25/48 (52%)","5/20 (25%)","55%","8","45/80 (56%)","15/29 (52%)","11/22 (50%)","70%","20","11","0","5","0","0","0","0","0","0","5"
"Visita - AS Monaco vs Nantes","ALL","06/08/2021","1","1","25%","0","0","5","1","2","14","243","19","6","0","0","1","0","3","1","3","2","0","0","0","0","2","0","149","23","27","0","17/57 (30%)","3/7 (43%)","45%","10","35/80 (44%)","14/29 (48%)","10/20 (50%)","63%","19","14","0","26","0","1","0","0","0","0","15"
"Local - AS Monaco vs Nantes","1ST","06/08/2021","1","1","73%","0","2","6","0","2","0","368","10","7","0","0","1","0","4","1","3","3","1","1","0","0","0","1","335","14","42","0","11/19 (58%)","2/8 (25%)","57%","2","24/40 (60%)","4/9 (44%)","7/11 (64%)","70%","10","8","0","3","0","0","0","0","0","0","4"
"Visita - AS Monaco vs Nantes","1ST","06/08/2021","1","1","27%","0","0","4","0","2","0","135","6","3","0","0","1","0","2","1","3","1","0","0","0","0","1","0","90","13","12","0","7/20 (35%)","3/5 (60%)","43%","4","16/40 (40%)","5/9 (56%)","7/13 (54%)","67%","6","8","0","11","0","0","0","0","0","0","5"
"Local - AS Monaco vs Nantes","2ND","06/08/2021","1","0","78%","0","1","9","0","3","0","369","10","7","0","0","2","0","5","2","7","2","0","1","0","0","4","0","315","20","47","0","14/29 (48%)","3/12 (25%)","53%","6","21/40 (53%)","11/20 (55%)","4/11 (36%)","70%","10","3","0","2","0","0","0","0","0","0","1"
"Visita - AS Monaco vs Nantes","2ND","06/08/2021","1","0","22%","0","0","1","1","0","0","108","13","3","0","0","0","0","1","0","0","1","0","0","0","0","1","0","59","10","15","0","10/37 (27%)","0/2 (0%)","47%","6","19/40 (48%)","9/20 (45%)","3/7 (43%)","62%","13","6","0","15","0","1","0","0","0","0","10"
"Local - Olympique Lyonnais vs Stade Brestois","ALL","07/08/2021","1","1","69%","0","1","17","6","9","10","681","16","12","1","0","4","0","9","4","13","4","0","1","1","0","2","1","604","25","58","0","19/38 (50%)","6/23 (26%)","52%","9","32/59 (54%)","16/34 (47%)","4/11 (36%)","69%","16","7","0","11","0","6","0","0","0","0","5"
"Visita - Olympique Lyonnais vs Stade Brestois","ALL","07/08/2021","1","1","31%","0","2","13","3","4","12","298","16","9","1","0","8","0","4","1","9","4","0","2","0","0","2","1","225","26","44","0","32/61 (52%)","6/14 (43%)","48%","9","27/59 (46%)","18/34 (53%)","2/9 (22%)","75%","16","15","0","24","0","3","0","0","0","0","10"
"Local - Olympique Lyonnais vs Stade Brestois","1ST","07/08/2021","1","0","76%","0","0","7","2","3","0","412","7","6","0","0","1","0","4","2","5","2","0","0","1","0","1","0","366","15","29","0","10/19 (53%)","1/8 (13%)","53%","4","16/32 (50%)","8/13 (62%)","3/9 (33%)","71%","7","4","0","2","0","2","0","0","0","0","2"
"Visita - Olympique Lyonnais vs Stade Brestois","1ST","07/08/2021","1","1","24%","0","0","5","1","1","0","131","10","5","0","0","3","0","1","1","3","2","0","0","0","0","1","0","90","12","15","0","12/28 (43%)","3/5 (60%)","47%","5","16/32 (50%)","5/13 (38%)","1/3 (33%)","80%","10","7","0","14","0","1","0","0","0","0","4"
"Local - Olympique Lyonnais vs Stade Brestois","2ND","07/08/2021","1","0","61%","0","1","10","4","6","0","269","9","6","1","0","3","0","5","2","8","2","0","1","0","0","1","1","238","10","29","0","9/19 (47%)","5/15 (33%)","50%","5","16/27 (59%)","8/21 (38%)","1/2 (50%)","67%","9","3","0","9","0","4","0","0","0","0","3"
"Visita - Olympique Lyonnais vs Stade Brestois","2ND","07/08/2021","1","0","39%","0","2","8","2","3","0","167","6","4","1","0","5","0","3","0","6","2","0","2","0","0","1","1","135","14","29","0","20/33 (61%)","3/9 (33%)","50%","4","11/27 (41%)","13/21 (62%)","1/6 (17%)","67%","6","8","0","10","0","2","0","0","0","0","6"
"Local - Troyes vs Paris Saint-Germain","ALL","07/08/2021","1","1","43%","0","0","15","0","9","3","443","17","14","1","0","7","0","4","4","8","7","0","0","2","23","1","1","379","23","37","57/78 (73%)","31/53 (58%)","5/26 (19%)","53%","7","35/58 (60%)","2/12 (17%)","4/7 (57%)","59%","17","8","0","14","0","0","0","0","0","0","8"
"Visita - Troyes vs Paris Saint-Germain","ALL","07/08/2021","1","2","57%","0","2","12","6","1","15","605","10","3","4","0","3","0","6","3","8","4","1","1","2","35","2","1","560","11","95","152/187 (81%)","28/35 (80%)","5/12 (42%)","47%","5","23/58 (40%)","10/12 (83%)","10/22 (45%)","60%","10","14","0","18","0","6","0","2","0","1","6"
"Local - Troyes vs Paris Saint-Germain","1ST","07/08/2021","1","1","43%","0","0","5","0","2","0","215","6","6","0","0","4","0","1","0","2","3","0","0","1","0","0","1","183","9","12","0","15/27 (56%)","2/9 (22%)","43%","3","13/24 (54%)","0/6 (0%)","1/2 (50%)","67%","6","4","0","10","0","0","0","0","0","0","5"
"Visita - Troyes vs Paris Saint-Germain","1ST","07/08/2021","1","2","57%","0","1","7","3","1","0","288","4","2","2","0","3","0","2","2","6","1","1","0","2","0","1","1","264","6","43","0","12/16 (75%)","2/7 (29%)","57%","1","11/24 (46%)","6/6 (100%)","5/10 (50%)","50%","4","5","0","4","0","3","0","0","0","0","2"
"Local - Troyes vs Paris Saint-Germain","2ND","07/08/2021","1","0","43%","0","0","10","0","7","0","228","11","8","1","0","3","0","3","4","6","4","0","0","1","0","1","0","196","14","25","0","16/26 (62%)","3/17 (18%)","60%","4","22/34 (65%)","2/6 (33%)","3/5 (60%)","55%","11","4","0","4","0","0","0","0","0","0","3"
"Visita - Troyes vs Paris Saint-Germain","2ND","07/08/2021","1","0","57%","0","1","5","3","0","0","317","6","1","2","0","0","0","4","1","2","3","0","1","0","0","1","0","296","5","52","0","16/19 (84%)","3/5 (60%)","40%","4","12/34 (35%)","4/6 (67%)","5/12 (42%)","67%","6","9","0","14","0","3","0","0","0","0","4"
"Local - Stade Rennais vs RC Lens","ALL","08/08/2021","1","1","60%","0","0","10","5","3","10","526","15","13","0","0","2","0","3","5","5","5","0","0","0","0","2","0","470","17","46","0","41/64 (64%)","2/13 (15%)","49%","10","36/72 (50%)","10/22 (45%)","9/17 (53%)","60%","15","7","0","14","0","5","0","0","0","0","7"
"Visita - Stade Rennais vs RC Lens","ALL","08/08/2021","1","1","40%","0","4","11","1","9","14","343","18","10","2","0","6","0","4","1","6","5","1","3","0","0","1","0","288","20","38","0","29/56 (52%)","6/22 (27%)","51%","6","36/72 (50%)","12/22 (55%)","9/18 (50%)","50%","18","5","0","14","0","1","0","0","0","0","7"
"Local - Stade Rennais vs RC Lens","1ST","08/08/2021","1","1","62%","0","0","7","0","1","0","281","6","7","0","0","1","0","1","5","4","3","0","0","0","0","0","0","256","11","25","0","26/36 (72%)","1/7 (14%)","47%","3","17/34 (50%)","6/15 (40%)","5/8 (63%)","50%","6","4","0","8","0","0","0","0","0","0","3"
"Visita - Stade Rennais vs RC Lens","1ST","08/08/2021","1","1","38%","0","1","3","0","3","0","164","6","6","1","0","1","0","2","0","2","1","1","0","0","0","0","0","138","9","16","0","16/30 (53%)","4/8 (50%)","53%","2","17/34 (50%)","9/15 (60%)","5/9 (56%)","50%","6","1","0","7","0","0","0","0","0","0","4"
"Local - Stade Rennais vs RC Lens","2ND","08/08/2021","1","0","57%","0","0","3","5","2","0","245","9","6","0","0","1","0","2","0","1","2","0","0","0","0","2","0","214","6","21","0","15/28 (54%)","1/6 (17%)","51%","7","19/38 (50%)","4/7 (57%)","4/9 (44%)","67%","9","3","0","6","0","5","0","0","0","0","4"
"Visita - Stade Rennais vs RC Lens","2ND","08/08/2021","1","0","43%","0","3","8","1","6","0","179","12","4","1","0","5","0","2","1","4","4","0","3","0","0","1","0","150","11","22","0","13/26 (50%)","2/14 (14%)","49%","4","19/38 (50%)","3/7 (43%)","4/9 (44%)","50%","12","4","0","7","0","1","0","0","0","0","3"
"Local - Bordeaux vs Clermont Foot","ALL","08/08/2021","1","0","44%","0","1","10","8","5","13","439","19","9","1","0","6","0","3","1","5","5","0","1","1","0","1","0","366","19","44","0","30/56 (54%)","8/18 (44%)","43%","9","34/74 (46%)","10/28 (36%)","6/15 (40%)","63%","19","11","0","23","0","8","0","0","0","0","6"
"Visita - Bordeaux vs Clermont Foot","ALL","08/08/2021","1","2","56%","0","6","19","6","10","9","552","18","13","0","0","10","0","4","5","16","3","2","4","0","0","0","2","475","23","55","0","37/57 (65%)","6/20 (30%)","57%","12","40/74 (54%)","18/28 (64%)","9/16 (56%)","72%","18","9","0","12","0","6","0","0","0","0","5"
"Local - Bordeaux vs Clermont Foot","1ST","08/08/2021","1","0","43%","0","0","4","4","1","0","231","8","4","1","0","3","0","1","0","1","3","0","0","1","0","0","0","197","8","21","0","15/31 (48%)","1/4 (25%)","31%","6","14/38 (37%)","2/14 (14%)","2/10 (20%)","75%","8","6","0","13","0","4","0","0","0","0","3"
"Visita - Bordeaux vs Clermont Foot","1ST","08/08/2021","1","0","57%","0","2","11","3","5","0","299","14","7","0","0","4","0","4","3","9","2","0","2","0","0","0","2","257","14","28","0","21/29 (72%)","2/12 (17%)","69%","6","24/38 (63%)","12/14 (86%)","3/5 (60%)","71%","14","3","0","4","0","3","0","0","0","0","1"
"Local - Bordeaux vs Clermont Foot","2ND","08/08/2021","1","0","46%","0","1","6","4","4","0","208","11","5","0","0","3","0","2","1","4","2","0","1","0","0","1","0","169","11","23","0","15/25 (60%)","7/14 (50%)","56%","3","20/36 (56%)","8/14 (57%)","4/5 (80%)","55%","11","5","0","10","0","4","0","0","0","0","3"
"Visita - Bordeaux vs Clermont Foot","2ND","08/08/2021","1","0","54%","0","4","8","3","5","0","253","4","6","0","0","6","0","0","2","7","1","2","2","0","0","0","0","218","9","27","0","16/28 (57%)","4/8 (50%)","44%","6","16/36 (44%)","6/14 (43%)","6/11 (55%)","75%","4","6","0","8","0","3","0","0","0","0","4"
"Local - Nice vs Stade de Reims","ALL","08/08/2021","1","0","61%","0","1","12","0","4","10","554","21","8","1","0","2","0","6","4","9","3","0","1","0","0","1","0","475","18","45","0","21/51 (41%)","7/14 (50%)","58%","9","47/79 (59%)","14/26 (54%)","18/27 (67%)","38%","21","11","0","6","0","0","0","0","0","0","4"
"Visita - Nice vs Stade de Reims","ALL","08/08/2021","1","0","39%","0","0","5","2","2","8","346","18","10","1","0","0","0","2","3","2","3","0","0","0","0","0","0","263","20","31","0","23/57 (40%)","2/8 (25%)","42%","11","32/79 (41%)","12/26 (46%)","4/14 (29%)","67%","18","11","0","21","0","2","0","0","0","0","10"
"Local - Nice vs Stade de Reims","1ST","08/08/2021","1","0","63%","0","1","8","0","3","0","272","11","3","1","0","2","0","3","3","5","3","0","1","0","0","1","0","235","7","20","0","11/27 (41%)","4/10 (40%)","63%","4","25/41 (61%)","10/15 (67%)","11/15 (73%)","18%","11","2","0","3","0","0","0","0","0","0","1"
"Visita - Nice vs Stade de Reims","1ST","08/08/2021","1","0","37%","0","0","4","2","2","0","161","8","6","0","0","0","0","1","3","2","2","0","0","0","0","0","0","125","5","12","0","10/29 (34%)","2/5 (40%)","37%","5","16/41 (39%)","5/15 (33%)","2/8 (25%)","88%","8","5","0","15","0","2","0","0","0","0","4"
"Local - Nice vs Stade de Reims","2ND","08/08/2021","1","0","60%","0","0","4","0","1","0","282","10","5","0","0","0","0","3","1","4","0","0","0","0","0","0","0","240","11","25","0","10/24 (42%)","3/4 (75%)","53%","5","22/38 (58%)","4/11 (36%)","7/12 (58%)","60%","10","9","0","3","0","0","0","0","0","0","3"
"Visita - Nice vs Stade de Reims","2ND","08/08/2021","1","0","40%","0","0","1","0","0","0","185","10","4","1","0","0","0","1","0","0","1","0","0","0","0","0","0","138","15","19","0","13/28 (46%)","0/3 (0%)","47%","6","16/38 (42%)","7/11 (64%)","2/6 (33%)","50%","10","6","0","6","0","0","0","0","0","0","6"
"Local - RC Strasbourg vs Angers","ALL","08/08/2021","1","0","57%","0","0","7","0","5","18","513","27","18","2","0","1","0","4","2","4","3","0","0","0","0","2","3","415","32","64","0","41/77 (53%)","3/24 (13%)","55%","9","50/90 (56%)","17/31 (55%)","6/15 (40%)","59%","27","8","0","10","0","0","0","0","0","0","5"
"Visita - RC Strasbourg vs Angers","ALL","08/08/2021","1","2","43%","0","2","9","1","4","18","391","18","14","3","0","2","0","5","2","7","2","2","0","0","0","5","2","305","20","50","0","29/68 (43%)","3/9 (33%)","45%","9","40/90 (44%)","14/31 (45%)","9/27 (33%)","72%","18","11","0","29","0","1","0","0","0","0","9"
"Local - RC Strasbourg vs Angers","1ST","08/08/2021","1","0","52%","0","0","3","0","3","0","236","14","9","2","0","0","0","3","0","2","1","0","0","0","0","0","3","186","16","24","0","14/33 (42%)","2/11 (18%)","59%","2","24/40 (60%)","11/19 (58%)","2/6 (33%)","50%","14","5","0","6","0","0","0","0","0","0","3"
"Visita - RC Strasbourg vs Angers","1ST","08/08/2021","1","0","48%","0","0","4","0","2","0","224","6","5","2","0","0","0","3","1","3","1","0","0","0","0","4","1","185","8","32","0","12/26 (46%)","1/4 (25%)","41%","3","16/40 (40%)","8/19 (42%)","5/16 (31%)","67%","6","7","0","13","0","0","0","0","0","0","3"
"Local - RC Strasbourg vs Angers","2ND","08/08/2021","1","0","62%","0","0","4","0","2","0","277","13","9","0","0","1","0","1","2","2","2","0","0","0","0","2","0","229","16","40","0","27/44 (61%)","1/13 (8%)","52%","7","26/50 (52%)","6/12 (50%)","4/9 (44%)","69%","13","3","0","4","0","0","0","0","0","0","2"
"Visita - RC Strasbourg vs Angers","2ND","08/08/2021","1","0","38%","0","2","5","1","2","0","167","12","9","1","0","2","0","2","1","4","1","2","0","0","0","1","1","120","12","18","0","17/42 (40%)","2/5 (40%)","48%","6","24/50 (48%)","6/12 (50%)","4/11 (36%)","75%","12","4","0","16","0","1","0","0","0","0","6"
"Local - Saint-Étienne vs Lorient","ALL","08/08/2021","1","1","61%","0","2","20","2","8","10","546","23","14","2","0","3","1","11","6","10","10","1","1","0","0","3","0","466","22","57","0","41/57 (72%)","11/29 (38%)","59%","10","57/96 (59%)","17/30 (57%)","20/33 (61%)","48%","23","12","0","13","0","2","0","0","0","0","7"
"Visita - Saint-Étienne vs Lorient","ALL","08/08/2021","1","1","39%","0","2","12","2","4","14","352","23","10","3","0","3","1","7","2","8","4","0","2","0","0","1","1","263","15","62","0","28/64 (44%)","4/14 (29%)","41%","14","39/96 (41%)","13/30 (43%)","6/15 (40%)","52%","23","10","0","25","0","2","0","0","0","0","12"
"Local - Saint-Étienne vs Lorient","1ST","08/08/2021","1","0","55%","0","0","8","0","4","0","252","14","5","1","0","2","0","5","1","4","4","0","0","0","0","0","0","213","13","27","0","20/28 (71%)","7/13 (54%)","60%","4","28/46 (61%)","11/19 (58%)","9/15 (60%)","36%","14","6","0","9","0","0","0","0","0","0","6"
"Visita - Saint-Étienne vs Lorient","1ST","08/08/2021","1","0","45%","0","2","6","2","3","0","208","10","2","1","0","0","1","5","1","4","2","0","2","0","0","0","0","166","11","32","0","15/32 (47%)","1/9 (11%)","40%","8","18/46 (39%)","8/19 (42%)","6/12 (50%)","40%","10","8","0","8","0","2","0","0","0","0","7"
"Local - Saint-Étienne vs Lorient","2ND","08/08/2021","1","0","68%","0","2","12","2","4","0","294","9","9","1","0","1","1","6","5","6","6","1","1","0","0","3","0","253","9","30","0","21/29 (72%)","4/16 (25%)","57%","6","29/50 (58%)","6/11 (55%)","11/18 (61%)","67%","9","6","0","4","0","2","0","0","0","0","1"
"Visita - Saint-Étienne vs Lorient","2ND","08/08/2021","1","0","32%","0","0","6","0","1","0","144","13","8","2","0","3","0","2","1","4","2","0","0","0","0","1","1","97","4","30","0","13/32 (41%)","3/5 (60%)","43%","6","21/50 (42%)","5/11 (45%)","0/3 (0%)","62%","13","2","0","17","0","0","0","0","0","0","5"
"Local - Metz vs Lille","ALL","08/08/2021","1","3","38%","0","1","12","4","4","9","335","16","9","1","1","5","0","3","4","6","6","1","0","0","0","0","0","243","22","51","0","20/59 (34%)","3/18 (17%)","46%","11","30/68 (44%)","16/32 (50%)","6/16 (38%)","75%","16","19","0","13","0","4","0","0","0","0","10"
"Visita - Metz vs Lille","ALL","08/08/2021","1","3","62%","0","2","17","2","5","10","538","21","9","2","0","6","1","7","4","9","8","1","1","2","0","1","2","438","28","67","0","20/45 (44%)","7/24 (29%)","54%","8","38/68 (56%)","16/32 (50%)","8/16 (50%)","62%","21","10","0","14","0","2","0","0","0","0","3"
"Local - Metz vs Lille","1ST","08/08/2021","1","2","49%","0","1","5","1","2","0","231","10","5","0","0","4","0","1","0","2","3","1","0","0","0","0","0","181","14","33","0","13/30 (43%)","2/11 (18%)","51%","8","16/35 (46%)","9/14 (64%)","1/5 (20%)","80%","10","8","0","6","0","1","0","0","0","0","2"
"Visita - Metz vs Lille","1ST","08/08/2021","1","1","51%","0","2","5","2","2","0","237","12","5","0","0","2","0","2","1","4","1","1","1","1","0","0","1","187","16","20","0","8/21 (38%)","2/8 (25%)","49%","6","19/35 (54%)","5/14 (36%)","2/6 (33%)","58%","12","8","0","8","0","2","0","0","0","0","2"
"Local - Metz vs Lille","2ND","08/08/2021","1","0","26%","0","0","7","3","2","0","104","6","4","1","1","1","0","2","4","4","3","0","0","0","0","0","0","62","8","18","0","7/29 (24%)","1/7 (14%)","41%","3","14/33 (42%)","7/18 (39%)","5/11 (45%)","67%","6","11","0","7","0","3","0","0","0","0","8"
"Visita - Metz vs Lille","2ND","08/08/2021","1","0","74%","0","0","12","0","3","0","301","9","4","2","0","4","1","5","3","5","7","0","0","1","0","1","1","251","12","47","0","12/24 (50%)","5/16 (31%)","59%","2","19/33 (58%)","11/18 (61%)","6/10 (60%)","67%","9","2","0","6","0","0","0","0","0","0","1"
"Local - Montpellier vs Olympique de Marseille","ALL","08/08/2021","1","2","41%","0","1","8","4","6","10","351","19","5","0","0","1","0","5","2","5","3","0","1","1","0","0","1","271","15","55","0","27/57 (47%)","3/22 (14%)","48%","7","30/61 (49%)","12/26 (46%)","6/10 (60%)","53%","19","12","0","18","0","4","0","0","0","0","11"
"Visita - Montpellier vs Olympique de Marseille","ALL","08/08/2021","1","3","59%","0","3","21","0","11","5","530","11","10","1","0","7","0","8","6","14","7","1","2","0","0","4","1","466","15","72","0","31/45 (69%)","5/28 (18%)","52%","13","31/61 (51%)","14/26 (54%)","10/16 (63%)","64%","11","15","0","16","0","0","0","0","0","0","10"
"Local - Montpellier vs Olympique de Marseille","1ST","08/08/2021","1","2","41%","0","0","2","1","4","0","183","11","2","0","0","1","0","1","0","2","0","0","0","0","0","0","1","141","6","26","0","13/29 (45%)","2/13 (15%)","50%","2","13/26 (50%)","7/14 (50%)","0/1 (0%)","73%","11","5","0","4","0","1","0","0","0","0","6"
"Visita - Montpellier vs Olympique de Marseille","1ST","08/08/2021","1","0","59%","0","1","7","0","3","0","283","3","5","1","0","1","0","4","2","4","3","0","1","0","0","2","1","246","9","28","0","21/29 (72%)","3/10 (30%)","50%","8","13/26 (50%)","7/14 (50%)","5/8 (63%)","33%","3","10","0","7","0","0","0","0","0","0","4"
"Local - Montpellier vs Olympique de Marseille","2ND","08/08/2021","1","0","40%","0","1","6","3","2","0","168","8","3","0","0","0","0","4","2","3","3","0","1","1","0","0","0","130","9","29","0","14/28 (50%)","1/9 (11%)","47%","5","17/35 (49%)","5/12 (42%)","6/9 (67%)","25%","8","7","0","14","0","3","0","0","0","0","5"
"Visita - Montpellier vs Olympique de Marseille","2ND","08/08/2021","1","0","60%","0","2","14","0","8","0","247","8","5","0","0","6","0","4","4","10","4","1","1","0","0","2","0","220","6","44","0","10/16 (63%)","2/18 (11%)","53%","5","18/35 (51%)","7/12 (58%)","5/8 (63%)","75%","8","5","0","9","0","0","0","0","0","0","6"
"Local - Lorient vs AS Monaco","ALL","13/08/2021","2","1","28%","0","1","2","3","0","17","253","23","14","3","0","2","1","0","0","1","1","1","0","0","0","1","0","152","23","35","0","15/63 (24%)","1/3 (33%)","45%","20","46/101 (46%)","14/31 (45%)","9/18 (50%)","74%","23","13","0","36","0","3","0","0","0","0","10"
"Visita - Lorient vs AS Monaco","ALL","13/08/2021","2","0","72%","0","1","12","1","6","15","636","29","15","2","0","3","0","5","4","8","4","0","1","0","0","2","1","532","32","97","0","43/74 (58%)","9/28 (32%)","55%","8","55/101 (54%)","17/31 (55%)","11/26 (42%)","62%","29","15","0","5","0","1","0","0","0","0","2"
"Local - Lorient vs AS Monaco","1ST","13/08/2021","2","1","28%","0","1","2","1","0","0","140","15","6","0","0","2","1","0","0","1","1","1","0","0","0","1","0","91","14","15","0","9/34 (26%)","0/1 (0%)","52%","14","27/54 (50%)","7/12 (58%)","6/11 (55%)","67%","15","6","0","15","0","1","0","0","0","0","3"
"Visita - Lorient vs AS Monaco","1ST","13/08/2021","2","0","72%","0","0","5","1","5","0","352","19","4","1","0","1","0","1","3","3","2","0","0","0","0","0","0","297","14","46","0","28/45 (62%)","4/17 (24%)","48%","5","27/54 (50%)","5/12 (42%)","4/14 (29%)","53%","19","6","0","2","0","1","0","0","0","0","2"
"Local - Lorient vs AS Monaco","2ND","13/08/2021","2","0","28%","0","0","0","2","0","0","113","8","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","61","9","20","0","6/29 (21%)","1/2 (50%)","39%","6","19/47 (40%)","7/19 (37%)","3/7 (43%)","88%","8","7","0","21","0","2","0","0","0","0","7"
"Visita - Lorient vs AS Monaco","2ND","13/08/2021","2","0","72%","0","1","7","0","1","0","284","10","11","1","0","2","0","4","1","5","2","0","1","0","0","2","1","235","18","51","0","15/29 (52%)","5/11 (45%)","61%","3","28/47 (60%)","12/19 (63%)","7/12 (58%)","80%","10","9","0","3","0","0","0","0","0","0","0"
"Local - Lille vs Nice","ALL","14/08/2021","2","0","62%","0","1","11","3","8","9","591","14","13","3","0","2","0","7","2","8","3","0","1","0","0","2","1","504","30","63","0","40/58 (69%)","8/18 (44%)","44%","9","35/78 (45%)","13/30 (43%)","8/20 (40%)","43%","14","7","0","10","0","3","0","0","0","0","8"
"Visita - Lille vs Nice","ALL","14/08/2021","2","4","38%","0","5","11","2","7","13","358","21","8","1","0","7","2","1","3","8","3","3","2","0","0","3","1","280","18","41","0","23/49 (47%)","2/11 (18%)","56%","11","43/78 (55%)","17/30 (57%)","15/18 (83%)","62%","21","17","0","20","0","2","0","0","0","0","9"
"Local - Lille vs Nice","1ST","14/08/2021","2","0","66%","0","0","5","2","5","0","313","8","5","2","0","1","0","3","1","4","1","0","0","0","0","0","1","264","22","36","0","19/31 (61%)","5/11 (45%)","49%","3","17/38 (45%)","9/15 (60%)","4/11 (36%)","50%","8","0","0","5","0","2","0","0","0","0","5"
"Visita - Lille vs Nice","1ST","14/08/2021","2","3","34%","0","4","7","1","2","0","157","10","4","1","0","5","2","1","1","6","1","2","2","0","0","2","0","122","4","21","0","7/22 (32%)","1/6 (17%)","51%","8","21/38 (55%)","6/15 (40%)","8/8 (100%)","60%","10","12","0","12","0","1","0","0","0","0","4"
"Local - Lille vs Nice","2ND","14/08/2021","2","0","58%","0","1","6","1","3","0","278","6","8","1","0","1","0","4","1","4","2","0","1","0","0","2","0","240","8","27","0","21/27 (78%)","3/7 (43%)","40%","6","18/40 (45%)","4/15 (27%)","4/9 (44%)","33%","6","7","0","5","0","1","0","0","0","0","3"
"Visita - Lille vs Nice","2ND","14/08/2021","2","0","42%","0","1","4","1","5","0","201","11","4","0","0","2","0","0","2","2","2","1","0","0","0","1","1","158","14","20","0","16/27 (59%)","1/5 (20%)","60%","3","22/40 (55%)","11/15 (73%)","7/10 (70%)","64%","11","5","0","8","0","1","0","0","0","0","5"
"Local - Paris Saint-Germain vs RC Strasbourg","ALL","14/08/2021","2","4","65%","0","4","11","0","4","6","697","10","17","1","0","5","0","3","3","8","3","3","1","0","0","5","1","642","21","58","0","34/46 (74%)","3/14 (21%)","62%","9","44/68 (65%)","10/19 (53%)","17/24 (71%)","30%","10","9","0","11","0","0","0","0","0","0","8"
"Visita - Paris Saint-Germain vs RC Strasbourg","ALL","14/08/2021","2","2","35%","0","1","8","2","4","18","364","16","6","4","1","2","0","4","2","5","3","0","1","0","0","1","2","309","12","29","0","25/48 (52%)","3/18 (17%)","38%","6","24/68 (35%)","9/19 (47%)","2/6 (33%)","75%","16","10","0","10","0","2","0","0","0","0","4"
"Local - Paris Saint-Germain vs RC Strasbourg","1ST","14/08/2021","2","3","68%","0","2","6","0","2","0","381","4","8","0","0","2","0","1","3","5","1","2","0","0","0","2","1","349","14","33","0","15/21 (71%)","3/7 (43%)","64%","6","20/33 (61%)","10/14 (71%)","8/11 (73%)","25%","4","6","0","6","0","0","0","0","0","0","5"
"Visita - Paris Saint-Germain vs RC Strasbourg","1ST","14/08/2021","2","0","32%","0","0","5","0","3","0","174","9","2","0","0","0","0","3","2","2","3","0","0","0","0","0","1","146","4","12","0","12/24 (50%)","0/8 (0%)","36%","4","13/33 (39%)","4/14 (29%)","2/2 (100%)","67%","9","6","0","6","0","0","0","0","0","0","2"
"Local - Paris Saint-Germain vs RC Strasbourg","2ND","14/08/2021","2","0","62%","0","2","5","0","2","0","316","6","9","1","0","3","0","2","0","3","2","1","1","0","0","3","0","293","7","25","0","19/25 (76%)","0/7 (0%)","60%","3","24/35 (69%)","0/5 (0%)","9/13 (69%)","33%","6","3","0","5","0","0","0","0","0","0","3"
"Visita - Paris Saint-Germain vs RC Strasbourg","2ND","14/08/2021","2","0","38%","0","1","3","2","1","0","190","7","4","4","1","2","0","1","0","3","0","0","1","0","0","1","1","163","8","17","0","13/24 (54%)","3/10 (30%)","40%","2","11/35 (31%)","5/5 (100%)","0/4 (0%)","86%","7","4","0","4","0","2","0","0","0","0","2"
"Local - Angers vs Olympique Lyonnais","ALL","15/08/2021","2","3","42%","0","2","13","3","6","11","365","28","17","1","0","6","1","6","1","6","7","1","1","1","0","4","1","299","17","43","0","23/44 (52%)","2/17 (12%)","53%","10","61/113 (54%)","10/22 (45%)","17/35 (49%)","54%","28","11","0","12","0","3","0","0","0","0","4"
"Visita - Angers vs Olympique Lyonnais","ALL","15/08/2021","2","0","58%","0","2","8","4","4","17","509","28","11","5","1","3","0","3","2","5","3","0","2","1","0","1","0","437","14","59","0","41/59 (69%)","6/19 (32%)","47%","19","52/113 (46%)","12/22 (55%)","13/22 (59%)","64%","28","11","0","17","0","4","0","0","0","0","10"
"Local - Angers vs Olympique Lyonnais","1ST","15/08/2021","2","1","46%","0","2","7","1","4","0","188","11","10","0","0","3","0","4","0","4","3","1","1","0","0","3","0","154","9","20","0","14/23 (61%)","2/13 (15%)","54%","7","30/58 (52%)","10/16 (63%)","10/19 (53%)","45%","11","5","0","3","0","1","0","0","0","0","2"
