Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Local - Saint-Étienne vs Clermont Foot","ALL","07/11/2021","13","3","49%","0","4","18","1","9","7","441","16","10","1","0","4","1","12","2","11","7","3","1","0","0","4","0","351","31","56","0","24/52 (46%)","7/25 (28%)","54%","9","41/75 (55%)","12/23 (52%)","15/23 (65%)","50%","16","19","0","15","0","1","0","0","0","0","7"
"Visita - Saint-Étienne vs Clermont Foot","ALL","07/11/2021","13","2","51%","0","2","9","1","2","10","461","17","7","1","0","4","0","4","1","6","3","2","0","0","0","3","3","365","23","53","0","28/58 (48%)","4/16 (25%)","46%","10","34/75 (45%)","11/23 (48%)","10/16 (63%)","65%","17","17","0","13","0","1","0","0","0","0","16"
"Local - Saint-Étienne vs Clermont Foot","1ST","07/11/2021","13","0","47%","0","1","9","0","4","0","219","10","5","0","0","0","0","7","2","3","6","0","1","0","0","2","0","178","19","28","0","13/28 (46%)","2/11 (18%)","52%","4","21/39 (54%)","4/9 (44%)","6/12 (50%)","40%","10","7","0","8","0","0","0","0","0","0","4"
"Visita - Saint-Étienne vs Clermont Foot","1ST","07/11/2021","13","0","53%","0","0","5","0","2","0","244","10","3","0","0","1","0","3","1","3","2","0","0","0","0","1","2","198","9","20","0","12/24 (50%)","3/10 (30%)","48%","6","18/39 (46%)","5/9 (56%)","5/9 (56%)","60%","10","7","0","6","0","0","0","0","0","0","9"
"Local - Saint-Étienne vs Clermont Foot","2ND","07/11/2021","13","0","51%","0","3","9","1","5","0","222","6","5","1","0","4","1","5","0","8","1","3","0","0","0","2","0","173","12","28","0","11/24 (46%)","5/14 (36%)","56%","5","20/36 (56%)","8/14 (57%)","9/11 (82%)","67%","6","12","0","7","0","1","0","0","0","0","3"
"Visita - Saint-Étienne vs Clermont Foot","2ND","07/11/2021","13","0","49%","0","2","4","1","0","0","217","7","4","1","0","3","0","1","0","3","1","2","0","0","0","2","1","167","14","33","0","16/34 (47%)","1/6 (17%)","44%","4","16/36 (44%)","6/14 (43%)","5/7 (71%)","71%","7","10","0","7","0","1","0","0","0","0","7"
"Local - Stade de Reims vs AS Monaco","ALL","07/11/2021","13","0","42%","0","0","11","3","5","9","369","15","13","0","0","4","0","5","2","5","6","0","0","0","0","3","1","258","30","52","0","31/75 (41%)","4/20 (20%)","55%","5","38/70 (54%)","16/28 (57%)","10/22 (45%)","67%","15","19","0","18","0","3","0","0","0","0","9"
"Visita - Stade de Reims vs AS Monaco","ALL","07/11/2021","13","0","58%","0","1","12","4","6","13","526","17","9","2","0","3","0","6","3","6","6","0","1","0","0","0","2","418","24","68","0","32/67 (48%)","3/26 (12%)","45%","10","32/70 (46%)","12/28 (43%)","6/11 (55%)","65%","17","15","0","17","0","4","0","0","0","0","8"
"Local - Stade de Reims vs AS Monaco","1ST","07/11/2021","13","0","41%","0","0","5","2","3","0","179","9","7","0","0","1","0","3","1","3","2","0","0","0","0","0","1","131","18","30","0","16/32 (50%)","2/12 (17%)","58%","3","24/42 (57%)","6/10 (60%)","8/13 (62%)","78%","9","8","0","3","0","2","0","0","0","0","2"
"Visita - Stade de Reims vs AS Monaco","1ST","07/11/2021","13","0","59%","0","0","5","1","1","0","277","8","5","1","0","2","0","2","1","3","2","0","0","0","0","0","1","229","11","27","0","21/35 (60%)","1/9 (11%)","42%","6","18/42 (43%)","4/10 (40%)","5/8 (63%)","63%","8","4","0","13","0","1","0","0","0","0","3"
"Local - Stade de Reims vs AS Monaco","2ND","07/11/2021","13","0","43%","0","0","6","1","2","0","190","6","6","0","0","3","0","2","1","2","4","0","0","0","0","3","0","127","12","22","0","15/43 (35%)","2/8 (25%)","52%","2","14/28 (50%)","10/18 (56%)","2/9 (22%)","50%","6","11","0","15","0","1","0","0","0","0","7"
"Visita - Stade de Reims vs AS Monaco","2ND","07/11/2021","13","0","57%","0","1","7","3","5","0","249","9","4","1","0","1","0","4","2","3","4","0","1","0","0","0","1","189","13","41","0","11/32 (34%)","2/17 (12%)","48%","4","14/28 (50%)","8/18 (44%)","1/3 (33%)","67%","9","11","0","4","0","3","0","0","0","0","5"
"Local - Nice vs Montpellier","ALL","07/11/2021","13","0","69%","0","0","22","1","8","9","633","16","6","2","0","6","1","11","5","15","7","0","0","2","0","2","0","560","12","64","0","20/38 (53%)","8/37 (22%)","54%","5","28/57 (49%)","17/27 (63%)","6/15 (40%)","75%","16","6","0","6","0","1","0","0","0","0","8"
"Visita - Nice vs Montpellier","ALL","07/11/2021","13","1","31%","0","0","8","6","2","7","292","14","9","0","0","2","0","3","3","2","6","0","0","0","0","3","1","221","24","41","0","31/59 (53%)","1/8 (13%)","46%","6","29/57 (51%)","10/27 (37%)","7/17 (41%)","57%","14","14","0","30","0","6","0","0","0","0","19"
"Local - Nice vs Montpellier","1ST","07/11/2021","13","0","68%","0","0","10","0","5","0","335","9","3","0","0","2","0","6","2","7","3","0","0","2","0","1","0","299","3","24","0","8/18 (44%)","4/15 (27%)","58%","2","13/26 (50%)","8/10 (80%)","1/5 (20%)","78%","9","2","0","2","0","0","0","0","0","0","7"
"Visita - Nice vs Montpellier","1ST","07/11/2021","13","0","32%","0","0","4","2","0","0","163","6","3","0","0","0","0","3","1","1","3","0","0","0","0","1","1","130","13","24","0","14/27 (52%)","1/2 (50%)","42%","3","13/26 (50%)","2/10 (20%)","4/10 (40%)","83%","6","8","0","9","0","2","0","0","0","0","10"
"Local - Nice vs Montpellier","2ND","07/11/2021","13","0","70%","0","0","12","1","3","0","298","7","3","2","0","4","1","5","3","8","4","0","0","0","0","1","0","261","9","40","0","12/20 (60%)","4/22 (18%)","50%","3","15/31 (48%)","9/17 (53%)","5/10 (50%)","71%","7","4","0","4","0","1","0","0","0","0","1"
"Visita - Nice vs Montpellier","2ND","07/11/2021","13","0","30%","0","0","4","4","2","0","129","8","6","0","0","2","0","0","2","1","3","0","0","0","0","2","0","91","11","17","0","17/32 (53%)","0/6 (0%)","50%","3","16/31 (52%)","8/17 (47%)","3/7 (43%)","38%","8","6","0","21","0","4","0","0","0","0","9"
"Local - Stade Rennais vs Olympique Lyonnais","ALL","07/11/2021","13","4","48%","0","6","25","3","7","12","447","15","9","2","0","12","0","8","5","17","8","2","4","3","0","2","5","374","19","51","0","31/53 (58%)","6/20 (30%)","51%","7","33/69 (48%)","16/27 (59%)","9/18 (50%)","60%","15","7","0","12","0","3","0","0","0","0","3"
"Visita - Stade Rennais vs Olympique Lyonnais","ALL","07/11/2021","13","1","52%","0","1","6","6","2","12","487","16","11","2","0","4","0","2","0","4","2","1","0","1","0","3","2","414","15","53","0","22/53 (42%)","2/13 (15%)","49%","8","36/69 (52%)","11/27 (41%)","9/16 (56%)","44%","16","6","0","22","0","6","0","0","0","0","6"
"Local - Stade Rennais vs Olympique Lyonnais","1ST","07/11/2021","13","1","58%","0","4","13","0","4","0","294","5","5","2","0","8","0","3","2","9","4","0","4","2","0","1","5","252","13","31","0","22/36 (61%)","3/13 (23%)","56%","2","15/25 (60%)","7/14 (50%)","5/8 (63%)","60%","5","3","0","2","0","0","0","0","0","0","0"
"Visita - Stade Rennais vs Olympique Lyonnais","1ST","07/11/2021","13","0","42%","0","0","0","5","0","0","218","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","178","9","24","0","8/30 (27%)","0/3 (0%)","44%","3","10/25 (40%)","7/14 (50%)","2/4 (50%)","60%","5","2","0","15","0","5","0","0","0","0","2"
"Local - Stade Rennais vs Olympique Lyonnais","2ND","07/11/2021","13","0","36%","0","2","12","3","3","0","153","10","4","0","0","4","0","5","3","8","4","2","0","1","0","1","0","122","6","20","0","9/17 (53%)","3/7 (43%)","47%","5","18/44 (41%)","9/13 (69%)","4/10 (40%)","60%","10","4","0","10","0","3","0","0","0","0","3"
"Visita - Stade Rennais vs Olympique Lyonnais","2ND","07/11/2021","13","0","64%","0","1","6","1","2","0","269","11","8","1","0","4","0","2","0","4","2","1","0","1","0","3","1","236","6","29","0","14/23 (61%)","2/10 (20%)","53%","5","26/44 (59%)","4/13 (31%)","7/12 (58%)","36%","11","4","0","7","0","1","0","0","0","0","4"
"Local - AS Monaco vs Lille","ALL","19/11/2021","14","2","53%","0","0","17","6","6","15","427","24","16","3","1","8","0","6","3","11","6","0","0","0","0","5","2","332","31","63","0","29/64 (45%)","5/24 (21%)","63%","7","52/88 (59%)","27/37 (73%)","12/20 (60%)","63%","24","10","0","13","0","6","0","0","0","0","7"
"Visita - AS Monaco vs Lille","ALL","19/11/2021","14","2","47%","0","3","15","5","5","16","378","15","13","5","0","8","0","5","2","12","3","2","1","2","0","1","1","280","19","58","0","21/66 (32%)","4/11 (36%)","37%","11","36/88 (41%)","10/37 (27%)","8/21 (38%)","53%","15","9","0","19","0","5","0","0","0","0","10"
"Local - AS Monaco vs Lille","1ST","19/11/2021","14","1","56%","0","0","5","3","1","0","225","8","7","1","0","2","0","1","2","3","2","0","0","0","0","2","2","179","12","31","0","12/26 (46%)","1/8 (13%)","62%","5","19/35 (54%)","13/17 (76%)","4/6 (67%)","50%","8","7","0","7","0","3","0","0","0","0","5"
"Visita - AS Monaco vs Lille","1ST","19/11/2021","14","2","44%","0","3","8","1","1","0","179","7","5","2","0","5","0","2","1","8","0","2","1","2","0","1","0","134","10","17","0","13/34 (38%)","2/4 (50%)","38%","3","16/35 (46%)","4/17 (24%)","4/9 (44%)","29%","7","3","0","4","0","1","0","0","0","0","5"
"Local - AS Monaco vs Lille","2ND","19/11/2021","14","0","51%","0","0","12","3","5","0","202","16","9","2","1","6","0","5","1","8","4","0","0","0","0","3","0","153","19","32","0","17/38 (45%)","4/16 (25%)","64%","2","33/53 (62%)","14/20 (70%)","8/14 (57%)","69%","16","3","0","6","0","3","0","0","0","0","2"
"Visita - AS Monaco vs Lille","2ND","19/11/2021","14","0","49%","0","0","7","4","4","0","199","8","8","3","0","3","0","3","1","4","3","0","0","0","0","0","1","146","9","41","0","8/32 (25%)","2/7 (29%)","36%","8","20/53 (38%)","6/20 (30%)","4/12 (33%)","75%","8","6","0","15","0","4","0","0","0","0","5"
"Local - Paris Saint-Germain vs Nantes","ALL","20/11/2021","14","3","66%","0","3","14","5","4","8","772","22","12","1","1","7","0","2","5","8","6","0","3","0","0","4","6","714","19","53","0","21/28 (75%)","2/7 (29%)","53%","11","50/87 (57%)","6/19 (32%)","16/24 (67%)","68%","22","5","0","9","0","5","0","0","0","0","3"
"Visita - Paris Saint-Germain vs Nantes","ALL","20/11/2021","14","1","34%","0","2","12","5","3","12","377","19","7","2","0","6","0","4","2","8","4","0","2","0","0","2","1","333","12","40","0","23/40 (58%)","8/17 (47%)","47%","8","37/87 (43%)","13/19 (68%)","11/25 (44%)","53%","19","10","0","15","0","5","0","0","0","0","8"
"Local - Paris Saint-Germain vs Nantes","1ST","20/11/2021","14","1","73%","0","3","8","1","3","0","449","10","8","0","0","5","0","0","3","6","2","0","3","0","0","1","5","423","11","31","0","13/16 (81%)","1/5 (20%)","57%","4","26/43 (60%)","4/10 (40%)","8/12 (67%)","60%","10","2","0","4","0","1","0","0","0","0","1"
"Visita - Paris Saint-Germain vs Nantes","1ST","20/11/2021","14","0","27%","0","0","2","4","2","0","162","8","3","1","0","1","0","1","0","0","2","0","0","0","0","0","0","137","7","14","0","8/17 (47%)","1/4 (25%)","43%","3","17/43 (40%)","6/10 (60%)","6/13 (46%)","75%","8","6","0","11","0","4","0","0","0","0","4"
"Local - Paris Saint-Germain vs Nantes","2ND","20/11/2021","14","0","59%","0","0","6","4","1","0","323","12","4","1","1","2","0","2","2","2","4","0","0","0","0","3","1","291","8","22","0","8/12 (67%)","1/2 (50%)","49%","7","24/44 (55%)","2/9 (22%)","8/12 (67%)","75%","12","3","0","5","0","4","0","0","0","0","2"
"Visita - Paris Saint-Germain vs Nantes","2ND","20/11/2021","14","0","41%","0","2","10","1","1","0","215","11","4","1","0","5","0","3","2","8","2","0","2","0","0","2","1","196","5","26","0","15/23 (65%)","7/13 (54%)","51%","5","20/44 (45%)","7/9 (78%)","5/12 (42%)","36%","11","4","0","4","0","1","0","0","0","0","4"
"Local - Stade Rennais vs Montpellier","ALL","20/11/2021","14","2","68%","0","5","30","2","8","9","641","13","10","1","0","7","2","14","9","23","7","1","4","0","0","5","0","569","18","75","0","32/46 (70%)","10/31 (32%)","53%","3","25/49 (51%)","14/25 (56%)","2/5 (40%)","69%","13","8","0","9","0","2","0","0","0","0","1"
"Visita - Stade Rennais vs Montpellier","ALL","20/11/2021","14","0","32%","0","0","4","5","2","10","313","6","9","3","1","2","0","0","2","3","1","0","0","1","0","2","1","222","17","38","0","18/54 (33%)","3/7 (43%)","47%","5","24/49 (49%)","11/25 (44%)","9/17 (53%)","50%","6","8","0","22","0","5","0","0","0","0","18"
"Local - Stade Rennais vs Montpellier","1ST","20/11/2021","14","2","63%","0","1","8","1","2","0","279","8","8","0","0","3","0","3","2","6","2","1","0","0","0","4","0","244","9","28","0","15/26 (58%)","3/15 (20%)","57%","2","18/31 (58%)","9/16 (56%)","2/5 (40%)","88%","8","7","0","3","0","1","0","0","0","0","0"
"Visita - Stade Rennais vs Montpellier","1ST","20/11/2021","14","0","37%","0","0","1","1","0","0","172","5","4","3","1","1","0","0","0","1","0","0","0","1","0","0","0","127","11","22","0","13/25 (52%)","0/1 (0%)","43%","3","13/31 (42%)","7/16 (44%)","4/9 (44%)","60%","5","4","0","10","0","1","0","0","0","0","9"
"Local - Stade Rennais vs Montpellier","2ND","20/11/2021","14","0","72%","0","4","22","1","6","0","362","5","2","1","0","4","2","11","7","17","5","0","4","0","0","1","0","325","9","47","0","17/20 (85%)","7/16 (44%)","44%","1","7/18 (39%)","5/9 (56%)","0/0 (0%)","40%","5","1","0","6","0","1","0","0","0","0","1"
"Visita - Stade Rennais vs Montpellier","2ND","20/11/2021","14","0","28%","0","0","3","4","2","0","141","1","5","0","0","1","0","0","2","2","1","0","0","0","0","2","1","95","6","16","0","5/29 (17%)","3/6 (50%)","56%","2","11/18 (61%)","4/9 (44%)","5/8 (63%)","0%","1","4","0","12","0","4","0","0","0","0","9"
"Local - Stade Brestois vs RC Lens","ALL","21/11/2021","14","4","36%","0","1","13","4","5","7","339","22","6","1","0","5","0","5","3","8","5","1","0","0","0","1","1","266","12","41","0","34/62 (55%)","6/15 (40%)","61%","6","39/64 (61%)","15/24 (63%)","11/15 (73%)","45%","22","20","0","13","0","4","0","0","0","0","11"
"Visita - Stade Brestois vs RC Lens","ALL","21/11/2021","14","0","64%","0","4","14","1","5","7","610","10","7","2","1","5","2","6","3","3","11","0","4","0","0","2","0","537","26","77","0","14/24 (58%)","1/14 (7%)","39%","16","25/64 (39%)","9/24 (38%)","8/14 (57%)","90%","10","10","0","8","0","1","0","0","0","0","9"
"Local - Stade Brestois vs RC Lens","1ST","21/11/2021","14","3","33%","0","1","5","1","2","0","160","10","2","0","0","3","0","1","1","3","2","1","0","0","0","0","0","122","8","17","0","19/36 (53%)","2/5 (40%)","55%","4","16/30 (53%)","8/14 (57%)","4/8 (50%)","30%","10","7","0","5","0","1","0","0","0","0","10"
"Visita - Stade Brestois vs RC Lens","1ST","21/11/2021","14","0","67%","0","3","8","0","3","0","337","8","2","1","0","2","1","5","1","3","5","0","3","0","0","1","0","297","16","45","0","10/15 (67%)","1/7 (14%)","45%","9","14/30 (47%)","6/14 (43%)","4/5 (80%)","88%","8","5","0","3","0","0","0","0","0","0","2"
"Local - Stade Brestois vs RC Lens","2ND","21/11/2021","14","0","40%","0","0","8","3","3","0","179","12","4","1","0","2","0","4","2","5","3","0","0","0","0","1","1","144","4","24","0","15/26 (58%)","4/10 (40%)","68%","2","23/34 (68%)","7/10 (70%)","7/7 (100%)","58%","12","13","0","8","0","3","0","0","0","0","1"
"Visita - Stade Brestois vs RC Lens","2ND","21/11/2021","14","0","60%","0","1","6","1","2","0","273","2","5","1","1","3","1","1","2","0","6","0","1","0","0","1","0","240","10","32","0","4/9 (44%)","0/7 (0%)","32%","7","11/34 (32%)","3/10 (30%)","4/9 (44%)","100%","2","5","0","5","0","1","0","0","0","0","7"
"Local - Angers vs Lorient","ALL","21/11/2021","14","1","54%","0","2","8","3","6","15","547","8","12","4","0","4","0","4","0","6","2","1","1","0","0","2","1","465","24","51","0","24/39 (62%)","4/11 (36%)","40%","5","35/82 (43%)","9/29 (31%)","15/36 (42%)","88%","8","6","0","14","0","3","0","0","0","0","5"
"Visita - Angers vs Lorient","ALL","21/11/2021","14","0","46%","0","0","10","3","3","13","464","26","15","0","0","3","0","5","2","6","4","0","0","1","0","1","0","387","13","45","0","32/54 (59%)","5/17 (29%)","60%","4","47/82 (57%)","20/29 (69%)","7/11 (64%)","46%","26","18","0","10","0","3","0","0","0","0","8"
"Local - Angers vs Lorient","1ST","21/11/2021","14","0","58%","0","0","3","2","2","0","301","5","6","2","0","3","0","0","0","3","0","0","0","0","0","0","0","264","14","29","0","14/19 (74%)","3/7 (43%)","38%","2","15/41 (37%)","6/14 (43%)","4/15 (27%)","80%","5","3","0","5","0","2","0","0","0","0","3"
"Visita - Angers vs Lorient","1ST","21/11/2021","14","0","42%","0","0","6","3","1","0","218","13","9","0","0","2","0","3","1","4","2","0","0","1","0","1","0","181","4","19","0","15/28 (54%)","2/5 (40%)","62%","4","26/41 (63%)","8/14 (57%)","5/6 (83%)","54%","13","12","0","6","0","3","0","0","0","0","3"
"Local - Angers vs Lorient","2ND","21/11/2021","14","0","49%","0","2","5","1","4","0","246","3","6","2","0","1","0","4","0","3","2","1","1","0","0","2","1","201","10","22","0","10/20 (50%)","1/4 (25%)","41%","3","20/41 (49%)","3/15 (20%)","11/21 (52%)","100%","3","3","0","9","0","1","0","0","0","0","2"
"Visita - Angers vs Lorient","2ND","21/11/2021","14","0","51%","0","0","4","0","2","0","246","13","6","0","0","1","0","2","1","2","2","0","0","0","0","0","0","206","9","26","0","17/26 (65%)","3/12 (25%)","59%","0","21/41 (51%)","12/15 (80%)","2/5 (40%)","38%","13","6","0","4","0","0","0","0","0","0","5"
"Local - Metz vs Bordeaux","ALL","21/11/2021","14","3","46%","0","1","20","2","2","12","398","13","11","2","1","9","0","5","6","9","11","1","0","0","0","1","1","321","25","53","0","25/49 (51%)","5/19 (26%)","57%","5","38/72 (53%)","21/31 (68%)","14/23 (61%)","77%","13","12","0","23","0","2","0","0","0","0","7"
"Visita - Metz vs Bordeaux","ALL","21/11/2021","14","3","54%","0","3","19","6","4","11","484","14","10","2","0","5","0","7","7","12","7","1","2","0","0","3","1","395","19","59","0","40/61 (66%)","2/14 (14%)","43%","6","34/72 (47%)","10/31 (32%)","11/18 (61%)","64%","14","11","0","13","0","6","0","0","0","0","6"
"Local - Metz vs Bordeaux","1ST","21/11/2021","14","1","48%","0","0","10","1","0","0","229","8","4","1","0","4","0","3","3","4","6","0","0","0","0","1","1","185","17","35","0","14/27 (52%)","3/10 (30%)","55%","4","20/38 (53%)","10/17 (59%)","8/14 (57%)","75%","8","8","0","6","0","1","0","0","0","0","3"
"Visita - Metz vs Bordeaux","1ST","21/11/2021","14","2","52%","0","1","8","3","3","0","250","10","5","1","0","3","0","3","2","7","1","1","0","0","0","1","1","200","8","28","0","23/40 (58%)","1/8 (13%)","45%","3","18/38 (47%)","7/17 (41%)","4/9 (44%)","50%","10","5","0","8","0","3","0","0","0","0","4"
"Local - Metz vs Bordeaux","2ND","21/11/2021","14","0","43%","0","1","10","1","2","0","169","5","7","1","1","5","0","2","3","5","5","1","0","0","0","0","0","136","8","18","0","11/22 (50%)","2/9 (22%)","60%","1","18/34 (53%)","11/14 (79%)","6/9 (67%)","80%","5","4","0","17","0","1","0","0","0","0","4"
"Visita - Metz vs Bordeaux","2ND","21/11/2021","14","0","57%","0","2","11","3","1","0","234","4","5","1","0","2","0","4","5","5","6","0","2","0","0","2","0","195","11","31","0","17/21 (81%)","1/6 (17%)","40%","3","16/34 (47%)","3/14 (21%)","7/9 (78%)","100%","4","6","0","5","0","3","0","0","0","0","2"
"Local - RC Strasbourg vs Stade de Reims","ALL","21/11/2021","14","1","68%","0","2","21","2","5","8","536","26","13","1","0","3","0","8","10","9","12","0","2","0","30","7","1","440","37","88","167/224 (75%)","39/65 (60%)","4/38 (11%)","58%","14","51/87 (59%)","18/32 (56%)","12/17 (71%)","65%","26","8","0","7","0","2","0","0","0","1","9"
"Visita - RC Strasbourg vs Stade de Reims","ALL","21/11/2021","14","1","32%","0","2","10","2","4","13","256","19","8","4","0","3","0","6","1","7","3","1","1","0","10","0","0","171","9","32","29/51 (57%)","22/62 (35%)","2/11 (18%)","42%","17","36/87 (41%)","14/32 (44%)","9/18 (50%)","68%","19","12","0","36","0","2","0","0","3","0","16"
"Local - RC Strasbourg vs Stade de Reims","1ST","21/11/2021","14","0","65%","0","1","11","2","2","0","241","12","7","0","0","0","0","7","4","6","5","0","1","0","0","3","0","195","17","39","0","19/31 (61%)","2/20 (10%)","60%","5","22/35 (63%)","7/13 (54%)","3/3 (100%)","75%","12","4","0","5","0","2","0","0","0","0","2"
"Visita - RC Strasbourg vs Stade de Reims","1ST","21/11/2021","14","1","35%","0","2","6","0","3","0","131","5","2","2","0","3","0","2","1","4","2","1","1","0","0","0","0","92","4","10","0","14/31 (45%)","1/6 (17%)","40%","9","13/35 (37%)","6/13 (46%)","6/9 (67%)","60%","5","5","0","16","0","0","0","0","0","0","8"
"Local - RC Strasbourg vs Stade de Reims","2ND","21/11/2021","14","0","71%","0","1","10","0","3","0","295","14","6","1","0","3","0","1","6","3","7","0","1","0","0","4","1","245","20","49","0","20/34 (59%)","2/18 (11%)","56%","9","29/52 (56%)","11/19 (58%)","9/14 (64%)","57%","14","4","0","2","0","0","0","0","0","0","7"
"Visita - RC Strasbourg vs Stade de Reims","2ND","21/11/2021","14","0","29%","0","0","4","2","1","0","125","14","6","2","0","0","0","4","0","3","1","0","0","0","0","0","0","79","5","22","0","8/31 (26%)","1/5 (20%)","44%","8","23/52 (44%)","8/19 (42%)","3/9 (33%)","71%","14","7","0","20","0","2","0","0","0","0","8"
"Local - Troyes vs Saint-Étienne","ALL","21/11/2021","14","0","47%","0","1","15","3","6","13","390","10","10","1","0","3","0","7","5","9","6","0","1","0","0","3","1","318","20","42","0","23/39 (59%)","8/24 (33%)","44%","15","26/62 (42%)","13/26 (50%)","6/9 (67%)","80%","10","10","0","16","0","3","0","0","0","0","9"
"Visita - Troyes vs Saint-Étienne","ALL","21/11/2021","14","1","53%","0","2","14","3","8","11","458","18","10","4","0","4","3","8","2","7","7","0","2","1","0","4","1","378","21","53","0","26/50 (52%)","3/20 (15%)","56%","6","36/62 (58%)","13/26 (50%)","8/12 (67%)","56%","18","11","0","16","0","3","0","0","0","0","14"
"Local - Troyes vs Saint-Étienne","1ST","21/11/2021","14","0","39%","0","0","4","1","2","0","178","6","5","1","0","1","0","3","0","3","1","0","0","0","0","2","1","140","9","14","0","10/17 (59%)","4/7 (57%)","44%","5","12/29 (41%)","6/12 (50%)","1/2 (50%)","83%","6","5","0","9","0","1","0","0","0","0","6"
"Visita - Troyes vs Saint-Étienne","1ST","21/11/2021","14","0","61%","0","1","9","1","4","0","271","6","8","1","0","1","3","7","1","4","5","0","1","1","0","4","1","241","6","34","0","16/20 (80%)","3/16 (19%)","56%","4","17/29 (59%)","6/12 (50%)","3/5 (60%)","50%","6","8","0","4","0","1","0","0","0","0","5"
"Local - Troyes vs Saint-Étienne","2ND","21/11/2021","14","0","55%","0","1","11","2","4","0","212","4","5","0","0","2","0","4","5","6","5","0","1","0","0","1","0","178","11","28","0","13/22 (59%)","4/17 (24%)","45%","10","14/33 (42%)","7/14 (50%)","5/7 (71%)","75%","4","5","0","7","0","2","0","0","0","0","3"
"Visita - Troyes vs Saint-Étienne","2ND","21/11/2021","14","0","45%","0","1","5","2","4","0","187","12","2","3","0","3","0","1","1","3","2","0","1","0","0","0","0","137","15","19","0","10/30 (33%)","0/4 (0%)","55%","2","19/33 (58%)","7/14 (50%)","5/7 (71%)","58%","12","3","0","12","0","2","0","0","0","0","9"
"Local - Clermont Foot vs Nice","ALL","21/11/2021","14","1","51%","0","0","18","2","3","7","505","15","16","1","0","6","1","6","6","10","8","0","0","0","0","2","1","426","14","61","0","28/56 (50%)","8/14 (57%)","50%","7","40/79 (51%)","13/28 (46%)","9/20 (45%)","47%","15","8","0","17","0","2","0","0","0","0","4"
"Visita - Clermont Foot vs Nice","ALL","21/11/2021","14","2","49%","0","0","9","5","5","16","480","18","5","4","0","4","0","1","4","6","3","0","0","0","0","3","2","395","20","67","0","28/51 (55%)","3/15 (20%)","50%","8","39/79 (49%)","15/28 (54%)","16/24 (67%)","61%","18","16","0","15","0","5","0","0","0","0","6"
"Local - Clermont Foot vs Nice","1ST","21/11/2021","14","1","50%","0","0","11","1","2","0","268","9","8","0","0","6","1","3","2","7","4","0","0","0","0","1","1","232","6","26","0","16/30 (53%)","5/5 (100%)","46%","3","22/45 (49%)","3/9 (33%)","5/12 (42%)","56%","9","4","0","10","0","1","0","0","0","0","2"
"Visita - Clermont Foot vs Nice","1ST","21/11/2021","14","0","50%","0","0","4","5","3","0","269","10","3","1","0","1","0","0","3","2","2","0","0","0","0","2","0","230","10","34","0","13/19 (68%)","1/9 (11%)","54%","6","23/45 (51%)","6/9 (67%)","10/13 (77%)","50%","10","6","0","6","0","5","0","0","0","0","2"
"Local - Clermont Foot vs Nice","2ND","21/11/2021","14","0","53%","0","0","7","1","1","0","237","6","8","1","0","0","0","3","4","3","4","0","0","0","0","1","0","194","8","35","0","12/26 (46%)","3/9 (33%)","53%","4","18/34 (53%)","10/19 (53%)","4/8 (50%)","33%","6","4","0","7","0","1","0","0","0","0","2"
"Visita - Clermont Foot vs Nice","2ND","21/11/2021","14","0","47%","0","0","5","0","2","0","211","8","2","3","0","3","0","1","1","4","1","0","0","0","0","1","2","165","10","33","0","15/32 (47%)","2/6 (33%)","47%","2","16/34 (47%)","9/19 (47%)","6/11 (55%)","75%","8","10","0","9","0","0","0","0","0","0","4"
"Local - Olympique Lyonnais vs Olympique de Marseille","ALL","01/02/2022","14","2","55%","0","4","12","0","4","8","613","21","8","0","0","4","0","6","2","7","5","1","3","1","0","1","3","537","19","69","0","18/38 (47%)","5/13 (38%)","54%","12","34/66 (52%)","9/14 (64%)","5/12 (42%)","67%","21","7","51","13","0","0","0","0","0","0","5"
"Visita - Olympique Lyonnais vs Olympique de Marseille","ALL","01/02/2022","14","1","45%","0","2","9","2","6","8","510","19","7","0","0","1","0","5","3","6","3","1","1","1","0","1","2","436","13","49","0","22/57 (39%)","1/11 (9%)","46%","14","32/66 (48%)","5/14 (36%)","6/13 (46%)","53%","19","9","58","14","0","2","0","0","0","0","8"
"Local - Olympique Lyonnais vs Olympique de Marseille","1ST","01/02/2022","14","0","52%","0","0","3","0","2","0","311","6","4","0","0","0","0","1","2","1","2","0","0","0","0","0","2","271","6","28","0","9/23 (39%)","2/3 (67%)","44%","6","12/26 (46%)","2/6 (33%)","2/3 (67%)","67%","6","2","21","9","0","0","0","0","0","0","2"
