Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Visita - SSC Napoli vs Empoli","2ND","12/11/2023","12","1","35%","0.26","0","5","4","1","0","142","6","9","1","0","2","0","0","3","2","3","0","0","0","0","1","3","103","17","20","0","11/29 (38%)","1/8 (13%)","56%","5","21/39 (54%)","9/15 (60%)","6/11 (55%)","83%","6","8","31","16","0","4","0","0","0","0","3"
"Local - Fiorentina vs Bologna","ALL","12/11/2023","12","2","39%","1.45","2","12","3","0","18","319","19","16","2","0","4","0","2","6","5","7","1","1","1","0","3","1","244","13","68","0","19/57 (33%)","0/5 (0%)","50%","11","41/83 (49%)","15/29 (52%)","7/18 (39%)","58%","19","6","61","14","0","3","0.70","0","0","0","6"
"Visita - Fiorentina vs Bologna","ALL","12/11/2023","12","1","61%","1.82","4","11","2","3","16","489","22","14","2","0","4","0","4","3","9","2","1","3","0","0","3","2","402","24","35","0","21/49 (43%)","3/15 (20%)","50%","5","42/83 (51%)","14/29 (48%)","7/21 (33%)","73%","22","2","60","10","0","2","-0.36","0","0","0","5"
"Local - Fiorentina vs Bologna","1ST","12/11/2023","12","1","48%","0.23","0","7","1","0","0","202","10","6","1","0","2","0","1","4","2","5","0","0","0","0","0","1","167","7","39","0","9/26 (35%)","0/3 (0%)","53%","5","17/35 (49%)","8/12 (67%)","1/4 (25%)","50%","10","3","27","4","0","1","0","0","0","0","3"
"Visita - Fiorentina vs Bologna","1ST","12/11/2023","12","1","52%","1.26","3","5","1","0","0","220","8","7","2","0","2","0","3","0","4","1","1","2","0","0","2","1","177","13","14","0","10/26 (38%)","2/4 (50%)","47%","2","18/35 (51%)","4/12 (33%)","3/11 (27%)","88%","8","0","29","7","0","1","0","0","0","0","2"
"Local - Fiorentina vs Bologna","2ND","12/11/2023","12","1","30%","1.21","2","5","2","0","0","117","9","10","1","0","2","0","1","2","3","2","1","1","1","0","3","0","77","6","29","0","10/31 (32%)","0/2 (0%)","48%","6","24/48 (50%)","7/17 (41%)","6/14 (43%)","67%","9","3","34","10","0","2","0","0","0","0","3"
"Visita - Fiorentina vs Bologna","2ND","12/11/2023","12","0","70%","0.56","1","6","1","3","0","269","14","7","0","0","2","0","1","3","5","1","0","1","0","0","1","1","225","11","21","0","11/23 (48%)","1/11 (9%)","52%","3","24/48 (50%)","10/17 (59%)","4/10 (40%)","64%","14","2","31","3","0","1","0","0","0","0","3"
"Local - Udinese vs Atalanta","ALL","12/11/2023","12","1","34%","1.52","1","13","1","7","14","287","30","12","2","0","4","2","4","5","5","8","0","1","2","0","3","1","208","19","44","0","21/48 (44%)","2/14 (14%)","55%","18","57/100 (57%)","12/25 (48%)","15/23 (65%)","77%","30","7","63","20","0","1","0.19","0","0","0","6"
"Visita - Udinese vs Atalanta","ALL","12/11/2023","12","1","66%","0.74","2","8","3","7","13","554","26","11","3","0","2","0","4","2","8","0","1","1","0","0","2","2","476","23","70","0","38/64 (59%)","6/21 (29%)","45%","14","43/100 (43%)","13/25 (52%)","6/22 (27%)","58%","26","10","61","19","0","3","-0.13","0","0","0","3"
"Local - Udinese vs Atalanta","1ST","12/11/2023","12","1","35%","1.17","1","7","1","4","0","155","13","5","1","0","2","2","3","2","3","4","0","1","1","0","2","0","116","10","20","0","11/27 (41%)","2/8 (25%)","55%","6","24/43 (56%)","7/13 (54%)","6/10 (60%)","69%","13","4","30","7","0","1","0","0","0","0","1"
"Visita - Udinese vs Atalanta","1ST","12/11/2023","12","0","65%","0.33","0","3","1","5","0","296","10","6","1","0","1","0","1","1","3","0","0","0","0","0","2","2","260","11","39","0","21/35 (60%)","3/9 (33%)","45%","6","19/43 (44%)","6/13 (46%)","3/10 (30%)","60%","10","5","30","10","0","1","0","0","0","0","1"
"Local - Udinese vs Atalanta","2ND","12/11/2023","12","0","33%","0.34","0","6","0","3","0","132","17","7","1","0","2","0","1","3","2","4","0","0","1","0","1","1","92","9","24","0","10/21 (48%)","0/6 (0%)","55%","12","33/57 (58%)","5/12 (42%)","9/13 (69%)","82%","17","3","33","13","0","0","0","0","0","0","5"
"Visita - Udinese vs Atalanta","2ND","12/11/2023","12","1","67%","0.41","2","5","2","2","0","258","16","5","2","0","1","0","3","1","5","0","1","1","0","0","0","0","216","12","31","0","17/29 (59%)","3/12 (25%)","45%","8","24/57 (42%)","7/12 (58%)","3/12 (25%)","56%","16","5","31","9","0","2","0","0","0","0","2"
"Local - Lazio vs AS Roma","ALL","12/11/2023","12","0","49%","0.41","0","7","1","4","12","493","9","13","3","0","2","1","3","2","3","4","0","0","1","0","2","0","428","10","41","0","32/49 (65%)","3/14 (21%)","48%","8","29/63 (46%)","10/19 (53%)","7/17 (41%)","56%","9","5","52","18","0","1","0.03","0","0","0","6"
"Visita - Lazio vs AS Roma","ALL","12/11/2023","12","0","51%","0.44","0","8","2","1","13","507","18","11","4","0","1","0","5","2","6","2","0","0","0","0","2","2","437","15","44","0","28/52 (54%)","3/14 (21%)","52%","7","34/63 (54%)","9/19 (47%)","5/7 (71%)","50%","18","3","51","12","0","2","0.48","0","0","0","6"
"Local - Lazio vs AS Roma","1ST","12/11/2023","12","0","56%","0.25","0","3","1","2","0","285","5","8","1","0","1","1","2","0","2","1","0","0","0","0","2","0","242","8","17","0","18/29 (62%)","2/8 (25%)","52%","5","18/35 (51%)","8/15 (53%)","5/12 (42%)","60%","5","2","23","3","0","1","0","0","0","0","5"
"Visita - Lazio vs AS Roma","1ST","12/11/2023","12","0","44%","0.31","0","5","1","0","0","222","12","3","3","0","1","0","4","0","5","0","0","0","0","0","0","2","185","8","18","0","9/22 (41%)","2/5 (40%)","48%","4","17/35 (49%)","7/15 (47%)","2/3 (67%)","50%","12","2","25","8","0","1","0","0","0","0","3"
"Local - Lazio vs AS Roma","2ND","12/11/2023","12","0","42%","0.16","0","4","0","2","0","208","4","5","2","0","1","0","1","2","1","3","0","0","1","0","0","0","186","2","24","0","14/20 (70%)","1/6 (17%)","41%","3","11/28 (39%)","2/4 (50%)","2/5 (40%)","50%","4","3","29","15","0","0","0","0","0","0","1"
"Visita - Lazio vs AS Roma","2ND","12/11/2023","12","0","58%","0.13","0","3","1","1","0","285","6","8","1","0","0","0","1","2","1","2","0","0","0","0","2","0","252","7","26","0","19/30 (63%)","1/9 (11%)","59%","3","17/28 (61%)","2/4 (50%)","3/4 (75%)","50%","6","1","26","4","0","1","0","0","0","0","3"
"Local - Inter vs Frosinone","ALL","12/11/2023","12","2","47%","3.21","5","21","3","9","7","483","20","15","0","0","6","0","9","6","13","8","1","4","1","0","2","0","412","18","37","0","33/51 (65%)","6/18 (33%)","66%","5","46/68 (68%)","11/18 (61%)","11/15 (73%)","75%","20","9","59","18","0","3","0.21","0","0","0","3"
"Visita - Inter vs Frosinone","ALL","12/11/2023","12","0","53%","0.70","0","12","4","4","16","543","9","6","1","0","3","1","6","3","8","4","0","0","1","0","0","0","471","20","45","0","28/49 (57%)","4/13 (31%)","34%","11","22/68 (32%)","7/18 (39%)","7/16 (44%)","67%","9","7","54","15","0","4","-0.51","0","0","0","12"
"Local - Inter vs Frosinone","1ST","12/11/2023","12","1","49%","1.12","1","7","1","7","0","255","12","7","0","0","3","0","3","1","4","3","0","1","0","0","0","0","216","8","22","0","16/24 (67%)","4/13 (31%)","69%","3","26/36 (72%)","8/13 (62%)","7/9 (78%)","67%","12","5","32","7","0","1","0","0","0","0","2"
"Visita - Inter vs Frosinone","1ST","12/11/2023","12","0","51%","0.41","0","7","2","3","0","274","5","2","0","0","1","0","3","3","4","3","0","0","0","0","0","0","234","9","18","0","9/25 (36%)","2/6 (33%)","31%","7","10/36 (28%)","5/13 (38%)","3/8 (38%)","60%","5","4","31","8","0","2","0","0","0","0","5"
"Local - Inter vs Frosinone","2ND","12/11/2023","12","1","46%","2.10","4","14","2","2","0","228","8","8","0","0","3","0","6","5","9","5","1","3","1","0","2","0","196","10","15","0","17/27 (63%)","2/5 (40%)","62%","2","20/32 (63%)","3/5 (60%)","4/6 (67%)","88%","8","4","27","11","0","2","0","0","0","0","1"
"Visita - Inter vs Frosinone","2ND","12/11/2023","12","0","54%","0.29","0","5","2","1","0","269","4","4","1","0","2","1","3","0","4","1","0","0","1","0","0","0","237","11","27","0","19/24 (79%)","2/7 (29%)","38%","4","12/32 (38%)","2/5 (40%)","4/8 (50%)","75%","4","3","23","7","0","2","0","0","0","0","7"
"Local - Salernitana vs Lazio","ALL","25/11/2023","13","2","38%","1.75","2","13","1","4","11","318","14","12","5","0","6","1","5","2","5","8","1","1","1","0","1","2","234","17","41","0","22/54 (41%)","4/15 (27%)","50%","12","34/70 (49%)","12/22 (55%)","9/18 (50%)","64%","14","6","56","24","0","1","0.03","0","0","0","11"
"Visita - Salernitana vs Lazio","ALL","25/11/2023","13","1","62%","1.98","2","13","4","9","12","526","21","10","3","0","2","0","6","5","7","6","1","1","0","0","4","0","448","28","52","0","30/59 (51%)","4/19 (21%)","50%","7","36/70 (51%)","10/22 (45%)","5/12 (42%)","43%","21","14","40","11","0","4","-0.09","0","0","0","6"
"Local - Salernitana vs Lazio","1ST","25/11/2023","13","0","40%","0.14","0","5","1","3","0","163","5","6","1","0","1","1","3","1","2","3","0","0","0","0","0","0","125","6","19","0","13/25 (52%)","1/10 (10%)","56%","4","15/30 (50%)","5/6 (83%)","4/8 (50%)","100%","5","2","24","8","0","1","0","0","0","0","6"
"Visita - Salernitana vs Lazio","1ST","25/11/2023","13","1","60%","0.99","1","5","1","5","0","251","8","5","1","0","2","0","0","3","4","1","1","0","0","0","2","0","216","15","27","0","14/29 (48%)","1/8 (13%)","44%","2","15/30 (50%)","1/6 (17%)","2/5 (40%)","50%","8","5","17","7","0","1","0","0","0","0","5"
"Local - Salernitana vs Lazio","2ND","25/11/2023","13","2","36%","1.61","2","8","0","1","0","155","9","6","4","0","5","0","2","1","3","5","1","1","1","0","1","2","109","11","22","0","9/29 (31%)","3/5 (60%)","46%","8","19/40 (48%)","7/16 (44%)","5/10 (50%)","44%","9","4","32","16","0","0","0","0","0","0","5"
"Visita - Salernitana vs Lazio","2ND","25/11/2023","13","0","64%","0.99","1","8","3","4","0","275","13","5","2","0","0","0","6","2","3","5","0","1","0","0","2","0","232","13","25","0","16/30 (53%)","3/11 (27%)","54%","5","21/40 (53%)","9/16 (56%)","3/7 (43%)","38%","13","9","23","4","0","3","0","0","0","0","1"
"Local - Atalanta vs SSC Napoli","ALL","25/11/2023","13","1","44%","1.00","0","16","1","5","15","388","13","7","2","0","5","0","4","7","11","5","0","0","0","0","3","4","303","28","45","0","22/45 (49%)","11/21 (52%)","47%","12","31/72 (43%)","17/30 (57%)","11/14 (79%)","69%","13","12","64","17","0","1","-0.04","0","0","0","7"
"Visita - Atalanta vs SSC Napoli","ALL","25/11/2023","13","2","56%","2.16","4","11","4","4","9","511","15","15","2","0","4","0","2","5","9","2","2","2","0","0","3","3","419","32","47","0","27/62 (44%)","2/11 (18%)","53%","5","41/72 (57%)","13/30 (43%)","11/19 (58%)","80%","15","6","67","23","0","4","0.08","0","0","0","5"
"Local - Atalanta vs SSC Napoli","1ST","25/11/2023","13","0","35%","0.24","0","4","1","1","0","160","8","4","1","0","2","0","1","1","3","1","0","0","0","0","0","2","124","8","16","0","10/20 (50%)","5/5 (100%)","49%","5","15/37 (41%)","9/12 (75%)","3/5 (60%)","75%","8","6","29","11","0","1","0","0","0","0","5"
"Visita - Atalanta vs SSC Napoli","1ST","25/11/2023","13","1","65%","1.71","3","8","2","4","0","302","7","8","1","0","3","0","1","4","7","1","1","2","0","0","2","1","255","15","27","0","18/35 (51%)","2/7 (29%)","51%","3","22/37 (59%)","3/12 (25%)","7/12 (58%)","100%","7","2","33","5","0","2","0","0","0","0","1"
"Local - Atalanta vs SSC Napoli","2ND","25/11/2023","13","1","53%","0.75","0","12","0","4","0","228","5","3","1","0","3","0","3","6","8","4","0","0","0","0","3","2","179","20","29","0","12/25 (48%)","6/16 (38%)","45%","7","16/35 (46%)","8/18 (44%)","8/9 (89%)","60%","5","6","35","6","0","0","0","0","0","0","2"
"Visita - Atalanta vs SSC Napoli","2ND","25/11/2023","13","1","47%","0.44","1","3","2","0","0","209","8","7","1","0","1","0","1","1","2","1","1","0","0","0","1","2","164","17","20","0","9/27 (33%)","0/4 (0%)","55%","2","19/35 (54%)","10/18 (56%)","4/7 (57%)","63%","8","4","34","18","0","2","0","0","0","0","4"
"Local - AC Milan vs Fiorentina","ALL","25/11/2023","13","1","42%","1.83","3","9","4","3","9","370","24","8","1","0","6","0","1","2","8","1","1","2","1","0","1","1","284","22","40","0","22/47 (47%)","3/7 (43%)","52%","8","36/67 (54%)","15/31 (48%)","4/11 (36%)","42%","24","5","52","28","0","4","1.43","0","0","0","8"
"Visita - AC Milan vs Fiorentina","ALL","25/11/2023","13","0","58%","1.99","1","21","5","11","10","497","15","8","2","0","4","1","8","9","14","7","0","1","1","0","1","1","414","23","64","0","42/74 (57%)","6/30 (20%)","48%","10","31/67 (46%)","16/31 (52%)","8/23 (35%)","53%","15","9","56","23","0","5","1.19","0","0","0","2"
"Local - AC Milan vs Fiorentina","1ST","25/11/2023","13","1","53%","1.15","1","7","1","3","0","244","16","3","0","0","4","0","1","2","6","1","1","0","0","0","1","0","197","15","21","0","10/20 (50%)","2/5 (40%)","49%","7","20/39 (51%)","4/10 (40%)","1/5 (20%)","38%","16","1","29","4","0","1","0","0","0","0","4"
"Visita - AC Milan vs Fiorentina","1ST","25/11/2023","13","0","47%","0.10","0","3","3","2","0","219","11","4","2","0","1","0","2","0","1","2","0","0","0","0","0","1","174","11","25","0","20/43 (47%)","2/7 (29%)","51%","7","19/39 (49%)","6/10 (60%)","4/13 (31%)","55%","11","5","28","13","0","3","0","0","0","0","2"
"Local - AC Milan vs Fiorentina","2ND","25/11/2023","13","0","30%","0.68","2","2","3","0","0","126","8","5","1","0","2","0","0","0","2","0","0","2","1","0","0","1","87","7","19","0","12/27 (44%)","1/2 (50%)","55%","1","16/28 (57%)","11/21 (52%)","3/6 (50%)","50%","8","4","23","24","0","3","0","0","0","0","4"
"Visita - AC Milan vs Fiorentina","2ND","25/11/2023","13","0","70%","1.89","1","18","2","9","0","278","4","4","0","0","3","1","6","9","13","5","0","1","1","0","1","0","240","12","39","0","22/31 (71%)","4/23 (17%)","45%","3","12/28 (43%)","10/21 (48%)","4/10 (40%)","50%","4","4","28","10","0","2","0","0","0","0","0"
"Local - Cagliari vs Monza","ALL","26/11/2023","13","1","39%","1.61","3","17","3","10","10","310","13","14","1","0","6","0","7","4","14","3","1","2","0","25","2","1","243","10","52","57/93 (61%)","25/53 (47%)","12/33 (36%)","52%","6","32/59 (54%)","13/27 (48%)","6/15 (40%)","46%","13","5","54","19","0","3","-0.42","2","2","0","3"
"Visita - Cagliari vs Monza","ALL","26/11/2023","13","1","61%","0.72","1","12","5","11","15","521","15","10","2","0","4","2","2","6","8","4","1","0","0","28","1","2","444","13","43","95/129 (74%)","17/37 (46%)","7/23 (30%)","48%","6","27/59 (46%)","14/27 (52%)","3/10 (30%)","67%","15","3","51","29","0","5","0.63","1","2","2","7"
"Local - Cagliari vs Monza","1ST","26/11/2023","13","1","47%","1.33","3","13","2","9","0","195","9","6","1","0","6","0","5","2","10","3","1","2","0","0","1","1","163","8","26","0","17/28 (61%)","7/21 (33%)","60%","3","17/28 (61%)","7/12 (58%)","3/7 (43%)","44%","9","2","24","9","0","2","0","0","0","0","2"
"Visita - Cagliari vs Monza","1ST","26/11/2023","13","0","53%","0.25","0","6","5","4","0","230","7","3","0","0","2","0","0","4","5","1","0","0","0","0","0","0","194","6","18","0","6/14 (43%)","4/10 (40%)","40%","4","11/28 (39%)","5/12 (42%)","1/6 (17%)","57%","7","2","22","20","0","5","0","0","0","0","4"
"Local - Cagliari vs Monza","2ND","26/11/2023","13","0","30%","0.28","0","4","1","1","0","115","4","8","0","0","0","0","2","2","4","0","0","0","0","0","1","0","80","2","26","0","8/25 (32%)","5/12 (42%)","46%","3","15/31 (48%)","6/15 (40%)","3/8 (38%)","50%","4","3","30","10","0","1","0","0","0","0","1"
"Visita - Cagliari vs Monza","2ND","26/11/2023","13","1","70%","0.47","1","6","0","7","0","291","8","7","2","0","2","2","2","2","3","3","1","0","0","0","1","2","250","7","25","0","11/23 (48%)","3/13 (23%)","54%","2","16/31 (52%)","9/15 (60%)","2/4 (50%)","75%","8","1","29","9","0","0","0","0","0","0","3"
"Local - Empoli vs Sassuolo","ALL","26/11/2023","13","3","49%","1.41","3","11","5","6","20","365","17","15","4","0","8","1","2","1","9","2","1","2","1","0","2","4","285","18","49","0","20/53 (38%)","5/20 (25%)","44%","6","36/75 (48%)","11/31 (35%)","4/12 (33%)","47%","17","6","44","16","0","5","-0.78","0","0","0","6"
"Visita - Empoli vs Sassuolo","ALL","26/11/2023","13","4","51%","2.36","5","17","5","5","15","376","14","18","2","0","9","1","3","5","9","8","3","2","1","0","5","0","283","22","59","0","34/66 (52%)","2/16 (13%)","56%","9","39/75 (52%)","20/31 (65%)","7/15 (47%)","64%","14","5","51","16","0","5","-1.01","0","0","0","2"
"Local - Empoli vs Sassuolo","1ST","26/11/2023","13","2","49%","0.95","1","6","3","5","0","194","6","6","2","0","4","0","1","1","4","2","1","0","0","0","1","1","147","11","28","0","14/34 (41%)","4/12 (33%)","38%","2","15/36 (42%)","6/19 (32%)","3/7 (43%)","33%","6","3","22","7","0","3","0","0","0","0","3"
"Visita - Empoli vs Sassuolo","1ST","26/11/2023","13","2","51%","0.85","3","7","2","2","0","204","6","10","1","0","5","0","1","1","4","3","2","1","1","0","2","0","156","11","30","0","15/35 (43%)","2/10 (20%)","62%","2","21/36 (58%)","13/19 (68%)","5/9 (56%)","83%","6","2","25","6","0","2","0","0","0","0","1"
"Local - Empoli vs Sassuolo","2ND","26/11/2023","13","1","50%","0.46","2","5","2","1","0","171","11","9","2","0","4","1","1","0","5","0","0","2","1","0","1","3","138","7","21","0","6/19 (32%)","1/8 (13%)","51%","4","21/39 (54%)","5/12 (42%)","1/5 (20%)","55%","11","3","22","9","0","2","0","0","0","0","3"
"Visita - Empoli vs Sassuolo","2ND","26/11/2023","13","2","50%","1.50","2","10","3","3","0","172","8","8","1","0","4","1","2","4","5","5","1","1","0","0","3","0","127","11","29","0","19/31 (61%)","0/6 (0%)","49%","7","18/39 (46%)","7/12 (58%)","2/6 (33%)","50%","8","3","26","10","0","3","0","0","0","0","1"
"Local - Frosinone vs Genoa","ALL","26/11/2023","13","2","58%","0.63","2","9","2","4","5","566","17","12","2","0","5","0","1","3","6","3","1","1","1","0","2","1","479","22","52","0","17/43 (40%)","0/6 (0%)","53%","11","36/62 (58%)","8/21 (38%)","8/15 (53%)","53%","17","3","60","12","0","2","0.38","0","0","0","10"
"Visita - Frosinone vs Genoa","ALL","26/11/2023","13","1","42%","1.30","3","13","3","2","14","408","18","4","3","0","3","1","10","0","9","4","0","3","0","0","2","0","326","18","58","0","33/68 (49%)","5/18 (28%)","47%","11","26/62 (42%)","13/21 (62%)","5/11 (45%)","56%","18","11","64","10","0","3","-0.35","0","0","0","6"
"Local - Frosinone vs Genoa","1ST","26/11/2023","13","1","53%","0.14","0","4","1","0","0","271","13","6","0","0","2","0","1","1","2","2","0","0","0","0","1","1","228","10","29","0","7/20 (35%)","0/3 (0%)","56%","2","22/35 (63%)","2/8 (25%)","3/8 (38%)","46%","13","1","36","7","0","1","0","0","0","0","3"
"Visita - Frosinone vs Genoa","1ST","26/11/2023","13","1","47%","0.96","2","7","1","2","0","243","7","1","2","0","2","0","5","0","6","1","0","2","0","0","0","0","195","8","28","0","18/39 (46%)","3/7 (43%)","44%","8","13/35 (37%)","6/8 (75%)","5/10 (50%)","57%","7","7","35","5","0","1","0","0","0","0","3"
"Local - Frosinone vs Genoa","2ND","26/11/2023","13","1","63%","0.49","2","5","1","4","0","295","4","6","2","0","3","0","0","2","4","1","1","1","1","0","1","0","251","12","23","0","10/23 (43%)","0/3 (0%)","50%","9","14/27 (52%)","6/13 (46%)","5/7 (71%)","75%","4","2","24","5","0","1","0","0","0","0","7"
"Visita - Frosinone vs Genoa","2ND","26/11/2023","13","0","37%","0.34","1","6","2","0","0","165","11","3","1","0","1","1","5","0","3","3","0","1","0","0","2","0","131","10","30","0","15/29 (52%)","2/11 (18%)","50%","3","13/27 (48%)","7/13 (54%)","0/1 (0%)","55%","11","4","29","5","0","2","0","0","0","0","3"
"Local - AS Roma vs Udinese","ALL","26/11/2023","13","3","64%","1.39","2","12","1","7","8","560","25","14","1","0","5","0","6","1","11","1","2","0","0","0","5","3","494","17","60","0","36/50 (72%)","7/21 (33%)","61%","5","44/70 (63%)","7/14 (50%)","5/12 (42%)","60%","25","3","50","7","0","1","-0.49","0","0","0","8"
"Visita - AS Roma vs Udinese","ALL","26/11/2023","13","1","36%","0.51","1","6","2","1","15","312","12","8","3","0","2","0","4","0","2","4","1","0","1","0","1","1","261","10","30","0","17/32 (53%)","1/6 (17%)","39%","15","26/70 (37%)","7/14 (50%)","6/16 (38%)","67%","12","2","55","18","0","2","-1.63","0","0","0","9"
"Local - AS Roma vs Udinese","1ST","26/11/2023","13","1","70%","0.35","1","3","0","4","0","328","9","8","1","0","2","0","1","0","3","0","1","0","0","0","4","0","302","5","30","0","21/28 (75%)","2/13 (15%)","54%","2","18/33 (55%)","4/8 (50%)","1/4 (25%)","67%","9","1","20","2","0","0","0","0","0","0","4"
"Visita - AS Roma vs Udinese","1ST","26/11/2023","13","0","30%","0.22","0","2","1","0","0","144","5","7","3","0","0","0","2","0","1","1","0","0","0","0","1","0","120","3","13","0","10/19 (53%)","0/1 (0%)","46%","6","15/33 (45%)","4/8 (50%)","3/6 (50%)","60%","5","1","23","11","0","1","0","0","0","0","3"
"Local - AS Roma vs Udinese","2ND","26/11/2023","13","2","58%","1.04","1","9","1","3","0","232","16","6","0","0","3","0","5","1","8","1","1","0","0","0","1","3","192","12","30","0","15/22 (68%)","5/8 (63%)","67%","3","26/37 (70%)","3/6 (50%)","4/8 (50%)","56%","16","2","30","5","0","1","0","0","0","0","4"
"Visita - AS Roma vs Udinese","2ND","26/11/2023","13","1","42%","0.30","1","4","1","1","0","168","7","1","0","0","2","0","2","0","1","3","1","0","1","0","0","1","141","7","17","0","7/13 (54%)","1/5 (20%)","33%","9","11/37 (30%)","3/6 (50%)","3/10 (30%)","71%","7","1","32","7","0","1","0","0","0","0","6"
"Local - Juventus vs Inter","ALL","26/11/2023","13","1","35%","0.44","1","4","3","1","12","389","11","11","2","0","1","0","3","0","3","1","1","0","0","0","0","0","322","16","46","0","39/65 (60%)","1/10 (10%)","46%","7","28/55 (51%)","5/16 (31%)","6/12 (50%)","64%","11","12","49","9","0","3","0.00","0","0","0","6"
"Visita - Juventus vs Inter","ALL","26/11/2023","13","1","65%","0.86","1","8","0","0","13","751","13","11","1","0","4","0","4","0","4","4","1","0","0","0","2","0","680","22","56","0","27/40 (68%)","3/9 (33%)","54%","6","27/55 (49%)","11/16 (69%)","3/8 (38%)","54%","13","11","46","10","0","0","-0.20","0","0","0","5"
"Local - Juventus vs Inter","1ST","26/11/2023","13","1","34%","0.44","1","4","2","1","0","182","6","4","1","0","1","0","3","0","3","1","1","0","0","0","0","0","152","10","20","0","18/31 (58%)","1/7 (14%)","48%","4","13/25 (52%)","3/8 (38%)","3/6 (50%)","50%","6","3","19","5","0","2","0","0","0","0","4"
"Visita - Juventus vs Inter","1ST","26/11/2023","13","1","66%","0.59","1","7","0","0","0","373","7","4","0","0","3","0","4","0","3","4","1","0","0","0","1","0","340","9","22","0","14/23 (61%)","3/3 (100%)","52%","3","12/25 (48%)","5/8 (63%)","1/4 (25%)","43%","7","4","19","7","0","0","0","0","0","0","4"
"Local - Juventus vs Inter","2ND","26/11/2023","13","0","36%","0.00","0","0","1","0","0","207","5","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","170","6","26","0","21/34 (62%)","0/3 (0%)","45%","3","15/30 (50%)","2/8 (25%)","3/6 (50%)","80%","5","9","30","4","0","1","0","0","0","0","2"
"Visita - Juventus vs Inter","2ND","26/11/2023","13","0","64%","0.27","0","1","0","0","0","378","6","7","1","0","1","0","0","0","1","0","0","0","0","0","1","0","340","13","34","0","13/17 (76%)","0/6 (0%)","55%","3","15/30 (50%)","6/8 (75%)","2/4 (50%)","67%","6","7","27","3","0","0","0","0","0","0","1"
"Local - Hellas Verona vs Lecce","ALL","27/11/2023","13","2","49%","1.66","3","19","3","4","15","355","13","17","1","0","11","0","7","1","11","8","1","2","0","0","5","0","247","24","64","0","32/59 (54%)","8/22 (36%)","59%","8","37/69 (54%)","36/55 (65%)","9/15 (60%)","77%","13","7","56","13","0","3","-0.98","0","0","0","8"
"Visita - Hellas Verona vs Lecce","ALL","27/11/2023","13","2","51%","1.12","2","14","9","2","17","381","14","14","2","0","5","0","5","4","6","8","0","2","0","0","2","1","290","22","55","0","23/57 (40%)","2/10 (20%)","41%","4","32/69 (46%)","19/55 (35%)","7/16 (44%)","43%","14","13","60","14","0","9","-0.04","0","0","0","9"
"Local - Hellas Verona vs Lecce","1ST","27/11/2023","13","1","43%","0.61","2","5","2","2","0","167","7","10","1","0","3","0","2","0","2","3","1","1","0","0","3","0","117","9","21","0","14/28 (50%)","1/8 (13%)","58%","5","20/38 (53%)","17/26 (65%)","4/5 (80%)","71%","7","6","32","8","0","2","0","0","0","0","5"
"Visita - Hellas Verona vs Lecce","1ST","27/11/2023","13","1","57%","0.85","2","9","2","1","0","222","6","8","2","0","3","0","3","3","3","6","0","2","0","0","1","0","179","7","35","0","8/26 (31%)","1/4 (25%)","42%","3","18/38 (47%)","9/26 (35%)","7/11 (64%)","50%","6","10","34","6","0","2","0","0","0","0","3"
"Local - Hellas Verona vs Lecce","2ND","27/11/2023","13","1","55%","1.05","1","14","1","2","0","188","6","7","0","0","8","0","5","1","9","5","0","1","0","0","2","0","130","15","43","0","18/31 (58%)","7/14 (50%)","60%","3","17/31 (55%)","19/29 (66%)","5/10 (50%)","83%","6","1","24","5","0","1","0","0","0","0","3"
"Visita - Hellas Verona vs Lecce","2ND","27/11/2023","13","1","45%","0.27","0","5","7","1","0","159","8","6","0","0","2","0","2","1","3","2","0","0","0","0","1","1","111","15","20","0","15/31 (48%)","1/6 (17%)","40%","1","14/31 (45%)","10/29 (34%)","0/5 (0%)","38%","8","3","26","8","0","7","0","0","0","0","6"
"Local - Bologna vs Torino","ALL","27/11/2023","13","2","49%","1.55","1","13","3","3","16","393","12","15","3","0","2","0","6","5","8","5","1","0","1","0","4","1","309","23","46","0","19/57 (33%)","2/18 (11%)","50%","6","36/74 (49%)","14/27 (52%)","10/21 (48%)","83%","12","9","51","12","0","3","0.47","0","0","0","7"
"Visita - Bologna vs Torino","ALL","27/11/2023","13","0","51%","0.45","1","9","0","2","15","428","17","16","4","0","3","0","3","3","4","5","0","1","0","0","1","2","338","25","44","0","19/48 (40%)","2/8 (25%)","50%","5","38/74 (51%)","13/27 (48%)","5/12 (42%)","47%","17","7","48","16","0","0","-1.68","0","0","0","9"
