Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Local - Sampdoria vs Udinese","1ST","03/10/2021","7","1","61%","0","1","5","2","3","0","236","14","5","0","0","1","1","4","0","3","2","0","1","0","0","2","0","201","12","29","0","15/21 (71%)","2/9 (22%)","56%","3","23/40 (57%)","4/8 (50%)","4/7 (57%)","50%","14","9","0","7","0","2","0","0","0","0","3"
"Visita - Sampdoria vs Udinese","1ST","03/10/2021","7","2","39%","0","3","12","1","5","0","148","6","5","0","0","4","2","3","5","9","3","2","1","0","0","0","0","118","11","15","0","4/16 (25%)","1/7 (14%)","44%","4","17/40 (43%)","4/8 (50%)","6/16 (38%)","0%","6","6","0","20","0","1","0","0","0","0","2"
"Local - Sampdoria vs Udinese","2ND","03/10/2021","7","2","48%","0","1","7","2","3","0","180","6","9","4","0","2","0","3","2","5","2","1","0","0","0","4","0","143","5","32","0","18/30 (60%)","4/10 (40%)","43%","7","21/48 (44%)","8/19 (42%)","6/10 (60%)","67%","6","9","0","7","0","2","0","0","0","0","3"
"Visita - Sampdoria vs Udinese","2ND","03/10/2021","7","1","52%","0","1","6","0","3","0","196","11","7","5","0","3","0","3","0","3","3","1","0","0","0","1","0","151","8","21","0","8/21 (38%)","6/13 (46%)","57%","3","27/48 (56%)","11/19 (58%)","9/12 (75%)","55%","11","3","0","7","0","0","0","0","0","0","2"
"Local - AS Roma vs Empoli","ALL","03/10/2021","7","2","64%","0","2","18","3","5","11","617","11","14","2","0","7","1","6","5","14","4","1","1","0","0","3","3","562","10","73","0","34/50 (68%)","7/17 (41%)","48%","5","34/69 (49%)","7/16 (44%)","9/21 (43%)","82%","11","7","0","16","0","3","0","0","0","0","6"
"Visita - AS Roma vs Empoli","ALL","03/10/2021","7","0","36%","0","0","11","4","5","15","330","17","10","3","0","3","0","5","3","6","5","0","0","0","0","0","4","273","17","46","0","21/33 (64%)","6/19 (32%)","52%","7","35/69 (51%)","9/16 (56%)","8/12 (67%)","71%","17","8","0","16","0","4","0","0","0","0","8"
"Local - AS Roma vs Empoli","1ST","03/10/2021","7","1","69%","0","0","10","2","2","0","349","5","6","0","0","2","0","4","4","6","4","0","0","0","0","2","2","322","6","40","0","20/28 (71%)","4/11 (36%)","44%","2","13/27 (48%)","3/9 (33%)","2/7 (29%)","60%","5","2","0","6","0","2","0","0","0","0","5"
"Visita - AS Roma vs Empoli","1ST","03/10/2021","7","0","31%","0","0","7","1","4","0","148","7","3","0","0","2","0","4","1","4","3","0","0","0","0","0","1","117","7","18","0","11/21 (52%)","4/9 (44%)","56%","4","14/27 (52%)","6/9 (67%)","4/5 (80%)","100%","7","5","0","11","0","1","0","0","0","0","5"
"Local - AS Roma vs Empoli","2ND","03/10/2021","7","1","59%","0","2","8","1","3","0","268","6","8","2","0","5","1","2","1","8","0","1","1","0","0","1","1","240","4","33","0","14/22 (64%)","3/6 (50%)","51%","3","21/42 (50%)","4/7 (57%)","7/14 (50%)","100%","6","5","0","10","0","1","0","0","0","0","1"
"Visita - AS Roma vs Empoli","2ND","03/10/2021","7","0","41%","0","0","4","3","1","0","182","10","7","3","0","1","0","1","2","2","2","0","0","0","0","0","3","156","10","28","0","10/12 (83%)","2/10 (20%)","49%","3","21/42 (50%)","3/7 (43%)","4/7 (57%)","50%","10","3","0","5","0","3","0","0","0","0","3"
"Local - Fiorentina vs SSC Napoli","ALL","03/10/2021","7","1","54%","0","0","10","4","8","16","455","15","12","3","0","3","0","2","5","6","4","0","0","0","0","3","1","385","17","46","0","35/55 (64%)","6/26 (23%)","48%","3","35/74 (47%)","12/24 (50%)","8/18 (44%)","53%","15","4","0","5","0","4","0","0","0","0","6"
"Visita - Fiorentina vs SSC Napoli","ALL","03/10/2021","7","2","46%","0","3","12","2","2","13","404","13","15","3","0","6","0","5","1","8","4","2","1","0","0","4","0","327","18","35","0","29/61 (48%)","2/6 (33%)","52%","7","39/74 (53%)","12/24 (50%)","11/19 (58%)","69%","13","6","0","20","0","2","0","0","0","0","11"
"Local - Fiorentina vs SSC Napoli","1ST","03/10/2021","7","1","53%","0","0","4","3","2","0","226","7","5","2","0","2","0","1","1","2","2","0","0","0","0","1","1","191","7","25","0","18/27 (67%)","4/11 (36%)","44%","2","15/33 (45%)","6/15 (40%)","3/5 (60%)","57%","7","2","0","4","0","3","0","0","0","0","3"
"Visita - Fiorentina vs SSC Napoli","1ST","03/10/2021","7","1","47%","0","2","7","1","2","0","207","4","9","0","0","4","0","2","1","6","1","1","1","0","0","1","0","172","11","18","0","15/25 (60%)","1/4 (25%)","56%","2","18/33 (55%)","9/15 (60%)","5/10 (50%)","50%","4","0","0","6","0","1","0","0","0","0","4"
"Local - Fiorentina vs SSC Napoli","2ND","03/10/2021","7","0","55%","0","0","6","1","6","0","229","8","7","1","0","1","0","1","4","4","2","0","0","0","0","2","0","194","10","21","0","17/28 (61%)","2/15 (13%)","52%","1","20/41 (49%)","6/9 (67%)","5/13 (38%)","50%","8","2","0","1","0","1","0","0","0","0","3"
"Visita - Fiorentina vs SSC Napoli","2ND","03/10/2021","7","1","45%","0","1","5","1","0","0","197","9","6","3","0","2","0","3","0","2","3","1","0","0","0","3","0","155","7","17","0","14/36 (39%)","1/2 (50%)","48%","5","21/41 (51%)","3/9 (33%)","6/9 (67%)","78%","9","6","0","14","0","1","0","0","0","0","7"
"Local - Atalanta vs AC Milan","ALL","03/10/2021","7","2","56%","0","4","17","4","9","13","459","22","13","1","0","6","0","3","8","11","6","2","2","0","0","3","2","379","24","57","0","28/44 (64%)","5/20 (25%)","52%","10","48/93 (52%)","10/18 (56%)","13/19 (68%)","68%","22","8","0","9","0","4","0","0","0","0","4"
"Visita - Atalanta vs AC Milan","ALL","03/10/2021","7","3","44%","0","5","13","3","5","15","366","16","13","4","0","7","0","2","4","8","5","2","3","3","0","5","0","275","25","48","0","19/51 (37%)","2/10 (20%)","48%","10","45/93 (48%)","8/18 (44%)","16/28 (57%)","50%","16","9","0","20","0","3","0","0","0","0","7"
"Local - Atalanta vs AC Milan","1ST","03/10/2021","7","0","54%","0","2","9","2","7","0","242","10","4","1","0","4","0","2","3","7","2","0","2","0","0","0","1","202","14","24","0","14/18 (78%)","2/10 (20%)","53%","7","20/39 (51%)","6/10 (60%)","6/10 (60%)","70%","10","2","0","4","0","2","0","0","0","0","3"
"Visita - Atalanta vs AC Milan","1ST","03/10/2021","7","2","46%","0","3","8","3","1","0","212","11","5","1","0","4","0","2","2","5","3","2","1","1","0","2","0","173","9","23","0","10/22 (45%)","0/4 (0%)","47%","5","19/39 (49%)","4/10 (40%)","3/8 (38%)","64%","11","4","0","10","0","3","0","0","0","0","3"
"Local - Atalanta vs AC Milan","2ND","03/10/2021","7","2","59%","0","2","8","2","2","0","217","12","9","0","0","2","0","1","5","4","4","2","0","0","0","3","1","177","10","33","0","14/26 (54%)","3/10 (30%)","52%","3","28/54 (52%)","4/8 (50%)","7/9 (78%)","67%","12","6","0","5","0","2","0","0","0","0","1"
"Visita - Atalanta vs AC Milan","2ND","03/10/2021","7","1","41%","0","2","5","0","4","0","154","5","8","3","0","3","0","0","2","3","2","0","2","2","0","3","0","102","16","25","0","9/29 (31%)","2/6 (33%)","48%","5","26/54 (48%)","4/8 (50%)","13/20 (65%)","20%","5","5","0","10","0","0","0","0","0","0","4"
"Local - Spezia vs Salernitana","ALL","16/10/2021","8","2","58%","0","2","18","3","10","13","443","13","15","2","0","5","1","7","6","12","6","0","2","0","0","3","5","345","21","48","0","38/65 (58%)","5/26 (19%)","47%","4","33/70 (47%)","20/42 (48%)","6/16 (38%)","77%","13","7","0","21","0","3","0","0","0","0","4"
"Visita - Spezia vs Salernitana","ALL","16/10/2021","8","1","42%","0","2","15","3","2","15","327","14","12","3","0","4","0","2","9","9","6","1","1","0","0","2","2","226","14","60","0","27/62 (44%)","2/12 (17%)","53%","8","37/70 (53%)","22/42 (52%)","12/17 (71%)","64%","14","8","0","28","0","3","0","0","0","0","10"
"Local - Spezia vs Salernitana","1ST","16/10/2021","8","0","56%","0","1","6","1","3","0","234","6","7","0","0","0","1","4","2","5","1","0","1","0","0","1","1","182","13","22","0","15/29 (52%)","2/10 (20%)","38%","2","14/36 (39%)","6/17 (35%)","1/7 (14%)","67%","6","5","0","13","0","1","0","0","0","0","3"
"Visita - Spezia vs Salernitana","1ST","16/10/2021","8","1","44%","0","2","9","0","1","0","183","8","7","0","0","2","0","1","6","5","4","1","1","0","0","0","1","127","9","27","0","13/27 (48%)","2/7 (29%)","62%","2","22/36 (61%)","11/17 (65%)","8/12 (67%)","50%","8","5","0","15","0","0","0","0","0","0","5"
"Local - Spezia vs Salernitana","2ND","16/10/2021","8","2","60%","0","1","12","2","7","0","209","7","8","2","0","5","0","3","4","7","5","0","1","0","0","2","4","163","8","26","0","23/36 (64%)","3/16 (19%)","56%","2","19/34 (56%)","14/25 (56%)","5/9 (56%)","86%","7","2","0","8","0","2","0","0","0","0","1"
"Visita - Spezia vs Salernitana","2ND","16/10/2021","8","0","40%","0","0","6","3","1","0","144","6","5","3","0","2","0","1","3","4","2","0","0","0","0","2","1","99","5","33","0","14/35 (40%)","0/5 (0%)","44%","6","15/34 (44%)","11/25 (44%)","4/5 (80%)","83%","6","3","0","13","0","3","0","0","0","0","5"
"Local - Lazio vs Inter","ALL","16/10/2021","8","3","52%","0","3","19","3","7","13","565","11","11","3","1","8","0","6","5","13","6","3","0","0","17","4","0","520","8","32","81/98 (83%)","42/55 (76%)","5/15 (33%)","49%","8","33/71 (46%)","10/17 (59%)","11/16 (69%)","64%","11","12","0","23","0","3","0","1","0","0","7"
"Visita - Lazio vs Inter","ALL","16/10/2021","8","1","48%","0","1","12","5","3","12","503","13","12","6","0","4","0","4","4","8","4","1","0","0","26","4","0","437","17","49","82/112 (73%)","38/59 (64%)","7/25 (28%)","51%","8","38/71 (54%)","7/17 (41%)","13/16 (81%)","69%","13","9","0","13","0","5","0","0","1","0","7"
"Local - Lazio vs Inter","1ST","16/10/2021","8","0","56%","0","0","10","1","6","0","298","2","4","1","0","3","0","3","4","5","5","0","0","0","0","2","0","278","3","18","0","25/31 (81%)","3/10 (30%)","44%","2","12/28 (43%)","4/8 (50%)","6/8 (75%)","50%","2","3","0","8","0","1","0","0","0","0","6"
"Visita - Lazio vs Inter","1ST","16/10/2021","8","1","44%","0","1","6","3","2","0","229","4","6","1","0","2","0","4","0","5","1","1","0","0","0","2","0","200","9","17","0","22/32 (69%)","3/12 (25%)","56%","1","16/28 (57%)","4/8 (50%)","6/7 (86%)","50%","4","5","0","10","0","3","0","0","0","0","3"
"Local - Lazio vs Inter","2ND","16/10/2021","8","3","49%","0","3","9","2","1","0","267","9","7","2","1","5","0","3","1","8","1","3","0","0","0","2","0","242","5","14","0","17/24 (71%)","2/5 (40%)","52%","6","21/43 (49%)","6/9 (67%)","5/8 (63%)","67%","9","9","0","15","0","2","0","0","0","0","1"
"Visita - Lazio vs Inter","2ND","16/10/2021","8","0","51%","0","0","6","2","1","0","274","9","6","5","0","2","0","0","4","3","3","0","0","0","0","2","0","237","8","32","0","16/27 (59%)","4/13 (31%)","48%","7","22/43 (51%)","3/9 (33%)","7/9 (78%)","78%","9","4","0","3","0","2","0","0","0","0","4"
"Local - AC Milan vs Hellas Verona","ALL","16/10/2021","8","3","55%","0","1","17","3","5","11","413","27","20","1","0","4","0","6","7","9","8","1","0","0","0","3","0","323","13","52","0","22/51 (43%)","8/22 (36%)","58%","11","57/93 (61%)","17/35 (49%)","10/16 (63%)","52%","27","9","0","11","0","3","0","0","0","0","8"
"Visita - AC Milan vs Hellas Verona","ALL","16/10/2021","8","2","45%","0","2","10","2","4","20","347","17","11","4","0","5","0","4","1","8","2","2","0","0","0","3","1","243","21","57","0","17/49 (35%)","3/10 (30%)","42%","19","36/93 (39%)","18/35 (51%)","8/16 (50%)","47%","17","8","0","24","0","2","0","0","0","0","10"
"Local - AC Milan vs Hellas Verona","1ST","16/10/2021","8","0","56%","0","0","7","1","1","0","222","14","12","0","0","1","0","4","2","2","5","0","0","0","0","1","0","177","8","23","0","10/21 (48%)","5/10 (50%)","60%","9","32/54 (59%)","9/14 (64%)","6/10 (60%)","50%","14","5","0","5","0","1","0","0","0","0","3"
"Visita - AC Milan vs Hellas Verona","1ST","16/10/2021","8","2","44%","0","2","4","1","1","0","177","13","6","3","0","3","0","1","0","4","0","2","0","0","0","2","1","124","13","30","0","5/27 (19%)","0/2 (0%)","40%","10","22/54 (41%)","5/14 (36%)","3/7 (43%)","54%","13","4","0","9","0","1","0","0","0","0","5"
"Local - AC Milan vs Hellas Verona","2ND","16/10/2021","8","3","53%","0","1","10","2","4","0","191","13","8","1","0","3","0","2","5","7","3","1","0","0","0","2","0","146","5","29","0","12/30 (40%)","3/12 (25%)","55%","2","25/39 (64%)","8/21 (38%)","4/6 (67%)","54%","13","4","0","6","0","2","0","0","0","0","5"
"Visita - AC Milan vs Hellas Verona","2ND","16/10/2021","8","0","47%","0","0","6","1","3","0","170","4","5","1","0","2","0","3","1","4","2","0","0","0","0","1","0","119","8","27","0","12/22 (55%)","3/8 (38%)","45%","9","14/39 (36%)","13/21 (62%)","5/9 (56%)","25%","4","4","0","15","0","1","0","0","0","0","5"
"Local - Cagliari vs Sampdoria","ALL","17/10/2021","8","3","41%","0","2","12","2","5","14","302","13","18","4","0","5","0","5","2","7","5","2","0","0","0","2","2","210","22","45","0","31/74 (42%)","2/19 (11%)","47%","1","35/59 (59%)","12/40 (30%)","5/12 (42%)","54%","13","4","0","32","0","2","0","0","0","0","9"
"Visita - Cagliari vs Sampdoria","ALL","17/10/2021","8","1","59%","0","3","17","2","9","18","433","8","14","2","0","3","1","9","5","10","7","1","2","0","0","3","3","344","30","56","0","32/47 (68%)","9/32 (28%)","53%","10","24/59 (41%)","28/40 (70%)","2/5 (40%)","50%","8","6","0","22","0","2","0","0","0","0","4"
"Local - Cagliari vs Sampdoria","1ST","17/10/2021","8","1","49%","0","1","4","1","4","0","196","8","10","1","0","1","0","1","2","3","1","1","0","0","0","1","0","142","16","22","0","21/42 (50%)","1/11 (9%)","44%","0","20/30 (67%)","4/24 (17%)","2/5 (40%)","38%","8","1","0","9","0","1","0","0","0","0","4"
"Visita - Cagliari vs Sampdoria","1ST","17/10/2021","8","0","51%","0","0","7","0","4","0","201","3","7","0","0","1","1","3","3","4","3","0","0","0","0","2","2","151","11","27","0","14/23 (61%)","4/11 (36%)","56%","5","10/30 (33%)","20/24 (83%)","0/3 (0%)","33%","3","2","0","11","0","0","0","0","0","0","0"
"Local - Cagliari vs Sampdoria","2ND","17/10/2021","8","2","31%","0","1","8","1","1","0","106","5","8","3","0","4","0","4","0","4","4","1","0","0","0","1","2","68","6","23","0","10/32 (31%)","1/8 (13%)","51%","1","15/29 (52%)","8/16 (50%)","3/7 (43%)","80%","5","3","0","23","0","1","0","0","0","0","5"
"Visita - Cagliari vs Sampdoria","2ND","17/10/2021","8","1","69%","0","3","10","2","5","0","232","5","7","2","0","2","0","6","2","6","4","1","2","0","0","1","1","193","19","29","0","18/24 (75%)","5/21 (24%)","49%","5","14/29 (48%)","8/16 (50%)","2/2 (100%)","60%","5","4","0","11","0","2","0","0","0","0","4"
"Local - Empoli vs Atalanta","ALL","17/10/2021","8","1","48%","0","0","12","4","5","10","415","15","15","3","0","6","0","0","6","7","5","0","0","0","0","4","6","329","21","52","0","22/47 (47%)","2/21 (10%)","51%","6","38/72 (53%)","8/19 (42%)","8/18 (44%)","47%","15","14","0","18","0","4","0","0","0","0","9"
"Visita - Empoli vs Atalanta","ALL","17/10/2021","8","4","52%","0","5","22","3","4","16","465","16","10","2","0","7","0","7","8","15","7","2","3","1","0","2","2","375","14","46","0","47/80 (59%)","3/10 (30%)","49%","6","34/72 (47%)","11/19 (58%)","8/17 (47%)","31%","16","15","0","16","0","3","0","0","0","0","9"
"Local - Empoli vs Atalanta","1ST","17/10/2021","8","1","46%","0","0","4","3","2","0","194","7","7","1","0","3","0","0","1","2","2","0","0","0","0","1","4","145","12","17","0","13/29 (45%)","1/6 (17%)","44%","4","18/39 (46%)","6/15 (40%)","4/11 (36%)","29%","7","10","0","10","0","3","0","0","0","0","5"
"Visita - Empoli vs Atalanta","1ST","17/10/2021","8","2","54%","0","1","12","1","3","0","235","11","6","0","0","5","0","4","3","8","4","1","0","1","0","1","1","187","7","27","0","20/39 (51%)","1/6 (17%)","56%","3","21/39 (54%)","9/15 (60%)","4/8 (50%)","27%","11","8","0","5","0","1","0","0","0","0","3"
"Local - Empoli vs Atalanta","2ND","17/10/2021","8","0","50%","0","0","8","1","3","0","221","8","8","2","0","3","0","0","5","5","3","0","0","0","0","3","2","184","9","35","0","9/18 (50%)","1/15 (7%)","59%","2","20/33 (61%)","2/4 (50%)","4/7 (57%)","63%","8","4","0","8","0","1","0","0","0","0","4"
"Visita - Empoli vs Atalanta","2ND","17/10/2021","8","2","50%","0","4","10","2","1","0","230","5","4","2","0","2","0","3","5","7","3","1","3","0","0","1","1","188","7","19","0","27/41 (66%)","2/4 (50%)","41%","3","13/33 (39%)","2/4 (50%)","4/9 (44%)","40%","5","7","0","11","0","2","0","0","0","0","6"
"Local - Genoa vs Sassuolo","ALL","17/10/2021","8","2","42%","0","1","19","3","6","11","328","22","17","3","0","4","0","9","6","16","3","1","0","2","0","1","7","254","22","48","0","23/47 (49%)","6/27 (22%)","50%","15","44/80 (55%)","12/31 (39%)","5/7 (71%)","73%","22","11","0","7","0","3","0","0","0","0","7"
"Visita - Genoa vs Sassuolo","ALL","17/10/2021","8","2","58%","0","6","15","2","1","18","478","17","11","4","0","5","1","8","2","10","5","2","4","1","0","1","3","409","16","34","0","34/45 (76%)","1/10 (10%)","50%","13","36/80 (45%)","19/31 (61%)","8/17 (47%)","35%","17","4","0","23","0","2","0","0","0","0","15"
"Local - Genoa vs Sassuolo","1ST","17/10/2021","8","1","38%","0","0","5","2","2","0","153","13","8","1","0","2","0","1","2","3","2","0","0","1","0","1","2","112","13","23","0","6/24 (25%)","1/6 (17%)","55%","7","23/39 (59%)","6/14 (43%)","2/4 (50%)","69%","13","5","0","6","0","2","0","0","0","0","3"
"Visita - Genoa vs Sassuolo","1ST","17/10/2021","8","2","62%","0","5","10","1","1","0","250","9","5","2","0","4","1","4","2","8","2","2","3","1","0","1","2","219","10","16","0","16/21 (76%)","1/9 (11%)","45%","8","16/39 (41%)","8/14 (57%)","2/7 (29%)","44%","9","3","0","6","0","1","0","0","0","0","4"
"Local - Genoa vs Sassuolo","2ND","17/10/2021","8","1","46%","0","1","14","1","4","0","175","9","9","2","0","2","0","8","4","13","1","1","0","1","0","0","5","142","9","25","0","17/23 (74%)","5/21 (24%)","47%","8","21/41 (51%)","6/17 (35%)","3/3 (100%)","78%","9","6","0","1","0","1","0","0","0","0","4"
"Visita - Genoa vs Sassuolo","2ND","17/10/2021","8","0","54%","0","1","5","1","0","0","228","8","6","2","0","1","0","4","0","2","3","0","1","0","0","0","1","190","6","18","0","18/24 (75%)","0/1 (0%)","53%","5","20/41 (49%)","11/17 (65%)","6/10 (60%)","25%","8","1","0","17","0","1","0","0","0","0","11"
"Local - Udinese vs Bologna","ALL","17/10/2021","8","1","41%","0","2","10","10","2","15","339","9","10","3","1","2","1","5","3","7","3","1","1","0","0","1","1","270","18","38","0","15/40 (38%)","3/9 (33%)","44%","10","29/66 (44%)","8/19 (42%)","10/15 (67%)","33%","9","7","0","14","0","10","0","0","0","0","13"
"Visita - Udinese vs Bologna","ALL","17/10/2021","8","1","59%","0","1","24","1","8","11","495","15","15","7","0","11","0","8","5","10","14","0","1","0","0","2","0","436","12","57","0","30/44 (68%)","4/16 (25%)","56%","5","37/66 (56%)","11/19 (58%)","7/11 (64%)","53%","15","8","0","11","0","1","0","0","0","0","4"
"Local - Udinese vs Bologna","1ST","17/10/2021","8","0","42%","0","0","4","3","1","0","187","3","2","2","1","0","0","2","2","1","3","0","0","0","0","0","1","158","7","17","0","4/13 (31%)","0/2 (0%)","31%","6","8/29 (28%)","3/7 (43%)","3/5 (60%)","33%","3","4","0","7","0","3","0","0","0","0","6"
"Visita - Udinese vs Bologna","1ST","17/10/2021","8","0","58%","0","0","10","0","4","0","255","8","10","0","0","3","0","3","4","5","5","0","0","0","0","1","0","219","9","29","0","18/26 (69%)","3/9 (33%)","69%","1","21/29 (72%)","4/7 (57%)","3/5 (60%)","75%","8","5","0","4","0","0","0","0","0","0","1"
"Local - Udinese vs Bologna","2ND","17/10/2021","8","1","39%","0","2","6","7","1","0","152","6","8","1","0","2","1","3","1","6","0","1","1","0","0","1","0","112","11","21","0","11/27 (41%)","3/7 (43%)","53%","4","21/37 (57%)","5/12 (42%)","7/10 (70%)","33%","6","3","0","7","0","7","0","0","0","0","7"
"Visita - Udinese vs Bologna","2ND","17/10/2021","8","1","61%","0","1","14","1","4","0","240","7","5","7","0","8","0","5","1","5","9","0","1","0","0","1","0","217","3","28","0","12/18 (67%)","1/7 (14%)","47%","4","16/37 (43%)","7/12 (58%)","4/6 (67%)","29%","7","3","0","7","0","1","0","0","0","0","3"
"Local - SSC Napoli vs Torino","ALL","17/10/2021","8","1","51%","0","2","10","3","3","6","382","11","18","2","0","3","1","6","1","6","4","1","1","0","0","6","2","297","30","49","0","25/41 (61%)","1/11 (9%)","46%","9","35/72 (49%)","12/31 (39%)","6/17 (35%)","64%","11","13","0","14","0","3","0","0","0","0","4"
"Visita - SSC Napoli vs Torino","ALL","17/10/2021","8","0","49%","0","2","11","2","4","20","361","20","6","4","0","3","0","5","3","6","5","0","2","0","0","4","3","267","27","41","0","24/51 (47%)","5/16 (31%)","54%","5","37/72 (51%)","19/31 (61%)","11/17 (65%)","70%","20","9","0","17","0","2","0","0","0","0","7"
"Local - SSC Napoli vs Torino","1ST","17/10/2021","8","0","55%","0","1","7","2","2","0","208","7","8","0","0","2","0","4","1","4","3","0","1","0","0","5","1","170","18","26","0","17/22 (77%)","1/10 (10%)","49%","5","19/38 (50%)","6/13 (46%)","4/10 (40%)","43%","7","7","0","6","0","2","0","0","0","0","2"
"Visita - SSC Napoli vs Torino","1ST","17/10/2021","8","0","45%","0","0","5","2","3","0","171","11","0","1","0","2","0","3","0","3","2","0","0","0","0","0","1","129","10","10","0","12/26 (46%)","2/6 (33%)","51%","3","19/38 (50%)","7/13 (54%)","8/12 (67%)","55%","11","5","0","13","0","2","0","0","0","0","3"
"Local - SSC Napoli vs Torino","2ND","17/10/2021","8","1","47%","0","1","3","1","1","0","174","4","10","2","0","1","1","2","0","2","1","1","0","0","0","1","1","127","12","23","0","8/19 (42%)","0/1 (0%)","42%","4","16/34 (47%)","6/18 (33%)","2/7 (29%)","100%","4","6","0","8","0","1","0","0","0","0","2"
"Visita - SSC Napoli vs Torino","2ND","17/10/2021","8","0","53%","0","2","6","0","1","0","190","9","6","3","0","1","0","2","3","3","3","0","2","0","0","4","2","138","17","31","0","12/25 (48%)","3/10 (30%)","58%","2","18/34 (53%)","12/18 (67%)","3/5 (60%)","89%","9","4","0","4","0","0","0","0","0","0","4"
"Local - Juventus vs AS Roma","ALL","17/10/2021","8","1","48%","0","2","6","4","0","18","487","20","13","3","0","2","0","4","0","5","1","0","2","0","0","0","3","414","8","52","0","32/67 (48%)","3/9 (33%)","49%","4","36/73 (49%)","10/20 (50%)","3/9 (33%)","65%","20","7","0","22","0","4","0","0","0","0","8"
"Visita - Juventus vs AS Roma","ALL","17/10/2021","8","0","52%","0","1","15","1","6","13","514","10","18","5","0","4","0","5","6","8","7","0","1","0","0","8","3","450","20","55","0","24/39 (62%)","6/23 (26%)","51%","11","37/73 (51%)","10/20 (50%)","10/19 (53%)","70%","10","4","0","6","0","1","0","0","0","0","7"
"Local - Juventus vs AS Roma","1ST","17/10/2021","8","1","50%","0","1","2","4","0","0","274","12","4","1","0","1","0","1","0","2","0","0","1","0","0","0","1","237","3","32","0","21/35 (60%)","2/6 (33%)","52%","0","17/30 (57%)","0/3 (0%)","1/5 (20%)","58%","12","1","0","4","0","4","0","0","0","0","3"
"Visita - Juventus vs AS Roma","1ST","17/10/2021","8","0","50%","0","1","9","0","2","0","278","4","6","1","0","4","0","2","3","5","4","0","1","0","0","2","1","252","8","23","0","11/20 (55%)","3/7 (43%)","48%","7","13/30 (43%)","3/3 (100%)","4/9 (44%)","75%","4","1","0","4","0","0","0","0","0","0","3"
"Local - Juventus vs AS Roma","2ND","17/10/2021","8","0","46%","0","1","4","0","0","0","213","8","9","2","0","1","0","3","0","3","1","0","1","0","0","0","2","177","5","20","0","11/32 (34%)","1/3 (33%)","48%","4","19/43 (44%)","10/17 (59%)","2/4 (50%)","75%","8","6","0","18","0","0","0","0","0","0","5"
"Visita - Juventus vs AS Roma","2ND","17/10/2021","8","0","54%","0","0","6","1","4","0","236","6","12","4","0","0","0","3","3","3","3","0","0","0","0","6","2","198","12","32","0","13/19 (68%)","3/16 (19%)","52%","4","24/43 (56%)","7/17 (41%)","6/10 (60%)","67%","6","3","0","2","0","1","0","0","0","0","4"
"Local - Venezia vs Fiorentina","ALL","18/10/2021","8","1","38%","0","1","4","2","2","17","371","15","10","2","0","2","0","0","2","4","0","1","0","2","0","0","6","277","18","38","0","25/57 (44%)","1/6 (17%)","43%","5","31/73 (42%)","9/21 (43%)","6/17 (35%)","60%","15","9","0","13","0","2","0","0","0","0","10"
"Visita - Venezia vs Fiorentina","ALL","18/10/2021","8","0","62%","0","0","10","1","5","11","580","16","16","5","1","2","0","5","3","4","6","0","0","0","0","5","2","507","18","72","0","58/83 (70%)","6/24 (25%)","57%","6","42/73 (58%)","12/21 (57%)","10/19 (53%)","44%","16","9","0","5","0","1","0","0","0","0","1"
"Local - Venezia vs Fiorentina","1ST","18/10/2021","8","1","36%","0","1","2","1","0","0","194","9","5","0","0","1","0","0","1","2","0","1","0","1","0","0","4","155","6","22","0","12/29 (41%)","1/1 (100%)","46%","1","16/33 (48%)","1/4 (25%)","2/5 (40%)","67%","9","5","0","6","0","1","0","0","0","0","4"
"Visita - Venezia vs Fiorentina","1ST","18/10/2021","8","0","64%","0","0","3","0","1","0","330","4","8","2","0","1","0","0","2","1","2","0","0","0","0","0","1","301","9","29","0","34/47 (72%)","1/9 (11%)","54%","3","17/33 (52%)","3/4 (75%)","5/11 (45%)","25%","4","3","0","0","0","0","0","0","0","0","0"
"Local - Venezia vs Fiorentina","2ND","18/10/2021","8","0","40%","0","0","2","1","2","0","177","6","5","2","0","1","0","0","1","2","0","0","0","1","0","0","2","122","12","16","0","13/28 (46%)","0/5 (0%)","40%","4","15/40 (38%)","8/17 (47%)","4/12 (33%)","50%","6","4","0","7","0","1","0","0","0","0","6"
"Visita - Venezia vs Fiorentina","2ND","18/10/2021","8","0","60%","0","0","7","1","4","0","250","12","8","3","1","1","0","5","1","3","4","0","0","0","0","5","1","206","9","43","0","24/36 (67%)","5/15 (33%)","60%","3","25/40 (63%)","9/17 (53%)","5/8 (63%)","50%","12","6","0","5","0","1","0","0","0","0","1"
