Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Visita - Parma vs Udinese","ALL","16/09/2024","4","3","53%","2.66","4","18","1","6","18","453","14","7","3","0","6","1","8","4","13","5","3","1","1","27","2","4","394","16","44","78/102 (76%)","36/58 (62%)","8/25 (32%)","50%","4","27/57 (47%)","12/21 (57%)","6/10 (60%)","64%","14","15","41","12","0","1","-0.89","0","0","0","7"
"Local - Parma vs Udinese","1ST","16/09/2024","4","2","49%","0.54","1","5","2","3","0","220","4","8","0","0","3","0","2","0","4","1","1","0","0","0","1","1","182","6","22","0","12/22 (55%)","1/3 (33%)","49%","4","14/28 (50%)","4/9 (44%)","3/6 (50%)","50%","4","2","16","11","0","2","0","0","0","0","7"
"Visita - Parma vs Udinese","1ST","16/09/2024","4","0","51%","0.62","0","10","1","3","0","220","7","4","1","0","1","1","7","2","6","4","0","0","1","0","1","0","189","8","20","0","16/30 (53%)","4/10 (40%)","51%","3","14/28 (50%)","5/9 (56%)","3/4 (75%)","43%","7","10","17","5","0","1","0","0","0","0","3"
"Local - Parma vs Udinese","2ND","16/09/2024","4","0","46%","0.27","0","4","2","2","0","203","4","9","2","1","0","0","3","1","3","1","0","0","0","0","0","1","163","9","20","0","10/24 (42%)","1/1 (100%)","51%","5","16/29 (55%)","5/12 (42%)","4/6 (67%)","50%","4","2","17","13","0","2","0","0","0","0","1"
"Visita - Parma vs Udinese","2ND","16/09/2024","4","3","54%","2.04","4","8","0","3","0","233","7","3","2","0","5","0","1","2","7","1","3","1","0","0","1","4","205","8","24","0","20/28 (71%)","4/15 (27%)","49%","1","13/29 (45%)","7/12 (58%)","3/6 (50%)","86%","7","5","24","7","0","0","0","0","0","0","4"
"Local - Lazio vs Hellas Verona","ALL","16/09/2024","4","2","55%","1.22","3","14","1","9","13","505","15","9","2","0","7","0","4","3","7","7","1","2","0","25","1","0","438","14","56","84/122 (69%)","27/42 (64%)","4/23 (17%)","49%","4","32/62 (52%)","15/34 (44%)","8/15 (53%)","60%","15","5","40","9","1","1","-0.46","0","7","1","6"
"Visita - Lazio vs Hellas Verona","ALL","16/09/2024","4","1","45%","0.83","1","7","5","6","10","415","11","12","2","0","2","0","4","1","4","3","1","0","1","8","1","3","347","9","44","38/65 (58%)","18/38 (47%)","2/17 (12%)","51%","7","30/62 (48%)","19/34 (56%)","7/15 (47%)","64%","11","10","49","19","1","5","0.29","2","1","0","7"
"Local - Lazio vs Hellas Verona","1ST","16/09/2024","4","2","60%","0.40","1","6","0","4","0","278","7","3","2","0","3","0","0","3","2","4","1","0","0","0","0","0","244","10","30","0","17/21 (81%)","3/12 (25%)","45%","2","12/26 (46%)","8/18 (44%)","2/5 (40%)","57%","7","3","21","4","0","0","0","0","0","0","1"
"Visita - Lazio vs Hellas Verona","1ST","16/09/2024","4","1","40%","0.62","1","2","1","3","0","189","5","8","1","0","1","0","1","0","1","1","1","0","1","0","0","2","153","4","21","0","7/20 (35%)","0/6 (0%)","55%","2","14/26 (54%)","10/18 (56%)","1/6 (17%)","60%","5","6","24","11","0","1","0","0","0","0","2"
"Local - Lazio vs Hellas Verona","2ND","16/09/2024","4","0","50%","0.83","2","8","1","5","0","227","8","6","0","0","4","0","4","0","5","3","0","2","0","0","1","0","194","4","26","0","10/21 (48%)","1/11 (9%)","52%","2","20/36 (56%)","7/16 (44%)","6/10 (60%)","63%","8","2","19","5","0","1","0","0","0","0","5"
"Visita - Lazio vs Hellas Verona","2ND","16/09/2024","4","0","50%","0.21","0","5","4","3","0","226","6","4","1","0","1","0","3","1","3","2","0","0","0","0","1","1","194","5","23","0","11/18 (61%)","2/11 (18%)","48%","5","16/36 (44%)","9/16 (56%)","6/9 (67%)","67%","6","4","25","8","0","4","0","0","0","0","5"
"Local - Cagliari vs Empoli","ALL","20/09/2024","5","0","61%","2.30","5","21","2","10","15","454","16","20","1","0","4","1","12","5","15","6","0","5","0","32","2","0","354","32","77","78/127 (61%)","43/82 (52%)","8/32 (25%)","56%","7","42/73 (58%)","34/62 (55%)","6/11 (55%)","63%","16","8","40","21","0","2","-1.52","0","0","1","8"
"Visita - Cagliari vs Empoli","ALL","20/09/2024","5","2","39%","0.84","2","9","2","4","21","293","12","14","2","0","4","0","3","2","8","1","2","0","1","13","2","2","198","21","53","45/90 (50%)","16/56 (29%)","3/14 (21%)","44%","11","31/73 (42%)","28/62 (45%)","5/10 (50%)","50%","12","8","46","49","0","2","0.16","0","2","0","12"
"Local - Cagliari vs Empoli","1ST","20/09/2024","5","0","59%","0.45","2","6","0","5","0","229","9","9","0","0","3","0","2","1","4","2","0","2","0","0","1","0","180","17","30","0","18/36 (50%)","3/13 (23%)","50%","4","18/39 (46%)","15/27 (56%)","0/4 (0%)","56%","9","4","20","11","0","0","0","0","0","0","5"
"Visita - Cagliari vs Empoli","1ST","20/09/2024","5","1","41%","0.45","1","3","1","2","0","157","8","10","1","0","1","0","2","0","3","0","1","0","1","0","1","0","110","10","25","0","7/21 (33%)","1/8 (13%)","50%","5","21/39 (54%)","12/27 (44%)","3/7 (43%)","50%","8","5","23","20","0","1","0","0","0","0","3"
"Local - Cagliari vs Empoli","2ND","20/09/2024","5","0","63%","1.85","3","15","2","5","0","225","7","11","1","0","1","1","10","4","11","4","0","3","0","0","1","0","174","15","47","0","25/46 (54%)","5/19 (26%)","62%","3","24/34 (71%)","19/35 (54%)","6/7 (86%)","71%","7","4","20","10","0","2","0","0","0","0","3"
"Visita - Cagliari vs Empoli","2ND","20/09/2024","5","1","37%","0.39","1","6","1","2","0","136","4","4","1","0","3","0","1","2","5","1","1","0","0","0","1","2","88","11","28","0","9/35 (26%)","2/6 (33%)","38%","6","10/34 (29%)","16/35 (46%)","2/3 (67%)","50%","4","3","23","29","0","1","0","0","0","0","9"
"Local - Hellas Verona vs Torino","ALL","20/09/2024","5","2","30%","0.50","1","8","0","5","10","312","13","6","3","1","2","0","4","2","4","4","1","0","0","11","0","0","228","9","46","30/68 (44%)","15/57 (26%)","1/15 (7%)","45%","8","25/52 (48%)","17/42 (40%)","6/12 (50%)","62%","13","12","40","16","0","0","-1.68","0","2","1","9"
"Visita - Hellas Verona vs Torino","ALL","20/09/2024","5","3","70%","2.29","2","16","0","6","8","751","14","10","0","0","3","1","6","7","10","6","1","1","0","25","3","3","671","13","87","155/196 (79%)","31/48 (65%)","7/21 (33%)","55%","7","27/52 (52%)","25/42 (60%)","3/9 (33%)","36%","14","8","47","13","0","0","-0.53","0","0","1","7"
"Local - Hellas Verona vs Torino","1ST","20/09/2024","5","1","27%","0.16","0","4","0","2","0","148","3","0","1","1","1","0","2","1","1","3","0","0","0","0","0","0","109","3","20","0","8/30 (27%)","0/4 (0%)","37%","2","5/16 (31%)","9/22 (41%)","2/4 (50%)","0%","3","7","17","11","0","0","0","0","0","0","7"
"Visita - Hellas Verona vs Torino","1ST","20/09/2024","5","2","73%","1.90","2","9","0","1","0","405","4","6","0","0","2","1","5","2","7","2","1","1","0","0","3","2","362","5","42","0","13/20 (65%)","5/9 (56%)","63%","1","11/16 (69%)","13/22 (59%)","1/3 (33%)","50%","4","5","25","4","0","0","0","0","0","0","3"
"Local - Hellas Verona vs Torino","2ND","20/09/2024","5","1","33%","0.34","1","4","0","3","0","164","10","6","2","0","1","0","2","1","3","1","1","0","0","0","0","0","119","6","26","0","7/27 (26%)","1/11 (9%)","50%","6","20/36 (56%)","8/20 (40%)","4/8 (50%)","80%","10","5","23","5","0","0","0","0","0","0","2"
"Visita - Hellas Verona vs Torino","2ND","20/09/2024","5","1","67%","0.39","0","7","0","5","0","346","10","4","0","0","1","0","1","5","3","4","0","0","0","0","0","1","309","8","45","0","18/28 (64%)","2/12 (17%)","50%","6","16/36 (44%)","12/20 (60%)","2/6 (33%)","30%","10","3","22","9","0","0","0","0","0","0","4"
"Local - Venezia vs Genoa","ALL","21/09/2024","5","2","49%","1.66","4","12","0","3","9","374","12","10","2","0","4","0","5","3","6","6","1","3","0","19","2","0","290","20","51","75/116 (65%)","24/54 (44%)","3/10 (30%)","51%","13","30/56 (54%)","15/32 (47%)","8/11 (73%)","58%","12","4","52","13","0","0","0.00","0","0","0","5"
"Visita - Venezia vs Genoa","ALL","21/09/2024","5","0","51%","0.50","0","9","2","4","12","398","16","7","3","0","0","0","3","6","7","2","0","0","0","14","0","7","323","13","45","49/87 (56%)","19/45 (42%)","6/13 (46%)","49%","6","26/56 (46%)","17/32 (53%)","3/9 (33%)","63%","16","15","44","19","0","2","0.01","1","0","0","10"
"Local - Venezia vs Genoa","1ST","21/09/2024","5","0","50%","0.33","2","4","0","0","0","208","5","5","0","0","1","0","3","0","3","1","0","2","0","0","1","0","166","9","28","0","14/30 (47%)","1/4 (25%)","48%","8","15/30 (50%)","6/14 (43%)","5/8 (63%)","40%","5","1","26","4","0","0","0","0","0","0","3"
"Visita - Venezia vs Genoa","1ST","21/09/2024","5","0","50%","0.13","0","3","1","2","0","210","11","3","1","0","0","0","1","2","2","1","0","0","0","0","0","4","172","5","23","0","9/23 (39%)","2/7 (29%)","52%","3","15/30 (50%)","8/14 (57%)","1/3 (33%)","64%","11","8","25","11","0","1","0","0","0","0","5"
"Local - Venezia vs Genoa","2ND","21/09/2024","5","2","47%","1.33","2","8","0","3","0","166","7","5","2","0","3","0","2","3","3","5","1","1","0","0","1","0","124","11","23","0","10/24 (42%)","2/6 (33%)","55%","5","15/26 (58%)","9/18 (50%)","3/3 (100%)","71%","7","3","26","9","0","0","0","0","0","0","2"
"Visita - Venezia vs Genoa","2ND","21/09/2024","5","0","53%","0.37","0","6","1","2","0","188","5","4","2","0","0","0","2","4","5","1","0","0","0","0","0","3","151","8","22","0","10/22 (45%)","4/6 (67%)","45%","3","11/26 (42%)","9/18 (50%)","2/6 (33%)","60%","5","7","19","8","0","1","0","0","0","0","5"
"Local - Juventus vs SSC Napoli","ALL","21/09/2024","5","0","65%","0.31","0","9","2","4","10","667","14","13","1","0","1","0","4","4","6","3","0","0","0","12","0","0","621","14","48","105/122 (86%)","20/35 (57%)","3/19 (16%)","49%","7","35/68 (51%)","7/17 (41%)","8/18 (44%)","64%","14","8","39","4","1","2","0.06","0","0","0","5"
"Visita - Juventus vs SSC Napoli","ALL","21/09/2024","5","0","35%","0.31","0","8","1","3","13","361","17","10","0","0","1","0","2","5","3","5","0","0","0","8","1","2","313","13","38","68/84 (81%)","20/29 (69%)","4/12 (33%)","51%","9","33/68 (49%)","10/17 (59%)","6/11 (55%)","41%","17","7","36","16","1","1","0.01","0","2","0","9"
"Local - Juventus vs SSC Napoli","1ST","21/09/2024","5","0","58%","0.09","0","2","2","2","0","286","8","6","1","0","0","0","0","2","2","0","0","0","0","0","0","0","266","8","20","0","5/13 (38%)","3/12 (25%)","41%","6","15/37 (41%)","4/9 (44%)","1/6 (17%)","88%","8","5","18","3","0","2","0","0","0","0","1"
"Visita - Juventus vs SSC Napoli","1ST","21/09/2024","5","0","42%","0.16","0","5","0","2","0","207","11","7","0","0","1","0","0","4","1","4","0","0","0","0","1","0","184","8","21","0","13/18 (72%)","3/9 (33%)","59%","6","22/37 (59%)","5/9 (56%)","4/6 (67%)","45%","11","1","19","8","0","0","0","0","0","0","3"
"Local - Juventus vs SSC Napoli","2ND","21/09/2024","5","0","71%","0.22","0","7","0","2","0","381","6","7","0","0","1","0","4","2","4","3","0","0","0","0","0","0","355","6","28","0","15/22 (68%)","0/7 (0%)","59%","1","20/31 (65%)","3/8 (38%)","7/12 (58%)","33%","6","3","21","1","0","0","0","0","0","0","4"
"Visita - Juventus vs SSC Napoli","2ND","21/09/2024","5","0","29%","0.15","0","3","1","1","0","154","6","3","0","0","0","0","2","1","2","1","0","0","0","0","0","2","129","5","17","0","7/11 (64%)","1/3 (33%)","41%","3","11/31 (35%)","5/8 (63%)","2/5 (40%)","33%","6","6","17","8","0","1","0","0","0","0","6"
"Local - Lecce vs Parma","ALL","21/09/2024","5","2","38%","1.51","1","14","8","2","12","323","23","11","4","1","3","0","6","5","7","7","1","0","1","16","2","4","259","17","49","74/100 (74%)","21/44 (48%)","0/12 (0%)","52%","7","36/75 (48%)","14/21 (67%)","3/14 (21%)","52%","23","11","56","21","0","8","0.26","3","2","0","3"
"Visita - Lecce vs Parma","ALL","21/09/2024","5","2","62%","2.11","2","25","1","12","11","533","18","12","0","1","10","0","3","12","16","9","1","1","1","40","4","1","457","13","60","185/230 (80%)","18/34 (53%)","3/14 (21%)","48%","12","39/75 (52%)","7/21 (33%)","11/22 (50%)","56%","18","10","45","7","2","1","-0.82","0","0","0","10"
"Local - Lecce vs Parma","1ST","21/09/2024","5","1","47%","1.04","1","10","4","2","0","207","13","6","1","0","2","0","4","4","4","6","1","0","1","0","0","3","170","12","29","0","13/24 (54%)","0/9 (0%)","63%","6","19/35 (54%)","13/16 (81%)","1/6 (17%)","54%","13","3","31","5","0","4","0","0","0","0","1"
"Visita - Lecce vs Parma","1ST","21/09/2024","5","0","53%","0.34","0","8","1","2","0","237","11","3","0","0","4","0","1","3","4","4","0","0","0","0","1","1","195","6","23","0","8/23 (35%)","1/2 (50%)","37%","8","16/35 (46%)","3/16 (19%)","3/8 (38%)","55%","11","5","26","5","0","1","0","0","0","0","6"
"Local - Lecce vs Parma","2ND","21/09/2024","5","1","28%","0.47","0","4","4","0","0","116","10","5","3","1","1","0","2","1","3","1","0","0","0","0","2","1","89","5","20","0","8/20 (40%)","0/3 (0%)","40%","1","17/40 (43%)","1/5 (20%)","2/8 (25%)","50%","10","8","25","16","0","4","0","0","0","0","2"
"Visita - Lecce vs Parma","2ND","21/09/2024","5","2","72%","1.77","2","17","0","10","0","296","7","9","0","1","6","0","2","9","12","5","1","1","1","0","3","0","262","7","37","0","10/11 (91%)","2/12 (17%)","60%","4","23/40 (57%)","4/5 (80%)","8/14 (57%)","57%","7","5","19","2","0","0","0","0","0","0","4"
"Local - Fiorentina vs Lazio","ALL","22/09/2024","5","2","46%","2.78","4","14","5","3","11","355","11","15","3","0","5","1","9","0","11","3","2","2","0","27","3","0","303","16","39","52/79 (66%)","26/42 (62%)","10/14 (71%)","59%","8","36/65 (55%)","19/29 (66%)","11/15 (73%)","64%","11","6","37","29","0","5","-0.31","2","0","2","7"
"Visita - Fiorentina vs Lazio","ALL","22/09/2024","5","1","54%","1.05","1","20","3","10","15","404","12","11","4","0","6","1","7","7","9","11","1","0","0","25","4","1","360","13","58","92/124 (74%)","31/52 (60%)","7/29 (24%)","41%","6","29/65 (45%)","10/29 (34%)","6/11 (55%)","67%","12","5","31","12","1","3","0.46","0","0","0","10"
"Local - Fiorentina vs Lazio","1ST","22/09/2024","5","0","45%","0.61","1","5","4","1","0","169","7","8","2","0","2","1","3","0","4","1","0","1","0","0","1","0","146","6","14","0","12/22 (55%)","5/5 (100%)","55%","4","17/31 (55%)","9/16 (56%)","3/3 (100%)","57%","7","3","16","17","0","4","0","0","0","0","4"
"Visita - Fiorentina vs Lazio","1ST","22/09/2024","5","1","55%","0.77","1","11","2","5","0","202","4","7","1","0","5","0","3","3","6","5","1","0","0","0","4","1","183","9","26","0","20/29 (69%)","5/15 (33%)","45%","4","14/31 (45%)","7/16 (44%)","3/6 (50%)","25%","4","3","16","4","0","2","0","0","0","0","5"
"Local - Fiorentina vs Lazio","2ND","22/09/2024","5","2","48%","2.17","3","9","1","2","0","186","4","7","1","0","3","0","6","0","7","2","2","1","0","0","2","0","157","10","25","0","14/20 (70%)","5/9 (56%)","62%","4","19/34 (56%)","10/13 (77%)","8/12 (67%)","75%","4","3","21","12","0","1","0","0","0","0","3"
"Visita - Fiorentina vs Lazio","2ND","22/09/2024","5","0","52%","0.28","0","9","1","5","0","202","8","4","3","0","1","1","4","4","3","6","0","0","0","0","0","0","177","4","32","0","11/23 (48%)","2/14 (14%)","38%","2","15/34 (44%)","3/13 (23%)","3/5 (60%)","88%","8","2","15","8","0","1","0","0","0","0","5"
"Local - Monza vs Bologna","ALL","22/09/2024","5","1","42%","0.57","2","6","6","2","20","391","20","14","3","0","3","0","3","0","3","3","1","1","1","7","3","1","311","20","36","45/76 (59%)","23/54 (43%)","2/13 (15%)","50%","12","40/82 (49%)","15/27 (56%)","6/11 (55%)","50%","20","13","37","10","0","6","-0.56","3","0","0","8"
"Visita - Monza vs Bologna","ALL","22/09/2024","5","2","58%","0.76","2","15","2","2","16","539","17","20","2","0","8","0","3","4","10","5","1","1","1","21","2","1","466","12","62","98/126 (78%)","21/44 (48%)","3/14 (21%)","50%","14","42/82 (51%)","12/27 (44%)","6/12 (50%)","47%","17","4","43","14","0","2","-0.23","0","2","2","7"
"Local - Monza vs Bologna","1ST","22/09/2024","5","1","41%","0.54","2","4","2","2","0","202","10","7","2","0","3","0","1","0","3","1","1","1","1","0","2","0","161","10","17","0","14/27 (52%)","2/9 (22%)","56%","5","21/40 (53%)","12/19 (63%)","4/6 (67%)","50%","10","5","19","5","0","2","0","0","0","0","5"
"Visita - Monza vs Bologna","1ST","22/09/2024","5","1","59%","0.51","2","7","2","1","0","294","7","9","0","0","3","0","3","1","6","1","1","1","1","0","0","0","257","5","28","0","12/22 (55%)","3/8 (38%)","44%","5","19/40 (48%)","7/19 (37%)","4/9 (44%)","43%","7","1","24","7","0","2","0","0","0","0","1"
"Local - Monza vs Bologna","2ND","22/09/2024","5","0","44%","0.03","0","2","4","0","0","189","10","7","1","0","0","0","2","0","0","2","0","0","0","0","1","1","150","10","19","0","9/27 (33%)","0/4 (0%)","44%","7","19/42 (45%)","3/8 (38%)","2/5 (40%)","50%","10","8","18","5","0","4","0","0","0","0","3"
"Visita - Monza vs Bologna","2ND","22/09/2024","5","1","56%","0.25","0","8","0","1","0","245","10","11","2","0","5","0","0","3","4","4","0","0","0","0","2","1","209","7","34","0","9/22 (41%)","0/6 (0%)","56%","9","23/42 (55%)","5/8 (63%)","2/3 (67%)","50%","10","3","19","7","0","0","0","0","0","0","6"
"Local - AS Roma vs Udinese","ALL","22/09/2024","5","3","62%","1.90","3","16","2","2","15","570","10","10","2","0","8","0","4","4","12","4","2","1","2","37","3","4","495","12","62","101/139 (73%)","16/43 (37%)","5/12 (42%)","43%","5","25/54 (46%)","8/23 (35%)","5/13 (38%)","80%","10","7","50","11","1","2","0.88","1","0","0","8"
"Visita - AS Roma vs Udinese","ALL","22/09/2024","5","0","38%","0.73","0","9","5","1","11","349","13","15","2","0","2","1","4","3","5","4","0","0","0","22","1","1","277","11","26","44/64 (69%)","19/46 (41%)","2/6 (33%)","57%","7","29/54 (54%)","15/23 (65%)","1/4 (25%)","85%","13","11","43","15","1","5","-0.40","1","0","0","8"
"Local - AS Roma vs Udinese","1ST","22/09/2024","5","1","66%","0.57","1","8","0","1","0","334","5","5","1","0","4","0","3","1","6","2","0","1","1","0","1","2","290","5","33","0","6/21 (29%)","3/6 (50%)","46%","3","13/28 (46%)","6/13 (46%)","3/8 (38%)","60%","5","2","27","3","0","0","0","0","0","0","2"
"Visita - AS Roma vs Udinese","1ST","22/09/2024","5","0","34%","0.10","0","1","3","0","0","174","8","6","2","0","0","0","1","0","1","0","0","0","0","0","0","0","134","5","10","0","10/27 (37%)","0/2 (0%)","54%","4","15/28 (54%)","7/13 (54%)","1/2 (50%)","75%","8","6","21","9","0","3","0","0","0","0","7"
"Local - AS Roma vs Udinese","2ND","22/09/2024","5","2","57%","1.33","2","8","2","1","0","236","5","5","1","0","4","0","1","3","6","2","2","0","1","0","2","2","205","7","29","0","10/22 (45%)","2/6 (33%)","39%","2","12/26 (46%)","2/10 (20%)","2/5 (40%)","100%","5","5","23","8","0","2","0","0","0","0","6"
"Visita - AS Roma vs Udinese","2ND","22/09/2024","5","0","43%","0.63","0","8","2","1","0","175","5","9","0","0","2","1","3","3","4","4","0","0","0","0","1","1","143","6","16","0","9/19 (47%)","2/4 (50%)","61%","3","14/26 (54%)","8/10 (80%)","0/2 (0%)","100%","5","5","22","6","0","2","0","0","0","0","1"
"Local - Inter vs AC Milan","ALL","22/09/2024","5","1","56%","0.73","2","13","6","6","13","504","11","4","4","0","4","0","4","5","9","4","0","2","0","27","0","2","448","25","49","92/131 (70%)","20/39 (51%)","10/24 (42%)","42%","7","17/48 (35%)","14/25 (56%)","3/6 (50%)","64%","11","7","35","16","0","6","0.39","1","0","0","5"
"Visita - Inter vs AC Milan","ALL","22/09/2024","5","2","44%","1.70","6","16","3","2","4","398","10","13","1","0","8","0","5","3","13","3","2","4","1","28","1","0","338","12","32","43/62 (69%)","19/42 (45%)","5/14 (36%)","58%","5","31/48 (65%)","11/25 (44%)","9/15 (60%)","70%","10","10","38","17","0","3","0.04","1","1","0","9"
"Local - Inter vs AC Milan","1ST","22/09/2024","5","1","55%","0.50","1","8","1","4","0","237","3","3","2","0","2","0","3","3","5","3","0","1","0","0","0","2","212","10","22","0","10/19 (53%)","5/12 (42%)","41%","4","7/23 (30%)","7/11 (64%)","1/3 (33%)","67%","3","2","17","8","0","1","0","0","0","0","2"
"Visita - Inter vs AC Milan","1ST","22/09/2024","5","1","45%","0.36","1","2","1","1","0","197","6","4","1","0","2","0","0","0","2","0","1","0","0","0","0","0","163","8","13","0","11/23 (48%)","0/4 (0%)","59%","2","16/23 (70%)","4/11 (36%)","6/7 (86%)","67%","6","5","16","5","0","1","0","0","0","0","6"
"Local - Inter vs AC Milan","2ND","22/09/2024","5","0","57%","0.23","1","5","5","2","0","267","8","1","2","0","2","0","1","2","4","1","0","1","0","0","0","0","236","15","27","0","10/20 (50%)","5/12 (42%)","44%","3","10/25 (40%)","7/14 (50%)","2/3 (67%)","63%","8","5","18","8","0","5","0","0","0","0","3"
"Visita - Inter vs AC Milan","2ND","22/09/2024","5","1","43%","1.34","5","14","2","1","0","201","4","9","0","0","6","0","5","3","11","3","1","4","1","0","1","0","175","4","19","0","8/19 (42%)","5/10 (50%)","56%","3","15/25 (60%)","7/14 (50%)","3/8 (38%)","75%","4","5","22","12","0","2","0","0","0","0","3"
"Local - Atalanta vs Como","ALL","24/09/2024","5","2","59%","1.59","2","8","5","6","12","533","14","16","1","0","5","0","3","0","6","2","1","1","0","29","5","0","462","19","68","142/186 (76%)","26/41 (63%)","5/29 (17%)","52%","18","40/85 (47%)","22/35 (63%)","10/21 (48%)","50%","14","6","45","9","0","5","-0.71","2","1","0","7"
"Visita - Atalanta vs Como","ALL","24/09/2024","5","3","41%","1.06","1","14","3","2","17","386","29","12","3","0","7","0","4","3","7","7","1","0","1","12","1","0","311","12","37","54/81 (67%)","13/43 (30%)","1/7 (14%)","48%","11","45/85 (53%)","13/35 (37%)","4/7 (57%)","62%","29","13","54","31","0","3","-0.46","1","2","0","6"
"Local - Atalanta vs Como","1ST","24/09/2024","5","1","50%","0.15","0","2","3","3","0","228","11","6","0","0","2","0","0","0","1","1","0","0","0","0","2","0","192","8","35","0","16/30 (53%)","2/14 (14%)","49%","11","20/44 (45%)","11/19 (58%)","4/6 (67%)","45%","11","5","23","3","0","3","0","0","0","0","6"
"Visita - Atalanta vs Como","1ST","24/09/2024","5","0","50%","0.43","0","8","1","2","0","235","13","9","2","0","3","0","3","2","2","6","0","0","1","0","0","0","200","7","16","0","8/15 (53%)","1/4 (25%)","51%","9","24/44 (55%)","8/19 (42%)","2/4 (50%)","62%","13","8","27","10","0","1","0","0","0","0","2"
"Local - Atalanta vs Como","2ND","24/09/2024","5","1","68%","1.44","2","6","2","3","0","305","3","10","1","0","3","0","3","0","5","1","1","1","0","0","3","0","270","11","33","0","10/11 (91%)","3/15 (20%)","54%","7","20/41 (49%)","11/16 (69%)","6/15 (40%)","67%","3","1","22","6","0","2","0","0","0","0","1"
"Visita - Atalanta vs Como","2ND","24/09/2024","5","3","32%","0.64","1","6","2","0","0","151","16","3","1","0","4","0","1","1","5","1","1","0","0","0","1","0","111","5","21","0","5/28 (18%)","0/3 (0%)","46%","2","21/41 (51%)","5/16 (31%)","2/3 (67%)","63%","16","5","27","21","0","2","0","0","0","0","4"
"Local - AC Milan vs Lecce","ALL","27/09/2024","6","3","57%","1.65","6","15","7","4","5","498","16","8","1","1","6","2","7","2","11","4","2","4","2","20","2","0","457","13","55","141/167 (84%)","24/33 (73%)","3/17 (18%)","62%","8","37/59 (63%)","10/17 (59%)","13/19 (68%)","50%","16","3","38","10","0","7","0.46","2","1","0","10"
"Visita - AC Milan vs Lecce","ALL","27/09/2024","6","0","43%","0.49","0","16","3","7","8","372","14","4","1","0","7","0","6","3","7","9","0","0","1","16","1","4","331","9","37","67/83 (81%)","25/41 (61%)","7/18 (39%)","38%","12","22/59 (37%)","7/17 (41%)","5/9 (56%)","57%","14","2","38","11","1","3","-1.13","0","0","1","14"
"Local - AC Milan vs Lecce","1ST","27/09/2024","6","3","55%","1.07","4","8","3","3","0","235","5","6","0","0","4","1","3","1","7","1","2","2","2","0","2","0","214","7","25","0","8/12 (67%)","2/13 (15%)","65%","3","16/23 (70%)","4/8 (50%)","5/8 (63%)","60%","5","1","19","4","0","3","0","0","0","0","3"
"Visita - AC Milan vs Lecce","1ST","27/09/2024","6","0","45%","0.19","0","6","1","4","0","196","6","1","1","0","3","0","2","1","3","3","0","0","0","0","0","1","175","4","16","0","11/20 (55%)","4/9 (44%)","35%","4","7/23 (30%)","4/8 (50%)","1/2 (50%)","50%","6","0","14","9","0","1","0","0","0","0","7"
"Local - AC Milan vs Lecce","2ND","27/09/2024","6","0","59%","0.58","2","7","4","1","0","263","11","2","1","1","2","1","4","1","4","3","0","2","0","0","0","0","243","6","30","0","16/21 (76%)","1/4 (25%)","60%","5","21/36 (58%)","6/9 (67%)","8/11 (73%)","45%","11","2","19","6","0","4","0","0","0","0","7"
"Visita - AC Milan vs Lecce","2ND","27/09/2024","6","0","41%","0.30","0","10","2","3","0","176","8","3","0","0","4","0","4","2","4","6","0","0","1","0","1","3","156","5","21","0","14/21 (67%)","3/9 (33%)","40%","8","15/36 (42%)","3/9 (33%)","4/7 (57%)","63%","8","2","24","2","0","2","0","0","0","0","7"
"Local - Udinese vs Inter","ALL","28/09/2024","6","2","40%","0.77","2","9","4","7","13","383","10","5","1","0","3","0","1","5","7","2","1","1","0","24","1","0","327","15","41","52/77 (68%)","30/50 (60%)","7/23 (30%)","46%","6","25/53 (47%)","10/23 (43%)","10/19 (53%)","50%","10","4","30","14","0","4","-0.85","1","0","0","9"
"Visita - Udinese vs Inter","ALL","28/09/2024","6","3","60%","2.22","4","16","1","3","6","600","15","11","0","0","7","0","6","3","12","4","2","2","1","22","0","3","538","11","34","93/110 (85%)","45/67 (67%)","11/20 (55%)","54%","2","28/53 (53%)","13/23 (57%)","2/10 (20%)","67%","15","6","41","24","0","1","-0.84","0","0","0","5"
"Local - Udinese vs Inter","1ST","28/09/2024","6","1","38%","0.25","1","4","2","2","0","187","6","1","1","0","1","0","0","3","4","0","0","1","0","0","0","0","159","7","24","0","17/27 (63%)","4/12 (33%)","47%","3","13/25 (52%)","3/9 (33%)","6/8 (75%)","33%","6","2","17","8","0","2","0","0","0","0","5"
