Equipo,Tiempo,Fecha,Jornada,Goals,Ball possession,Expected goals,Big chances,Total shots,Goalkeeper saves,Corner kicks,Fouls,Passes,Tackles,Free kicks,Yellow cards,Red cards,Shots on target,Hit woodwork,Shots off target,Blocked shots,Shots inside box,Shots outside box,Big chances scored,Big chances missed,Through balls,Touches in penalty area,Fouled in final third,Offsides,Accurate passes,Throw-ins,Final third entries,Final third phase,Long balls,Crosses,Duels,Dispossessed,Ground duels,Aerial duels,Dribbles,Tackles won,Total tackles,Interceptions,Recoveries,Clearances,Errors lead to a shot,Total saves,Goals prevented,Big saves,High claims,Punches,Goal kicks
"Visita - Cremonese vs Udinese","1ST","20/10/2025","7","0","48%","0.05","0","1","1","0","7","179","11","7","1","0","0","0","1","0","1","0","0","0","0","0","1","1","146","13","28","0","22/33 (67%)","1/7 (14%)","60%","1","22/40 (55%)","11/15 (73%)","4/12 (33%)","36%","11","3","17","20","0","1","0","0","0","0","4"
"Local - Cremonese vs Udinese","2ND","20/10/2025","7","0","52%","0.56","1","4","0","2","8","171","7","7","2","0","1","1","2","1","2","2","0","1","0","0","1","0","129","15","27","0","15/29 (52%)","0/8 (0%)","44%","8","17/38 (45%)","7/17 (41%)","3/6 (50%)","71%","7","2","16","13","0","0","0","0","0","0","5"
"Visita - Cremonese vs Udinese","2ND","20/10/2025","7","1","48%","0.50","2","7","1","4","7","161","11","8","1","0","1","0","4","2","5","2","1","1","0","0","2","1","129","5","19","0","21/27 (78%)","4/9 (44%)","56%","3","21/38 (55%)","10/17 (59%)","2/6 (33%)","55%","11","3","20","14","0","1","0","0","0","0","8"
"Local - AC Milan vs Pisa","ALL","24/10/2025","8","2","68%","1.54","3","20","0","6","8","620","14","21","1","0","7","1","8","5","9","11","0","3","2","41","6","2","556","20","82","173/215 (80%)","28/41 (68%)","5/21 (24%)","61%","10","47/79 (59%)","15/23 (65%)","14/24 (58%)","79%","14","5","44","10","0","0","-0.98","0","1","0","5"
"Visita - AC Milan vs Pisa","ALL","24/10/2025","8","2","32%","1.42","2","8","5","2","21","291","20","7","3","0","2","0","3","3","3","5","2","0","1","12","1","1","231","10","30","44/61 (72%)","18/48 (38%)","2/11 (18%)","39%","6","32/79 (41%)","8/23 (35%)","6/14 (43%)","45%","20","11","45","31","0","5","-0.66","2","0","0","9"
"Local - AC Milan vs Pisa","1ST","24/10/2025","8","1","73%","0.35","0","7","0","2","3","370","6","13","0","0","3","0","3","1","1","6","0","0","0","0","2","2","342","9","45","0","18/24 (75%)","1/6 (17%)","63%","4","23/37 (62%)","4/6 (67%)","5/10 (50%)","83%","6","2","20","5","0","0","0","0","0","0","4"
"Visita - AC Milan vs Pisa","1ST","24/10/2025","8","0","27%","0.05","0","2","2","1","13","131","9","3","1","0","0","0","2","0","1","1","0","0","0","0","0","1","107","5","15","0","12/20 (60%)","1/6 (17%)","37%","3","14/37 (38%)","2/6 (33%)","2/5 (40%)","33%","9","6","22","12","0","2","0","0","0","0","3"
"Local - AC Milan vs Pisa","2ND","24/10/2025","8","1","62%","1.18","3","13","0","4","5","250","8","8","1","0","4","1","5","4","8","5","0","3","2","0","4","0","214","11","37","0","10/17 (59%)","4/15 (27%)","59%","6","24/42 (57%)","11/17 (65%)","9/14 (64%)","75%","8","3","24","5","0","0","0","0","0","0","1"
"Visita - AC Milan vs Pisa","2ND","24/10/2025","8","2","38%","1.37","2","6","3","1","8","160","11","4","2","0","2","0","1","3","2","4","2","0","1","0","1","0","124","5","15","0","6/28 (21%)","1/5 (20%)","41%","3","18/42 (43%)","6/17 (35%)","4/9 (44%)","55%","11","5","23","19","0","3","0","0","0","0","6"
"Local - Parma vs Como","ALL","25/10/2025","8","0","29%","0.57","4","10","2","3","7","234","16","14","0","0","3","1","4","3","6","4","0","4","0","21","2","3","177","17","37","44/74 (59%)","22/47 (47%)","4/12 (33%)","53%","12","34/69 (49%)","14/21 (67%)","4/11 (36%)","69%","16","9","41","15","0","2","0.28","0","0","0","7"
"Visita - Parma vs Como","ALL","25/10/2025","8","0","71%","0.43","0","6","3","3","14","584","19","7","1","0","2","0","3","1","4","2","0","0","0","22","2","3","525","25","57","104/138 (75%)","10/25 (40%)","6/19 (32%)","47%","7","35/69 (51%)","7/21 (33%)","9/18 (50%)","58%","19","6","38","26","0","3","0.49","0","1","0","3"
"Local - Parma vs Como","1ST","25/10/2025","8","0","27%","0.40","3","6","0","1","2","111","5","7","0","0","2","1","3","1","4","2","0","3","0","0","1","2","89","9","19","0","8/18 (44%)","3/6 (50%)","55%","5","15/29 (52%)","7/11 (64%)","3/6 (50%)","80%","5","4","14","10","0","0","0","0","0","0","3"
"Visita - Parma vs Como","1ST","25/10/2025","8","0","73%","0.19","0","3","2","2","7","310","8","2","0","0","0","0","2","1","1","2","0","0","0","0","1","3","282","13","27","0","5/12 (42%)","1/8 (13%)","45%","2","14/29 (48%)","4/11 (36%)","4/7 (57%)","88%","8","2","14","10","0","2","0","0","0","0","2"
"Local - Parma vs Como","2ND","25/10/2025","8","0","31%","0.17","1","4","2","2","5","123","11","7","0","0","1","0","1","2","2","2","0","1","0","0","1","1","88","8","18","0","14/29 (48%)","1/6 (17%)","52%","7","19/40 (48%)","7/10 (70%)","1/5 (20%)","64%","11","5","27","5","0","2","0","0","0","0","4"
"Visita - Parma vs Como","2ND","25/10/2025","8","0","69%","0.24","0","3","1","1","7","274","11","5","1","0","2","0","1","0","3","0","0","0","0","0","1","0","243","12","30","0","5/13 (38%)","5/11 (45%)","48%","5","21/40 (53%)","3/10 (30%)","5/11 (45%)","36%","11","4","24","16","0","1","0","0","0","0","1"
"Local - Udinese vs Lecce","ALL","25/10/2025","8","3","44%","1.03","3","8","1","4","12","354","30","12","2","0","4","1","2","2","8","0","3","0","0","23","1","1","264","20","56","61/103 (59%)","36/84 (43%)","2/15 (13%)","50%","10","48/91 (53%)","15/35 (43%)","8/24 (33%)","70%","30","9","55","27","1","1","-1.20","1","2","0","9"
"Visita - Udinese vs Lecce","ALL","25/10/2025","8","2","56%","0.38","0","13","1","9","12","441","26","12","2","0","3","0","7","3","2","11","0","0","0","16","1","0","351","23","62","80/122 (66%)","30/66 (45%)","6/23 (26%)","50%","14","43/91 (47%)","20/35 (57%)","6/22 (27%)","73%","26","9","49","14","1","1","-1.60","1","0","0","7"
"Local - Udinese vs Lecce","1ST","25/10/2025","8","2","57%","0.71","2","6","0","3","6","219","14","6","1","0","3","1","1","2","6","0","2","0","0","0","0","0","180","12","26","0","23/42 (55%)","1/10 (10%)","48%","3","24/45 (53%)","5/15 (33%)","5/14 (36%)","64%","14","5","25","10","0","0","0","0","0","0","5"
"Visita - Udinese vs Lecce","1ST","25/10/2025","8","0","43%","0.17","0","5","1","4","6","158","12","6","2","0","0","0","4","1","1","4","0","0","0","0","0","0","118","9","21","0","12/29 (41%)","1/11 (9%)","52%","8","21/45 (47%)","10/15 (67%)","4/10 (40%)","83%","12","5","21","10","0","1","0","0","0","0","4"
"Local - Udinese vs Lecce","2ND","25/10/2025","8","1","32%","0.32","1","2","1","1","6","135","16","6","1","0","1","0","1","0","2","0","1","0","0","0","1","1","84","8","30","0","13/42 (31%)","1/5 (20%)","52%","7","24/46 (52%)","10/20 (50%)","3/10 (30%)","75%","16","4","30","17","0","1","0","0","0","0","4"
"Visita - Udinese vs Lecce","2ND","25/10/2025","8","2","68%","0.21","0","8","0","5","6","283","14","6","0","0","3","0","3","2","1","7","0","0","0","0","1","0","233","14","41","0","18/37 (49%)","5/12 (42%)","48%","6","22/46 (48%)","10/20 (50%)","2/12 (17%)","64%","14","4","28","4","0","0","0","0","0","0","3"
"Local - SSC Napoli vs Inter","ALL","25/10/2025","8","3","43%","1.25","1","7","2","1","15","419","12","9","2","0","3","0","1","3","4","3","1","0","0","15","1","1","336","15","56","88/128 (69%)","23/51 (45%)","1/6 (17%)","50%","2","24/48 (50%)","14/28 (50%)","3/10 (30%)","67%","12","12","42","23","1","2","0.63","1","1","0","13"
"Visita - SSC Napoli vs Inter","ALL","25/10/2025","8","1","57%","1.89","2","15","0","4","10","536","9","14","1","0","3","2","9","3","9","6","1","1","0","25","1","1","461","21","46","93/126 (74%)","22/49 (45%)","11/22 (50%)","50%","8","24/48 (50%)","14/28 (50%)","1/5 (20%)","78%","9","9","46","16","0","0","-1.37","0","0","0","3"
"Local - SSC Napoli vs Inter","1ST","25/10/2025","8","1","43%","0.91","1","4","2","1","4","211","5","3","2","0","1","0","1","2","1","3","1","0","0","0","1","0","174","4","27","0","11/23 (48%)","1/5 (20%)","54%","1","10/19 (53%)","9/16 (56%)","1/4 (25%)","80%","5","6","18","12","0","2","0","0","0","0","8"
"Visita - SSC Napoli vs Inter","1ST","25/10/2025","8","0","57%","0.86","1","8","0","3","4","277","4","4","0","0","2","2","6","0","5","3","0","1","0","0","0","1","240","12","29","0","12/23 (52%)","5/10 (50%)","46%","4","9/19 (47%)","7/16 (44%)","1/2 (50%)","50%","4","5","20","6","0","0","0","0","0","0","3"
"Local - SSC Napoli vs Inter","2ND","25/10/2025","8","2","44%","0.34","0","3","0","0","11","208","7","6","0","0","2","0","0","1","3","0","0","0","0","0","0","1","162","11","29","0","12/28 (43%)","0/1 (0%)","46%","1","14/29 (48%)","5/12 (42%)","2/6 (33%)","57%","7","6","24","11","0","0","0","0","0","0","5"
"Visita - SSC Napoli vs Inter","2ND","25/10/2025","8","1","56%","1.02","1","7","0","1","6","259","5","10","1","0","1","0","3","3","4","3","1","0","0","0","1","0","221","9","17","0","10/26 (38%)","6/12 (50%)","54%","4","15/29 (52%)","7/12 (58%)","0/3 (0%)","100%","5","4","26","10","0","0","0","0","0","0","0"
"Local - Cremonese vs Atalanta","ALL","25/10/2025","8","1","35%","1.12","3","9","5","2","6","277","21","8","3","0","5","0","4","0","4","5","1","2","0","10","1","3","189","10","52","48/91 (53%)","20/67 (30%)","3/14 (21%)","56%","6","30/51 (59%)","23/44 (52%)","2/6 (33%)","57%","21","4","53","35","0","5","0.30","3","1","1","12"
"Visita - Cremonese vs Atalanta","ALL","25/10/2025","8","1","65%","1.15","1","20","4","10","8","523","10","6","1","0","6","0","6","8","12","8","0","1","0","30","3","2","441","22","63","133/182 (73%)","26/50 (52%)","6/26 (23%)","44%","12","21/51 (41%)","21/44 (48%)","6/15 (40%)","50%","10","0","58","23","0","4","0.01","1","2","1","8"
"Local - Cremonese vs Atalanta","1ST","25/10/2025","8","0","43%","0.38","1","6","2","2","1","180","8","3","1","0","2","0","4","0","2","4","0","1","0","0","0","2","133","5","29","0","14/36 (39%)","3/12 (25%)","51%","1","12/19 (63%)","12/28 (43%)","2/6 (33%)","63%","8","3","30","12","0","2","0","0","0","0","5"
"Visita - Cremonese vs Atalanta","1ST","25/10/2025","8","0","57%","0.39","0","7","2","5","3","246","5","1","0","0","2","0","0","5","5","2","0","0","0","0","1","1","201","5","30","0","11/23 (48%)","2/9 (22%)","49%","5","7/19 (37%)","16/28 (57%)","1/4 (25%)","20%","5","0","31","20","0","2","0","0","0","0","7"
"Local - Cremonese vs Atalanta","2ND","25/10/2025","8","1","25%","0.74","2","3","3","0","5","97","13","5","2","0","3","0","0","0","2","1","1","1","0","0","1","1","56","5","23","0","6/31 (19%)","0/2 (0%)","60%","5","18/32 (56%)","11/16 (69%)","0/0 (0%)","54%","13","1","23","23","0","3","0","0","0","0","7"
"Visita - Cremonese vs Atalanta","2ND","25/10/2025","8","1","75%","0.76","1","13","2","5","5","277","5","5","1","0","4","0","6","3","7","6","0","1","0","0","2","1","240","17","33","0","15/27 (56%)","4/17 (24%)","40%","7","14/32 (44%)","5/16 (31%)","5/11 (45%)","80%","5","0","27","3","0","2","0","0","0","0","1"
"Local - Torino vs Genoa","ALL","26/10/2025","8","2","59%","1.35","3","13","2","9","14","484","16","9","2","0","6","0","3","4","9","4","1","2","0","28","3","1","392","31","89","94/144 (65%)","25/56 (45%)","8/33 (24%)","53%","7","33/67 (49%)","22/36 (61%)","8/15 (53%)","88%","16","3","40","21","1","2","-0.19","0","0","0","11"
"Visita - Torino vs Genoa","ALL","26/10/2025","8","1","41%","1.90","4","11","5","1","9","344","14","14","2","0","3","0","5","3","8","3","1","3","0","18","2","0","269","22","56","78/108 (72%)","21/54 (39%)","4/15 (27%)","47%","12","34/67 (51%)","14/36 (39%)","7/11 (64%)","64%","14","4","44","47","0","5","-0.06","1","2","1","6"
"Local - Torino vs Genoa","1ST","26/10/2025","8","0","59%","0.27","1","3","0","3","6","263","4","4","1","0","1","0","1","1","2","1","0","1","0","0","1","1","214","17","48","0","15/31 (48%)","1/13 (8%)","51%","3","14/31 (45%)","10/16 (63%)","6/11 (55%)","75%","4","1","16","7","0","0","0","0","0","0","7"
"Visita - Torino vs Genoa","1ST","26/10/2025","8","1","41%","0.93","2","4","1","0","4","184","8","6","1","0","1","0","3","0","3","1","1","1","0","0","1","0","147","7","23","0","11/29 (38%)","1/6 (17%)","49%","4","17/31 (55%)","6/16 (38%)","4/4 (100%)","63%","8","3","22","22","0","1","0","0","0","0","2"
"Local - Torino vs Genoa","2ND","26/10/2025","8","2","59%","1.08","2","10","2","6","8","221","12","5","1","0","5","0","2","3","7","3","1","1","0","0","2","0","178","14","41","0","10/25 (40%)","7/20 (35%)","55%","4","19/36 (53%)","12/20 (60%)","2/4 (50%)","92%","12","2","24","14","0","2","0","0","0","0","4"
"Visita - Torino vs Genoa","2ND","26/10/2025","8","0","41%","0.97","2","7","4","1","5","160","6","8","1","0","2","0","2","3","5","2","0","2","0","0","1","0","122","15","33","0","10/25 (40%)","3/9 (33%)","45%","8","17/36 (47%)","8/20 (40%)","3/7 (43%)","67%","6","1","22","25","0","4","0","0","0","0","4"
"Local - Hellas Verona vs Cagliari","ALL","26/10/2025","8","2","37%","2.02","4","10","1","3","16","355","20","12","3","0","6","1","1","3","7","3","1","3","0","15","4","1","249","17","75","76/135 (56%)","12/57 (21%)","4/12 (33%)","56%","4","37/68 (54%)","20/34 (59%)","7/15 (47%)","55%","20","11","50","18","0","1","-0.92","1","1","0","7"
"Visita - Hellas Verona vs Cagliari","ALL","26/10/2025","8","2","63%","0.44","3","7","4","2","12","599","12","16","4","0","3","0","2","2","3","4","2","1","1","11","3","3","505","21","67","88/123 (72%)","14/41 (34%)","1/10 (10%)","44%","8","31/68 (46%)","14/34 (41%)","4/16 (25%)","50%","12","10","50","26","0","4","0.25","0","0","0","7"
"Local - Hellas Verona vs Cagliari","1ST","26/10/2025","8","1","38%","0.82","2","6","1","1","8","187","10","3","1","0","3","1","1","2","3","3","0","2","0","0","1","0","134","12","40","0","6/30 (20%)","1/4 (25%)","51%","1","16/33 (48%)","12/22 (55%)","3/8 (38%)","60%","10","5","26","9","0","1","0","0","0","0","4"
"Visita - Hellas Verona vs Cagliari","1ST","26/10/2025","8","0","62%","0.14","1","3","2","1","3","299","6","8","0","0","1","0","2","0","1","2","0","1","0","0","2","1","249","12","32","0","6/22 (27%)","1/5 (20%)","49%","4","17/33 (52%)","10/22 (45%)","3/9 (33%)","33%","6","5","23","14","0","2","0","0","0","0","4"
"Local - Hellas Verona vs Cagliari","2ND","26/10/2025","8","1","36%","1.20","2","4","0","2","8","168","10","9","2","0","3","0","0","1","4","0","1","1","0","0","3","1","115","5","35","0","6/27 (22%)","3/8 (38%)","62%","3","21/35 (60%)","8/12 (67%)","4/7 (57%)","50%","10","6","24","9","0","0","0","0","0","0","3"
"Visita - Hellas Verona vs Cagliari","2ND","26/10/2025","8","2","64%","0.30","2","4","2","1","9","300","6","8","4","0","2","0","0","2","2","2","2","0","1","0","1","2","256","9","35","0","8/19 (42%)","0/5 (0%)","38%","4","14/35 (40%)","4/12 (33%)","1/7 (14%)","67%","6","5","27","12","0","2","0","0","0","0","3"
"Local - Sassuolo vs AS Roma","ALL","26/10/2025","8","0","41%","1.06","2","11","7","6","18","334","19","16","3","0","1","0","7","3","7","4","0","2","0","21","1","1","255","21","45","58/98 (59%)","24/50 (48%)","4/14 (29%)","51%","8","41/76 (54%)","17/37 (46%)","6/12 (50%)","63%","19","11","44","27","1","7","0.48","1","2","2","9"
"Visita - Sassuolo vs AS Roma","ALL","26/10/2025","8","1","59%","1.74","5","15","1","6","16","483","14","18","2","0","8","1","6","1","11","4","1","4","1","19","4","1","398","19","59","90/126 (71%)","31/61 (51%)","1/15 (7%)","49%","7","35/76 (46%)","20/37 (54%)","4/16 (25%)","64%","14","2","47","23","0","1","0.39","1","1","0","10"
"Local - Sassuolo vs AS Roma","1ST","26/10/2025","8","0","42%","0.75","2","5","3","3","11","176","8","8","2","0","1","0","3","1","2","3","0","2","0","0","0","1","135","11","24","0","13/28 (46%)","2/3 (67%)","51%","4","16/35 (46%)","12/20 (60%)","0/4 (0%)","50%","8","5","21","12","0","3","0","0","0","0","7"
"Visita - Sassuolo vs AS Roma","1ST","26/10/2025","8","1","58%","0.49","2","7","1","1","8","236","8","11","1","0","4","0","3","0","4","3","1","1","1","0","3","0","198","6","26","0","17/31 (55%)","0/6 (0%)","49%","5","19/35 (54%)","8/20 (40%)","0/3 (0%)","63%","8","2","20","9","0","1","0","0","0","0","6"
"Local - Sassuolo vs AS Roma","2ND","26/10/2025","8","0","40%","0.30","0","6","4","3","7","158","11","8","1","0","0","0","4","2","5","1","0","0","0","0","1","0","120","10","21","0","11/22 (50%)","2/11 (18%)","52%","4","25/41 (61%)","5/17 (29%)","6/8 (75%)","73%","11","6","23","15","0","4","0","0","0","0","2"
"Visita - Sassuolo vs AS Roma","2ND","26/10/2025","8","0","60%","1.24","3","8","0","5","8","247","6","7","1","0","4","1","3","1","7","1","0","3","0","0","1","1","200","13","33","0","14/30 (47%)","1/9 (11%)","48%","2","16/41 (39%)","12/17 (71%)","4/13 (31%)","67%","6","0","27","14","0","0","0","0","0","0","4"
"Local - Fiorentina vs Bologna","ALL","26/10/2025","8","2","50%","3.72","6","19","1","5","13","326","10","18","3","0","7","0","7","5","15","4","2","4","0","21","6","5","256","17","43","52/84 (62%)","19/52 (37%)","5/22 (23%)","51%","7","29/57 (51%)","13/25 (52%)","2/7 (29%)","70%","10","6","35","18","0","1","-0.14","1","0","2","3"
"Visita - Fiorentina vs Bologna","ALL","26/10/2025","8","2","50%","0.55","2","6","4","6","20","330","12","13","5","1","3","0","2","1","4","2","2","0","0","17","0","3","252","21","44","48/81 (59%)","17/53 (32%)","3/14 (21%)","49%","4","28/57 (49%)","12/25 (48%)","4/10 (40%)","75%","12","8","29","30","0","4","0.53","2","0","3","10"
"Local - Fiorentina vs Bologna","1ST","26/10/2025","8","0","44%","0.86","1","5","1","2","7","175","3","9","1","0","1","0","4","0","4","1","0","1","0","0","2","4","141","6","17","0","6/22 (27%)","2/7 (29%)","43%","4","12/27 (44%)","6/15 (40%)","1/4 (25%)","33%","3","2","21","17","0","1","0","0","0","0","3"
"Visita - Fiorentina vs Bologna","1ST","26/10/2025","8","1","56%","0.13","1","3","1","4","9","220","7","7","1","0","2","0","1","0","2","1","1","0","0","0","0","1","180","11","20","0","12/28 (43%)","1/11 (9%)","57%","1","15/27 (56%)","9/15 (60%)","2/4 (50%)","71%","7","2","19","9","0","1","0","0","0","0","4"
"Local - Fiorentina vs Bologna","2ND","26/10/2025","8","2","59%","2.86","5","14","0","3","6","151","7","9","2","0","6","0","3","5","11","3","2","3","0","0","4","1","115","11","26","0","13/30 (43%)","3/15 (20%)","60%","3","17/30 (57%)","7/10 (70%)","1/3 (33%)","86%","7","4","14","1","0","0","0","0","0","0","0"
"Visita - Fiorentina vs Bologna","2ND","26/10/2025","8","1","41%","0.42","1","3","3","2","11","110","5","6","4","1","1","0","1","1","2","1","1","0","0","0","0","2","72","10","24","0","5/25 (20%)","2/3 (67%)","40%","3","13/30 (43%)","3/10 (30%)","2/6 (33%)","80%","5","6","10","21","0","3","0","0","0","0","6"
"Local - Lazio vs Juventus","ALL","26/10/2025","8","1","40%","0.78","0","13","5","2","11","343","9","18","2","0","3","0","6","4","9","4","0","0","0","27","1","0","270","16","36","46/74 (62%)","18/46 (39%)","3/8 (38%)","54%","6","32/62 (52%)","19/33 (58%)","6/12 (50%)","67%","9","5","38","33","0","5","0.76","1","1","2","11"
"Visita - Lazio vs Juventus","ALL","26/10/2025","8","0","60%","1.49","3","14","2","5","18","498","12","11","4","0","5","0","5","4","11","3","0","3","2","26","5","2","440","14","63","98/122 (80%)","25/44 (57%)","6/34 (18%)","46%","5","30/62 (48%)","14/33 (42%)","7/11 (64%)","75%","12","9","52","15","1","2","-0.67","0","0","0","5"
"Local - Lazio vs Juventus","1ST","26/10/2025","8","1","38%","0.29","0","4","1","0","5","171","4","9","1","0","1","0","2","1","3","1","0","0","0","0","1","0","133","8","14","0","9/20 (45%)","0/4 (0%)","53%","4","15/31 (48%)","10/16 (63%)","3/6 (50%)","75%","4","1","17","16","0","1","0","0","0","0","8"
"Visita - Lazio vs Juventus","1ST","26/10/2025","8","0","62%","0.74","1","7","0","1","9","272","7","5","1","0","1","0","4","2","6","1","0","1","1","0","2","1","245","7","33","0","12/17 (71%)","4/17 (24%)","47%","3","16/31 (52%)","6/16 (38%)","4/5 (80%)","71%","7","4","30","9","0","0","0","0","0","0","0"
"Local - Lazio vs Juventus","2ND","26/10/2025","8","0","42%","0.49","0","9","4","2","6","172","5","9","1","0","2","0","4","3","6","3","0","0","0","0","0","0","137","8","22","0","9/26 (35%)","3/4 (75%)","54%","2","17/31 (55%)","9/17 (53%)","3/6 (50%)","60%","5","4","21","17","0","4","0","0","0","0","3"
"Visita - Lazio vs Juventus","2ND","26/10/2025","8","0","58%","0.75","2","7","2","4","9","226","5","6","3","0","4","0","1","2","5","2","0","2","1","0","3","1","195","7","30","0","13/27 (48%)","2/17 (12%)","46%","2","14/31 (45%)","8/17 (47%)","3/6 (50%)","80%","5","5","22","6","0","2","0","0","0","0","5"
"Local - Lecce vs SSC Napoli","ALL","28/10/2025","9","0","41%","1.16","1","7","2","3","10","363","29","13","2","0","2","0","3","2","5","2","0","1","0","13","3","1","291","20","53","61/91 (67%)","19/54 (35%)","4/13 (31%)","50%","15","40/80 (50%)","12/24 (50%)","2/10 (20%)","48%","29","9","34","27","0","2","0.09","0","0","1","9"
"Visita - Lecce vs SSC Napoli","ALL","28/10/2025","9","1","59%","0.83","1","14","2","5","14","522","23","10","1","0","3","0","5","6","9","5","0","1","0","26","1","0","452","28","42","88/129 (68%)","18/39 (46%)","4/14 (29%)","50%","20","40/80 (50%)","12/24 (50%)","10/19 (53%)","78%","23","11","42","14","0","2","0.95","1","0","0","3"
"Local - Lecce vs SSC Napoli","1ST","28/10/2025","9","0","33%","0.10","0","1","1","0","6","166","8","6","0","0","0","0","1","0","1","0","0","0","0","0","0","0","131","7","19","0","3/24 (13%)","1/2 (50%)","41%","9","11/26 (42%)","4/11 (36%)","0/0 (0%)","13%","8","4","15","14","0","1","0","0","0","0","7"
"Visita - Lecce vs SSC Napoli","1ST","28/10/2025","9","0","67%","0.46","0","8","0","2","6","337","9","6","1","0","1","0","3","4","6","2","0","0","0","0","0","0","299","14","25","0","12/22 (55%)","2/7 (29%)","59%","5","15/26 (58%)","7/11 (64%)","2/5 (40%)","89%","9","4","15","3","0","0","0","0","0","0","1"
"Local - Lecce vs SSC Napoli","2ND","28/10/2025","9","0","52%","1.07","1","6","1","3","4","197","21","7","2","0","2","0","2","2","4","2","0","1","0","0","3","1","160","13","34","0","16/30 (53%)","3/11 (27%)","55%","6","29/54 (54%)","8/13 (62%)","2/10 (20%)","62%","21","5","19","13","0","1","0","0","0","0","2"
"Visita - Lecce vs SSC Napoli","2ND","28/10/2025","9","1","48%","0.36","1","6","2","3","8","185","14","4","0","0","2","0","2","2","3","3","0","1","0","0","1","0","153","14","17","0","6/17 (35%)","2/7 (29%)","45%","15","25/54 (46%)","5/13 (38%)","8/14 (57%)","71%","14","7","27","11","0","2","0","0","0","0","2"
"Local - Atalanta vs AC Milan","ALL","28/10/2025","9","1","56%","1.34","2","17","0","9","9","509","10","8","1","0","3","0","8","6","11","6","0","2","0","20","4","0","464","15","65","130/148 (88%)","27/43 (63%)","7/25 (28%)","47%","5","26/56 (46%)","7/14 (50%)","8/18 (44%)","70%","10","9","53","14","1","0","-0.47","0","0","2","4"
"Visita - Atalanta vs AC Milan","ALL","28/10/2025","9","1","44%","0.36","0","6","2","4","8","407","15","9","3","0","1","0","2","3","4","2","0","0","0","14","2","1","342","13","46","55/92 (60%)","10/32 (31%)","3/12 (25%)","53%","5","30/56 (54%)","7/14 (50%)","6/11 (55%)","60%","15","5","45","22","1","2","-0.55","2","1","0","8"
"Local - Atalanta vs AC Milan","1ST","28/10/2025","9","1","59%","0.82","2","10","0","4","3","270","6","4","0","0","2","0","6","2","6","4","0","2","0","0","2","0","247","8","30","0","12/17 (71%)","5/11 (45%)","52%","2","13/27 (48%)","4/6 (67%)","3/8 (38%)","67%","6","4","25","7","0","0","0","0","0","0","0"
"Visita - Atalanta vs AC Milan","1ST","28/10/2025","9","1","41%","0.05","0","2","1","2","4","189","7","3","1","0","1","0","0","1","0","2","0","0","0","0","0","1","157","5","20","0","5/18 (28%)","0/5 (0%)","48%","2","14/27 (52%)","2/6 (33%)","4/8 (50%)","71%","7","1","20","8","0","1","0","0","0","0","5"
"Local - Atalanta vs AC Milan","2ND","28/10/2025","9","0","53%","0.52","0","7","0","5","6","239","4","4","1","0","1","0","2","4","5","2","0","0","0","0","2","0","217","7","35","0","15/26 (58%)","2/14 (14%)","43%","3","13/29 (45%)","3/8 (38%)","5/10 (50%)","75%","4","5","28","7","0","0","0","0","0","0","4"
"Visita - Atalanta vs AC Milan","2ND","28/10/2025","9","0","47%","0.31","0","4","1","2","4","218","8","6","2","0","0","0","2","2","4","0","0","0","0","0","2","0","185","8","26","0","5/14 (36%)","3/7 (43%)","57%","3","16/29 (55%)","5/8 (63%)","2/3 (67%)","50%","8","4","25","14","0","1","0","0","0","0","3"
"Local - AS Roma vs Parma","ALL","29/10/2025","9","2","60%","1.01","1","18","4","9","8","519","11","9","0","0","6","0","8","4","11","7","0","1","1","27","1","3","439","23","63","111/155 (72%)","12/32 (38%)","7/28 (25%)","47%","7","32/64 (50%)","15/35 (43%)","14/24 (58%)","45%","11","11","47","15","0","4","0.73","1","1","0","3"
"Visita - AS Roma vs Parma","ALL","29/10/2025","9","1","40%","1.21","2","8","4","2","9","348","17","8","4","0","5","0","2","1","5","3","1","1","0","11","3","2","261","12","50","37/75 (49%)","21/54 (39%)","1/11 (9%)","53%","7","32/64 (50%)","20/35 (57%)","7/11 (64%)","59%","17","11","55","36","0","4","-0.40","0","1","0","9"
"Local - AS Roma vs Parma","1ST","29/10/2025","9","0","57%","0.24","1","4","1","3","1","260","2","6","0","0","2","0","1","1","2","2","0","1","1","0","0","3","219","11","30","0","7/18 (39%)","2/11 (18%)","38%","3","13/27 (48%)","2/13 (15%)","6/12 (50%)","50%","2","5","22","5","0","1","0","0","0","0","2"
"Visita - AS Roma vs Parma","1ST","29/10/2025","9","0","43%","0.30","0","4","2","1","6","201","9","1","2","0","1","0","2","1","3","1","0","0","0","0","1","2","156","6","26","0","12/26 (46%)","1/4 (25%)","62%","2","14/27 (52%)","11/13 (85%)","4/4 (100%)","56%","9","6","32","16","0","2","0","0","0","0","1"
"Local - AS Roma vs Parma","2ND","29/10/2025","9","2","64%","0.77","0","14","3","6","7","259","9","3","0","0","4","0","7","3","9","5","0","0","0","0","1","0","220","12","33","0","5/14 (36%)","5/17 (29%)","54%","4","19/37 (51%)","13/22 (59%)","8/12 (67%)","44%","9","6","25","10","0","3","0","0","0","0","1"
