referee_id,name,country,match_count,last_match_date,first_match_date,avg_yellow_cards,avg_red_cards,avg_booking_points,avg_fouls_total,avg_first_card_minute,avg_cards_1h,avg_cards_2h,avg_cards_et,competition_ids,competition_names,search_key,source_lots
787575,Abdullah Bugra Taskinsoy,Türkiye,50,2026-08-24,2021-08-29,4.1,0.3,47.0,24.2,30.28,1.56,2.84,0.0,52|98,1. Lig|Süper Lig,abdullah bugra taskinsoy,120
789754,Abigail Byrne,England,24,2026-08-15,2024-12-26,3.83,0.12,40.83,21.92,38.04,1.21,2.75,0.0,24|25,League One|League Two,abigail byrne,120
786822,Abraham Dominguez Cervantes,Spain,19,2026-08-17,2018-08-27,4.95,0.11,51.58,27.47,34.84,1.79,3.26,0.0,54,LaLiga Hypermotion,abraham dominguez cervantes,120
786789,Achim Untergasser,Austria,6,2026-05-02,2022-10-16,6.0,0.5,70.0,22.83,30.83,2.0,4.5,0.0,45,Austrian Bundesliga,achim untergasser,120
788130,Adam Herczeg,England,50,2026-08-29,2024-10-22,3.8,0.14,40.8,23.33,34.96,1.44,2.5,0.0,18|24|25,Championship|League One|League Two,adam herczeg,120
786264,Adam Ladeback,Sweden,50,2026-08-30,2024-06-01,3.38,0.02,34.2,23.86,36.02,1.3,2.1,0.0,40,Allsvenskan,adam ladeback,120
787636,Adi Aganovic,Sweden,50,2026-08-29,2023-05-28,3.44,0.08,36.0,22.12,31.88,1.3,2.22,0.0,40,Allsvenskan,adi aganovic,120
786429,Adnan Deniz Kayatepe,Türkiye,50,2026-08-23,2022-11-12,3.7,0.14,39.8,25.68,38.67,1.12,2.72,0.0,52|98,1. Lig|Süper Lig,adnan deniz kayatepe,120
92309,Adrian Viorel Cojocaru,Romania,50,2026-08-23,2022-10-08,4.44,0.2,48.4,22.78,37.46,1.58,3.06,0.0,152,Liga I,adrian viorel cojocaru,120
788930,Afro Rocha De Carvalho Filho,Brazil,30,2026-08-18,2023-06-04,4.87,0.17,52.0,28.27,29.3,1.53,3.5,0.0,325|390,Brasileirão Série A|Brasileirão Série B,afro rocha de carvalho filho,120
788577,Ahmed Taleb,France,49,2026-08-22,2023-08-12,3.18,0.27,37.14,25.31,33.67,1.24,2.2,0.0,182,Ligue 2,ahmed taleb,120
786288,Alain Sadikovski,Austria,26,2026-08-14,2022-11-05,3.92,0.38,46.92,20.96,37.16,1.12,3.19,0.0,45,Austrian Bundesliga,alain sadikovski,120
786501,Alan Dale,England,8,2026-08-15,2026-01-24,3.12,0.0,31.25,20.0,38.38,1.25,1.88,0.0,24|25,League One|League Two,alan dale,120
788429,Alberto Ruben Arena,Italy,33,2026-08-22,2024-08-18,4.12,0.06,42.42,26.09,35.76,1.58,2.61,0.0,23|53,Serie A|Serie B,alberto ruben arena,120
789262,Alejandro Morilla Turrion,Spain,22,2026-08-23,2025-08-25,4.45,0.27,50.0,27.43,35.71,1.5,3.23,0.0,54,LaLiga Hypermotion,alejandro morilla turrion,120
789763,Alejandro Ojaos Valera,Spain,23,2026-08-30,2025-08-25,5.26,0.35,59.57,27.43,32.65,2.09,3.52,0.0,54,LaLiga Hypermotion,alejandro ojaos valera,120
785396,Alessandro Dudic,Switzerland,50,2026-08-09,2022-10-18,5.0,0.42,58.4,24.76,33.31,1.6,3.82,0.0,215,Swiss Super League,alessandro dudic,120
786890,Alex Bos,Netherlands,50,2026-08-29,2024-08-16,3.36,0.18,37.2,22.42,37.37,1.26,2.28,0.0,37|131,Eerste Divisie|Eredivisie,alex bos,120
786335,Alex Chilowicz,USA,50,2026-08-15,2023-07-12,3.12,0.16,34.4,22.76,42.44,0.94,2.34,0.0,24|25|242,League One|League Two|MLS,alex chilowicz,120
789405,Alex Gomes Stefano,Brazil,50,2026-08-23,2024-08-05,4.74,0.26,52.6,29.1,33.46,1.62,3.38,0.0,325|390,Brasileirão Série A|Brasileirão Série B,alex gomes stefano,120
67172,Alexander Harkam,Austria,50,2026-08-29,2022-10-15,3.6,0.18,39.6,23.08,38.83,0.96,2.82,0.0,45,Austrian Bundesliga,alexander harkam,120
101894,Alexandre Perreau Niel,France,50,2026-05-09,2021-09-18,3.76,0.18,41.2,27.5,31.88,1.44,2.5,0.0,182,Ligue 2,alexandre perreau niel,120
786985,Alexandros Tsakalidis,Greece,48,2026-08-22,2021-09-11,5.08,0.06,52.08,30.48,31.54,1.71,3.44,0.0,185,Super League Greece,alexandros tsakalidis,120
788956,Alexis Da Silva,USA,50,2026-08-22,2023-07-15,4.2,0.08,43.6,24.74,33.54,1.52,2.76,0.0,242,MLS,alexis da silva,120
786059,Ali Sansalan,Türkiye,50,2026-08-23,2023-12-23,4.72,0.2,51.2,24.36,28.1,2.0,2.92,0.0,52|98,1. Lig|Süper Lig,ali sansalan,120
786096,Allard Lindhout,Netherlands,50,2026-08-23,2024-03-01,2.68,0.12,29.2,19.88,41.26,0.78,1.98,0.04,37|131,Eerste Divisie|Eredivisie,allard lindhout,120
241374,Allen Chapman,USA,50,2026-08-29,2024-04-27,3.1,0.14,33.8,19.8,39.08,1.06,2.18,0.0,242,MLS,allen chapman,120
790619,Alonso De Ena Wolf,Spain,21,2026-05-24,2025-08-24,5.67,0.38,64.29,27.52,31.48,1.38,4.67,0.0,54,LaLiga Hypermotion,alonso de ena wolf,120
786393,Alpaslan Sen,Türkiye,48,2026-08-29,2023-01-21,4.21,0.31,48.33,24.58,35.48,1.42,3.1,0.0,52|98,1. Lig|Süper Lig,alpaslan sen,120
787310,Alper Akarsu,Türkiye,50,2026-08-22,2022-11-20,4.2,0.14,44.8,23.3,29.98,1.72,2.62,0.0,52|98,1. Lig|Süper Lig,alper akarsu,120
790939,Alvaro Caranza,Argentina,5,2026-08-09,2026-04-03,4.4,0.2,48.0,27.2,32.6,2.2,2.4,0.0,155,Liga Profesional Argentina,alvaro caranza,120
256391,Alvaro Moreno Aragon,Spain,50,2026-05-30,2023-11-06,4.38,0.24,48.6,26.22,27.04,1.8,2.82,0.0,54,LaLiga Hypermotion,alvaro moreno aragon,120
244037,Anderson Daronco,Brazil,50,2026-08-29,2024-06-16,4.52,0.26,50.4,26.74,35.4,1.74,3.04,0.0,325|390,Brasileirão Série A|Brasileirão Série B,anderson daronco,120
141037,Andre Filipe Domingues Narciso,Portugal,50,2026-08-22,2023-11-05,5.28,0.16,56.0,30.19,29.76,1.86,3.58,0.0,238|239,Liga Portugal|Liga Portugal 2,andre filipe domingues narciso,120
790767,Andre Luis Skettino Policarpo Bento,Brazil,15,2026-08-24,2025-11-23,5.07,0.33,57.33,30.93,32.47,1.6,3.8,0.0,325|390,Brasileirão Série A|Brasileirão Série B,andre luis skettino policarpo bento,120
788427,Andrea Calzavara,Italy,19,2026-08-22,2025-08-23,4.11,0.11,43.16,29.84,35.32,1.58,2.63,0.0,23|53,Serie A|Serie B,andrea calzavara,120
786537,Andrea Colombo,Italy,50,2026-05-17,2023-04-08,4.92,0.2,53.2,28.32,28.14,1.88,3.24,0.0,23|53|185,Serie A|Serie B|Super League Greece,andrea colombo,120
788411,Andrea Zanotti,Italy,17,2026-08-29,2025-08-31,3.88,0.18,42.35,28.71,34.56,1.06,3.0,0.0,23|53,Serie A|Serie B,andrea zanotti,120
72045,Andrei Florin Chivulete,Romania,50,2026-08-30,2023-10-19,4.2,0.1,44.0,27.34,35.48,1.4,2.9,0.0,152,Liga I,andrei florin chivulete,120
787650,Andrei Moroita,Romania,34,2026-08-29,2020-10-25,4.47,0.18,48.24,25.29,32.21,1.59,3.06,0.0,152,Liga I,andrei moroita,120
787701,Andres Fuentes Molina,Spain,50,2026-08-15,2023-12-10,4.96,0.26,54.8,26.28,31.17,2.02,3.2,0.0,54,LaLiga Hypermotion,andres fuentes molina,120
327871,Andres Merlos,Argentina,50,2026-08-22,2024-09-14,4.74,0.24,52.2,22.24,27.44,1.74,3.14,0.1,155,Liga Profesional Argentina,andres merlos,120
789367,Andrew Humphries,England,38,2026-08-15,2024-03-12,3.47,0.32,41.05,21.29,34.82,1.37,2.42,0.0,24|25,League One|League Two,andrew humphries,120
787948,Andrew Kitchen,England,50,2026-08-22,2024-10-26,3.0,0.06,31.2,22.96,43.08,1.02,2.04,0.0,17|18|24,Championship|League One|Premier League,andrew kitchen,120
79884,Andy Madley,England,50,2026-08-28,2024-09-28,3.54,0.14,38.2,23.16,39.6,1.18,2.44,0.06,17|18|24,Championship|League One|Premier League,andy madley,120
133978,Angelos Evangelou,Greece,50,2026-08-23,2022-02-10,4.1,0.16,44.2,27.44,34.11,1.3,2.96,0.0,185,Super League Greece,angelos evangelou,120
787281,Anojen Kanagasingam,Switzerland,47,2026-08-22,2022-08-28,4.68,0.26,51.91,23.17,26.73,1.98,2.96,0.0,215,Swiss Super League,anojen kanagasingam,120
786002,Anthony Backhouse,England,50,2026-08-23,2024-04-20,4.22,0.08,43.8,20.84,33.8,1.48,2.82,0.0,18|24|25,Championship|League One|League Two,anthony backhouse,120
789825,Anthony Letellier,Belgium,13,2026-08-29,2025-02-02,2.62,0.0,26.15,21.69,39.69,1.31,1.31,0.0,38|131,Belgian Pro League|Eerste Divisie,anthony letellier,120
69853,Anthony Taylor,England,50,2026-05-24,2024-10-19,3.64,0.1,38.4,21.08,31.11,1.42,2.32,0.0,17,Premier League,anthony taylor,120
788295,Antoine Valnet,France,50,2026-08-29,2023-08-12,3.6,0.16,39.2,27.6,38.25,1.38,2.38,0.0,182,Ligue 2,antoine valnet,120
785873,Antonio Nobre,Portugal,50,2026-05-16,2023-11-04,5.06,0.34,57.4,29.38,33.1,1.48,3.92,0.0,238|239,Liga Portugal|Liga Portugal 2,antonio nobre,120
785204,Antonio Rapuano,Italy,50,2026-08-28,2023-12-10,4.82,0.26,53.4,28.68,27.42,1.7,3.38,0.0,23|53,Serie A|Serie B,antonio rapuano,120
785132,Anzhony Rodrigues,Portugal,50,2026-08-24,2023-01-22,4.66,0.24,51.4,26.86,32.68,1.62,3.28,0.0,238|239,Liga Portugal|Liga Portugal 2,anzhony rodrigues,120
234858,Armando Villarrea,USA,50,2026-08-29,2023-08-30,4.52,0.12,47.6,23.86,37.94,1.36,3.28,0.0,242,MLS,armando villarrea,120
786783,Arnes Talic,Austria,40,2026-08-30,2022-10-09,5.08,0.28,56.25,22.38,33.2,1.57,3.77,0.0,45,Austrian Bundesliga,arnes talic,120
789138,Asen Albayrak,Türkiye,6,2026-05-15,2026-01-11,4.33,0.0,43.33,22.83,23.33,2.33,2.0,0.0,52|98,1. Lig|Süper Lig,asen albayrak,120
786813,Atilla Karaoglan,Türkiye,50,2026-08-22,2023-08-19,5.56,0.24,60.4,27.08,25.08,2.18,3.62,0.0,52|98,1. Lig|Süper Lig,atilla karaoglan,120
786577,Augusto Menendez,Peru,50,2026-07-26,2022-05-28,5.42,0.38,61.8,23.12,31.58,1.96,3.84,0.0,406,Liga 1 Perú,augusto menendez,120
785119,Aurelien Petit,France,50,2026-08-22,2023-10-21,3.54,0.26,40.6,26.08,34.52,1.58,2.22,0.0,34|182,Ligue 1|Ligue 2,aurelien petit,120
788545,Ayberk Demirbas,Türkiye,34,2026-08-15,2023-02-04,3.26,0.21,36.76,22.53,36.97,1.24,2.24,0.0,98,1. Lig,ayberk demirbas,120
786894,Aydin Uslu,Denmark,50,2026-08-24,2022-04-17,3.28,0.12,35.2,21.7,38.9,1.02,2.38,0.0,39,Danish Superliga,aydin uslu,120
788296,Azzedine Souifi,France,50,2026-08-29,2022-09-02,3.78,0.18,41.4,29.3,34.77,1.18,2.78,0.0,34|182,Ligue 1|Ligue 2,azzedine souifi,120
67061,Bastian Dankert,Germany,50,2026-08-29,2022-09-18,3.26,0.12,35.0,21.22,38.62,1.12,2.26,0.0,35|44,2. Bundesliga|Bundesliga,bastian dankert,120
786776,Bastien Dechepy,France,50,2026-08-29,2022-09-07,4.52,0.28,50.8,25.4,32.43,1.42,3.38,0.0,34|182,Ligue 1|Ligue 2,bastien dechepy,120
789270,Batuhan Kolak,Türkiye,50,2026-08-29,2024-01-13,4.8,0.24,52.8,26.54,34.86,1.62,3.42,0.0,52|98,1. Lig|Süper Lig,batuhan kolak,120
240988,Ben Toner,England,50,2026-05-02,2024-09-28,4.36,0.22,48.0,24.74,37.51,1.26,3.32,0.0,18|24|25,Championship|League One|League Two,ben toner,120
102956,Benjamin Brand,Germany,50,2026-05-21,2023-09-03,4.26,0.24,47.4,21.64,33.46,1.42,3.08,0.0,35|44,2. Bundesliga|Bundesliga,benjamin brand,120
789566,Benjamin Speedie,England,50,2026-08-29,2025-01-24,2.9,0.1,31.0,23.42,42.6,0.96,2.02,0.02,18|24|25,Championship|League One|League Two,benjamin speedie,120
774129,Benoît Millot,France,50,2026-08-08,2023-09-03,3.98,0.26,45.0,26.66,32.54,1.62,2.62,0.0,34|182,Ligue 1|Ligue 2,benoit millot,120
788504,Berkay Erdemir,Türkiye,13,2026-08-08,2025-08-30,4.38,0.38,51.54,24.31,35.92,1.31,3.46,0.0,98,1. Lig,berkay erdemir,120
785483,Bert Put,Belgium,50,2026-08-16,2023-07-30,3.66,0.22,41.0,22.88,35.02,1.42,2.46,0.0,38,Belgian Pro League,bert put,120
789836,Bert Verbeke,Netherlands,31,2026-08-28,2025-02-14,3.1,0.1,32.9,21.32,43.57,1.06,2.13,0.0,38|131,Belgian Pro League|Eerste Divisie,bert verbeke,120
791295,Birkan Altindas,Türkiye,1,2026-08-23,2026-08-23,4.0,1.0,60.0,29.0,35.0,3.0,2.0,0.0,98,1. Lig,birkan altindas,120
369764,Bram Van Driessche,Belgium,50,2026-08-30,2024-04-14,3.84,0.16,41.6,21.76,36.02,1.2,2.8,0.0,38,Belgian Pro League,bram van driessche,120
554152,Braulio Da Silva Machado,Brazil,50,2026-08-23,2023-08-20,5.46,0.28,60.2,25.08,28.98,2.1,3.64,0.0,325|390,Brasileirão Série A|Brasileirão Série B,braulio da silva machado,120
789811,Brendan Roffet,France,18,2026-08-21,2025-08-09,4.56,0.22,50.0,27.72,24.61,1.56,3.22,0.0,182,Ligue 2,brendan roffet,120
790438,Bruno Amiconi,Argentina,17,2026-08-21,2025-04-28,5.82,0.29,64.12,20.41,27.24,1.88,4.24,0.0,155,Liga Profesional Argentina,bruno amiconi,120
785273,Bruno Arleu de Araujo,Brazil,50,2026-08-16,2024-11-12,5.3,0.16,56.2,27.6,31.06,1.9,3.56,0.0,325|390,Brasileirão Série A|Brasileirão Série B,bruno arleu de araujo,120
787902,Bruno Jose Ribeiro Pires Costa,Portugal,50,2026-08-28,2023-11-11,4.28,0.24,47.6,28.22,35.96,1.28,3.24,0.0,238|239,Liga Portugal|Liga Portugal 2,bruno jose ribeiro pires costa,120
788843,Bruno Mota Correia,Brazil,46,2026-07-22,2023-04-15,5.61,0.35,63.04,33.63,28.09,2.24,3.72,0.0,325|390,Brasileirão Série A|Brasileirão Série B,bruno mota correia,120
788853,Bruno Pereira Vasconcelos,Brazil,47,2026-08-19,2023-04-23,5.28,0.26,57.87,26.81,33.66,2.06,3.47,0.0,325|390,Brasileirão Série A|Brasileirão Série B,bruno pereira vasconcelos,120
786036,Bruno Vieira,Portugal,50,2026-05-03,2016-09-28,6.38,0.28,69.4,29.37,28.46,2.1,4.56,0.0,238|239,Liga Portugal|Liga Portugal 2,bruno vieira,120
786829,Burak Demirkiran,Türkiye,10,2026-08-08,2025-08-31,3.9,0.5,49.0,19.9,28.56,1.5,2.9,0.0,98,1. Lig,burak demirkiran,120
789166,Burak Kamalak,Türkiye,1,2026-08-28,2026-08-28,5.0,1.0,70.0,30.0,19.0,4.0,2.0,0.0,98,1. Lig,burak kamalak,120
787110,Burak Pakkan,Türkiye,50,2026-08-30,2022-11-06,5.22,0.3,58.2,25.61,29.62,2.06,3.46,0.0,52|98,1. Lig|Süper Lig,burak pakkan,120
785543,Cagdas Altay,Türkiye,50,2026-08-21,2023-06-07,3.92,0.2,43.2,24.36,36.04,1.42,2.7,0.0,52|98,1. Lig|Süper Lig,cagdas altay,120
786968,Carl Brook,England,50,2026-05-02,2024-09-28,4.32,0.16,46.4,22.1,37.9,1.38,3.1,0.0,24|25,League One|League Two,carl brook,120
787747,Carlos Andres Gariano,Argentina,50,2026-08-17,2024-09-20,4.66,0.26,51.8,24.08,35.56,1.66,3.26,0.0,155,Liga Profesional Argentina,carlos andres gariano,120
785882,Carlos Macedo,Portugal,50,2026-08-30,2023-10-07,3.88,0.22,43.2,28.36,36.12,1.28,2.82,0.0,238|239,Liga Portugal|Liga Portugal 2,carlos macedo,120
789597,Carlos Muniz Munoz,Spain,46,2026-08-28,2024-08-26,3.52,0.28,40.87,25.63,34.52,1.3,2.5,0.0,8|54,LaLiga EA Sports|LaLiga Hypermotion,carlos muniz munoz,120
108406,Charles Breakspear,England,50,2026-05-09,2023-12-26,4.82,0.24,53.0,25.46,34.15,1.34,3.72,0.0,18|24|25,Championship|League One|League Two,charles breakspear,120
789781,Charly Wendy Straub Deretti,Brazil,7,2026-08-15,2024-11-22,3.57,0.29,41.43,33.14,34.71,1.57,2.29,0.0,325|390,Brasileirão Série A|Brasileirão Série B,charly wendy straub deretti,120
107059,Chris Kavanagh,England,50,2026-08-29,2024-08-19,4.28,0.18,46.4,21.78,31.5,1.46,3.0,0.0,17|18,Championship|Premier League,chris kavanagh,120
314522,Chris Penso,USA,50,2026-08-16,2023-04-22,4.82,0.18,51.8,22.94,33.14,1.8,3.2,0.0,242,MLS,chris penso,120
52185,Christian Dingert,Germany,50,2026-05-09,2022-08-21,4.24,0.24,47.2,23.0,31.45,1.32,3.16,0.0,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,christian dingert,120
72730,Christian Moen,Norway,50,2026-08-30,2022-04-03,3.12,0.02,31.6,18.49,38.29,1.16,1.98,0.0,20,Eliteserien,christian moen,120
78732,Christian-Petru Ciochirca,Austria,50,2026-08-16,2022-09-17,3.88,0.12,41.2,23.34,33.96,1.3,2.7,0.0,45,Austrian Bundesliga,christian petru ciochirca,120
786439,Cihan Aydin,Türkiye,50,2026-08-30,2024-04-15,4.14,0.24,46.2,26.6,34.76,1.22,3.16,0.0,52|98,1. Lig|Süper Lig,cihan aydin,120
786312,Claudio Filipe Ruivo Pereira,Portugal,50,2026-08-21,2024-08-10,5.06,0.44,59.4,28.52,34.94,1.66,3.84,0.0,238|239,Liga Portugal|Liga Portugal 2,claudio filipe ruivo pereira,120
789093,Claudio Giuseppe Allegretta,Italy,17,2026-08-29,2025-08-24,3.94,0.06,40.59,26.41,31.82,1.53,2.47,0.0,23|53,Serie A|Serie B,claudio giuseppe allegretta,120
786489,Clay Ruperti,Netherlands,50,2026-08-24,2023-03-06,2.86,0.06,29.8,22.48,46.3,0.8,2.12,0.0,131,Eerste Divisie,clay ruperti,120
81627,Craig Pawson,England,50,2026-08-30,2023-08-26,3.7,0.14,39.8,22.26,42.89,1.06,2.78,0.0,17|18,Championship|Premier League,craig pawson,120
789783,Daiane Caroline Muniz Dos Santos,Brazil,9,2026-08-25,2024-11-24,3.44,0.0,34.44,24.78,54.0,0.78,2.67,0.0,325|390,Brasileirão Série A|Brasileirão Série B,daiane caroline muniz dos santos,120
85870,Damaso Arcediano Monescillo,Spain,50,2026-08-15,2024-02-04,5.48,0.32,61.2,30.06,30.52,2.0,3.8,0.0,54,LaLiga Hypermotion,damaso arcediano monescillo,120
791293,Daniel Bruno da Silva Pinto,Portugal,1,2026-08-23,2026-08-23,2.0,0.0,20.0,30.0,56.0,0.0,2.0,0.0,239,Liga Portugal 2,daniel bruno da silva pinto,120
786706,Daniel Higraff,Norway,50,2026-08-02,2022-10-22,2.8,0.12,30.4,18.98,42.31,0.92,2.0,0.0,20,Eliteserien,daniel higraff,120
789774,Daniel Miranda Bolano,Spain,2,2026-08-28,2026-08-16,5.0,0.0,50.0,26.0,33.0,2.0,3.0,0.0,54,LaLiga Hypermotion,daniel miranda bolano,120
789252,Daniel Palencia Caballero,Spain,44,2026-08-22,2024-08-18,5.27,0.34,59.55,28.7,30.45,2.07,3.55,0.0,54,LaLiga Hypermotion,daniel palencia caballero,120
786291,Daniel Pfister,Austria,32,2026-08-21,2021-08-14,5.12,0.28,56.88,24.0,31.44,1.69,3.72,0.0,45,Austrian Bundesliga,daniel pfister,120
102955,Daniel Schlager,Germany,50,2026-05-22,2023-08-05,4.28,0.28,48.4,21.54,31.08,1.44,3.12,0.0,35|44|185,2. Bundesliga|Bundesliga|Super League Greece,daniel schlager,120
787683,Daniel Ureta,Peru,50,2026-08-23,2024-03-13,4.64,0.48,56.0,22.46,34.02,1.78,3.34,0.0,406,Liga 1 Perú,daniel ureta,120
789807,Daniel Zamora,Argentina,17,2026-08-03,2024-12-13,5.59,0.24,60.59,26.18,32.35,2.0,3.82,0.0,155,Liga Profesional Argentina,daniel zamora,120
79484,Daniele Doveri,Italy,50,2026-05-24,2023-11-04,3.36,0.12,36.0,24.82,40.92,0.8,2.68,0.0,23|53,Serie A|Serie B,daniele doveri,120
788156,Daniele Perenzoni,Italy,50,2026-08-29,2023-04-23,4.3,0.14,45.8,26.4,27.58,1.54,2.9,0.0,23|53,Serie A|Serie B,daniele perenzoni,120
72792,Danny Makkelie,Netherlands,50,2026-08-23,2024-10-19,3.2,0.12,34.4,21.96,37.74,1.14,2.18,0.0,37|131|185,Eerste Divisie|Eredivisie|Super League Greece,danny makkelie,120
322839,Dario Herrera,Argentina,50,2026-08-29,2024-09-22,5.88,0.4,66.8,25.88,27.82,1.9,4.28,0.1,155,Liga Profesional Argentina,dario herrera,120
79897,Darren Drysdale,England,50,2026-04-25,2024-03-09,3.54,0.16,38.6,22.34,36.24,1.12,2.58,0.0,24|25,League One|League Two,darren drysdale,120
74774,Darren England,England,50,2026-08-22,2023-04-27,4.52,0.14,48.0,22.3,40.34,1.08,3.58,0.0,17|18,Championship|Premier League,darren england,120
788982,Davi de Oliveira Lacerda,Brazil,50,2026-08-16,2024-11-13,4.82,0.24,53.0,23.08,35.04,1.58,3.48,0.0,325|390,Brasileirão Série A|Brasileirão Série B,davi de oliveira lacerda,120
786639,David Huaman,Peru,32,2026-08-16,2018-02-25,4.91,0.34,55.94,34.33,39.69,1.56,3.69,0.0,406,Liga 1 Perú,david huaman,240
787265,David Rafael Oliveira da Silva,Portugal,50,2026-08-14,2024-01-20,5.56,0.22,60.0,28.4,30.1,1.72,4.06,0.0,238|239,Liga Portugal|Liga Portugal 2,david rafael oliveira da silva,240
