referee_id,name,country,match_count,last_match_date,first_match_date,avg_yellow_cards,avg_red_cards,avg_booking_points,avg_fouls_total,avg_first_card_minute,avg_cards_1h,avg_cards_2h,avg_cards_et,competition_ids,competition_names,search_key,source_lots
786602,Jesus Cartagena,Peru,50,2026-08-30,2023-04-07,5.42,0.64,67.0,24.64,22.73,2.5,3.56,0.0,406,Liga 1 Perú,jesus cartagena,360
786788,Joakim Ostling,Sweden,50,2026-08-24,2024-04-06,4.3,0.06,44.2,25.7,32.94,1.52,2.84,0.0,40,Allsvenskan,joakim ostling,360
787273,Joao Antonio Ferreira Goncalves,Portugal,50,2026-08-15,2024-05-05,5.16,0.44,60.4,26.41,26.65,1.98,3.62,0.0,238|239,Liga Portugal|Liga Portugal 2,joao antonio ferreira goncalves,360
787850,João Pedro Afonso,Portugal,41,2026-08-14,2021-08-07,5.32,0.2,57.07,30.85,27.98,2.27,3.24,0.0,239,Liga Portugal 2,joao pedro afonso,360
222742,Joao Pedro Pinheiro,Portugal,50,2026-08-23,2023-10-29,5.02,0.22,54.6,28.28,30.98,1.56,3.68,0.0,238|239,Liga Portugal|Liga Portugal 2,joao pedro pinheiro,360
788844,Joao Vitor Gobi,Brazil,50,2026-08-22,2023-04-15,4.2,0.26,47.2,27.66,39.84,1.4,3.06,0.0,325|390,Brasileirão Série A|Brasileirão Série B,joao vitor gobi,360
786627,Joel Alarcon,Peru,50,2026-08-28,2024-04-05,3.1,0.32,37.4,20.68,35.77,1.4,2.02,0.0,406,Liga 1 Perú,joel alarcon,360
785404,Joey Kooij,Netherlands,50,2026-08-29,2023-11-26,3.16,0.06,32.8,22.98,39.02,0.98,2.24,0.0,37|131,Eerste Divisie|Eredivisie,joey kooij,360
787105,Johannes von Mandach,Switzerland,49,2026-08-29,2022-09-10,4.98,0.27,55.1,24.9,25.71,1.92,3.33,0.0,215,Swiss Super League,johannes von mandach,360
785811,John Brooks,England,50,2026-08-24,2023-05-28,4.82,0.16,51.4,22.52,30.78,1.56,3.42,0.0,17|18|24,Championship|League One|Premier League,john brooks,360
785840,John Busby,England,50,2026-08-29,2024-08-10,3.72,0.12,39.6,21.44,36.9,1.26,2.58,0.0,18|24,Championship|League One,john busby,360
786376,Jon Ander Gonzalez Esteban,Spain,50,2026-08-25,2024-01-28,4.26,0.12,45.0,24.7,28.92,1.58,2.8,0.0,8|54,LaLiga EA Sports|LaLiga Hypermotion,jon ander gonzalez esteban,360
787582,Jon Freemon,USA,50,2026-08-22,2024-03-30,4.86,0.2,52.6,24.28,33.25,1.76,3.3,0.0,242,MLS,jon freemon,360
787421,Jonas Hansen,Denmark,50,2026-08-02,2021-07-18,4.22,0.22,46.6,21.82,30.94,1.38,3.06,0.0,39,Danish Superliga,jonas hansen,360
788983,Jonathan Benkenstein Pinheiro,Brazil,50,2026-08-28,2023-07-29,3.4,0.16,37.2,28.38,34.88,1.36,2.2,0.0,325|390,Brasileirão Série A|Brasileirão Série B,jonathan benkenstein pinheiro,360
786991,Jordi Espinoza,Peru,50,2026-08-29,2023-08-01,5.52,0.36,62.4,25.84,26.56,2.12,3.76,0.0,406,Liga 1 Perú,jordi espinoza,360
346012,Jorge Balino,Argentina,50,2026-08-15,2022-06-04,4.0,0.12,42.4,26.92,33.2,1.5,2.62,0.0,155,Liga Profesional Argentina,jorge balino,360
788127,Jorgen Haugen,Norway,6,2026-08-07,2026-04-19,3.83,0.33,45.0,28.67,29.0,1.33,2.83,0.0,20,Eliteserien,jorgen haugen,360
785418,Jose Antonio Sanchez Villalobos,Spain,42,2026-08-24,2024-08-23,5.86,0.31,64.76,26.98,28.21,2.0,4.17,0.0,54,LaLiga Hypermotion,jose antonio sanchez villalobos,360
788320,Jose Bessa,Portugal,50,2026-08-15,2022-09-04,5.72,0.34,64.0,26.42,24.46,2.24,3.82,0.0,238|239,Liga Portugal|Liga Portugal 2,jose bessa,360
791188,Jose Carlos Silva Campos Rodrigues,Portugal,1,2026-08-08,2026-08-08,3.0,0.0,30.0,25.0,14.0,2.0,1.0,0.0,239,Liga Portugal 2,jose carlos silva campos rodrigues,360
786379,Jose Luis Guzman Mansilla,Spain,50,2026-08-29,2023-12-10,4.7,0.18,50.6,24.56,32.74,1.56,3.32,0.0,8|54,LaLiga EA Sports|LaLiga Hypermotion,jose luis guzman mansilla,360
787359,Jose Mendonca da Silva Junior,Brazil,30,2026-07-23,2019-10-06,4.67,0.47,56.0,26.87,31.23,1.9,3.23,0.0,325|390,Brasileirão Série A|Brasileirão Série B,jose mendonca da silva junior,360
789571,Jose Rodrigues,Portugal,5,2026-05-09,2024-08-17,3.8,0.4,46.0,29.2,39.8,1.4,2.8,0.0,239,Liga Portugal 2,jose rodrigues,360
786475,Joseph Dickerson,USA,50,2026-08-19,2022-07-29,4.36,0.18,47.2,25.44,35.92,1.48,3.06,0.0,242,MLS,joseph dickerson,360
787286,Josh Smith,England,50,2026-08-29,2024-09-28,3.94,0.16,42.6,20.8,37.48,1.24,2.86,0.0,17|18|24|25,Championship|League One|League Two|Premier League,josh smith,360
789376,Joshua Encarnacion,USA,4,2026-08-19,2025-10-18,5.25,0.25,57.5,29.5,29.5,2.25,3.25,0.0,242,MLS,joshua encarnacion,360
790653,Joshua Kuipers,Netherlands,19,2026-08-21,2025-09-16,3.68,0.05,37.89,24.68,38.16,1.05,2.68,0.0,131,Eerste Divisie,joshua kuipers,360
791310,Juan Gordillo,Spain,1,2026-08-23,2026-08-23,7.0,0.0,70.0,21.0,34.0,1.0,6.0,0.0,54,LaLiga Hypermotion,juan gordillo,360
179917,Juan Luca Sacchi,Italy,50,2026-08-23,2023-10-06,4.3,0.14,45.8,28.16,32.47,1.72,2.72,0.0,23|53,Serie A|Serie B,juan luca sacchi,360
789652,Juan Pafundi,Argentina,21,2026-08-15,2024-09-20,4.57,0.14,48.57,24.9,32.05,1.95,2.76,0.0,155,Liga Profesional Argentina,juan pafundi,360
67878,Julian Weinberger,Austria,50,2026-08-22,2022-07-30,4.34,0.2,47.4,22.36,34.81,1.34,3.2,0.0,45,Austrian Bundesliga,julian weinberger,360
789779,Julio Cesar Pfleger,Brazil,2,2026-08-14,2024-11-22,6.0,1.0,80.0,31.0,39.0,1.5,5.5,0.0,390,Brasileirão Série B,julio cesar pfleger,360
787615,Julio Cesar Quiroz,Peru,50,2026-08-14,2020-10-01,5.64,0.42,64.8,27.69,26.26,2.2,3.86,0.0,406,Liga 1 Perú,julio cesar quiroz,360
790829,Junior Rivera,Peru,4,2026-08-16,2026-01-30,3.5,0.75,50.0,21.5,26.5,1.5,2.75,0.0,406,Liga 1 Perú,junior rivera,360
789133,Kaan Kara,Türkiye,1,2026-08-16,2026-08-16,3.0,0.0,30.0,20.0,51.0,0.0,3.0,0.0,98,1. Lig,kaan kara,360
786032,Kadir Saglam,Türkiye,50,2026-08-17,2024-01-21,5.34,0.26,58.6,27.4,32.41,2.04,3.56,0.0,52|98,1. Lig|Süper Lig,kadir saglam,360
785369,Karim Abed,France,50,2026-08-28,2023-02-11,3.16,0.08,33.2,24.0,34.9,1.18,2.06,0.0,34|182,Ligue 1|Ligue 2,karim abed,360
786583,Kevin Ortega,Peru,50,2026-08-02,2024-02-09,4.72,0.46,56.4,21.68,32.42,1.74,3.44,0.0,406,Liga 1 Perú,kevin ortega,360
785203,Kevin van Damme,Belgium,50,2026-08-29,2023-02-11,3.86,0.28,44.2,21.34,39.62,1.1,3.04,0.0,38,Belgian Pro League,kevin van damme,360
789285,Kirsty Dowle,England,16,2026-04-25,2023-12-16,3.19,0.06,33.12,20.25,32.62,1.19,2.06,0.0,24|25,League One|League Two,kirsty dowle,360
789355,Klass Clerkx,Netherlands,6,2026-04-17,2024-03-08,2.83,0.0,28.33,21.83,41.8,1.0,1.83,0.0,38|131,Belgian Pro League|Eerste Divisie,klass clerkx,360
790917,Kleber Ariel Goncalves Silva,Brazil,4,2026-08-08,2026-03-22,3.75,0.5,47.5,33.25,46.0,1.5,2.75,0.0,390,Brasileirão Série B,kleber ariel goncalves silva,360
785849,Konrad Oldhafer,Germany,13,2026-08-16,2024-12-08,3.77,0.15,40.77,22.0,33.15,1.31,2.62,0.0,44,2. Bundesliga,konrad oldhafer,360
786236,Konstantinos Tsetsilas,Greece,21,2026-08-29,2021-10-16,5.95,0.38,67.14,27.05,24.6,2.29,4.05,0.0,185,Super League Greece,konstantinos tsetsilas,360
78964,Kristoffer Hagenes,Norway,50,2026-07-26,2022-05-07,4.1,0.12,43.4,23.52,36.54,1.36,2.86,0.0,20,Eliteserien,kristoffer hagenes,360
64288,Kristoffer Karlsson,Sweden,50,2026-08-16,2024-04-28,3.82,0.22,42.6,25.66,36.06,1.54,2.5,0.0,40,Allsvenskan,kristoffer karlsson,360
786389,Lars Erbst,Germany,29,2026-08-29,2022-11-10,4.14,0.24,46.21,25.34,33.45,1.24,3.14,0.0,44,2. Bundesliga,lars erbst,360
788462,Lasse Laebel Graagaard,Denmark,48,2026-08-16,2023-03-19,2.56,0.08,27.29,21.4,46.41,0.85,1.79,0.0,39,Danish Superliga,lasse laebel graagaard,360
780208,Laurens Gerrets,Netherlands,50,2026-08-17,2023-12-01,3.68,0.2,40.8,24.58,35.12,1.34,2.54,0.0,37|131,Eerste Divisie|Eredivisie,laurens gerrets,360
329457,Lawrence Visser,Belgium,50,2026-08-30,2023-10-06,4.16,0.36,48.8,21.98,33.5,1.5,3.02,0.0,38,Belgian Pro League,lawrence visser,360
787028,Leandro Rey Hilfer,Argentina,50,2026-08-30,2024-06-13,5.02,0.16,53.4,25.92,27.68,2.04,3.14,0.0,155,Liga Profesional Argentina,leandro rey hilfer,360
88704,Lee Swabey,England,50,2026-05-02,2024-03-09,4.34,0.14,46.2,22.88,25.55,1.68,2.8,0.0,24|25,League One|League Two,lee swabey,360
791296,Lefteris Katopis,Greece,1,2026-08-23,2026-08-23,0.0,0.0,0.0,33.0,,0.0,0.0,0.0,185,Super League Greece,lefteris katopis,360
786973,Leigh Doughty,England,50,2026-08-15,2024-04-01,4.5,0.1,47.0,22.78,33.45,1.6,3.0,0.0,18|24|25,Championship|League One|League Two,leigh doughty,360
788948,Leonardo Willers Lorenzatto,Brazil,4,2026-08-16,2023-07-01,5.75,0.5,67.5,31.0,37.5,1.75,4.5,0.0,390,Brasileirão Série B,leonardo willers lorenzatto,360
790638,Lewis Sandoe,England,4,2026-04-28,2026-02-21,3.5,0.0,35.0,17.5,29.5,1.75,1.75,0.0,24|25,League One|League Two,lewis sandoe,360
787671,Lewis Smith,England,50,2026-08-15,2024-11-02,3.76,0.06,38.8,21.9,33.51,1.48,2.34,0.0,17|18|24|25,Championship|League One|League Two|Premier League,lewis smith,360
273389,Livio Marinelli,Italy,50,2026-08-30,2023-12-01,3.96,0.32,46.0,26.84,39.2,1.2,3.08,0.0,23|53,Serie A|Serie B,livio marinelli,360
789331,Lorenzo Hernandez,USA,31,2026-08-22,2024-02-24,4.58,0.19,49.68,24.29,33.74,1.68,3.1,0.0,242,MLS,lorenzo hernandez,360
785710,Lothar D'hondt,Belgium,50,2026-08-15,2023-11-26,4.2,0.28,47.6,25.06,43.02,1.14,3.28,0.06,38,Belgian Pro League,lothar d hondt,360
786682,Luca Cibelli,Switzerland,50,2026-08-09,2023-03-11,5.0,0.32,56.4,23.72,31.46,1.74,3.58,0.0,215,Swiss Super League,luca cibelli,360
601974,Luca Massimi,Italy,50,2026-05-10,2023-03-01,4.42,0.24,49.0,29.86,24.33,1.96,2.7,0.0,23|53,Serie A|Serie B,luca massimi,360
786658,Luca Piccolo,Switzerland,50,2026-08-30,2021-11-20,5.26,0.32,59.0,26.84,27.39,2.3,3.28,0.0,215,Swiss Super League,luca piccolo,360
789129,Lucas Canetto Bellote,Brazil,25,2026-08-30,2023-09-30,4.72,0.24,52.0,25.84,31.2,1.72,3.24,0.0,325|390,Brasileirão Série A|Brasileirão Série B,lucas canetto bellote,360
789502,Lucas Casagrande,Brazil,45,2026-08-22,2024-07-20,4.4,0.18,47.56,28.16,41.4,1.24,3.33,0.0,325|390,Brasileirão Série A|Brasileirão Série B,lucas casagrande,360
789412,Lucas Guimarães Rechatiko Horn,Brazil,20,2026-08-23,2024-04-20,4.4,0.25,49.0,30.6,35.6,1.55,3.1,0.0,390,Brasileirão Série B,lucas guimaraes rechatiko horn,360
787225,Lucas Paulo Torezin,Brazil,50,2026-08-15,2024-04-17,5.38,0.34,60.6,27.48,33.04,1.88,3.84,0.0,325|390,Brasileirão Série A|Brasileirão Série B,lucas paulo torezin,360
790596,Luis Bestard Servera,Spain,24,2026-06-09,2025-08-17,5.17,0.25,56.67,27.58,28.74,2.21,3.21,0.0,54,LaLiga Hypermotion,luis bestard servera,360
789731,Luis Carlos Mateus Filipe,Portugal,31,2026-08-30,2024-12-08,4.42,0.19,48.06,26.2,38.67,1.35,3.26,0.0,238|239,Liga Portugal|Liga Portugal 2,luis carlos mateus filipe,360
594358,Luís Godinho,Portugal,50,2026-08-30,2024-03-30,5.08,0.18,54.4,28.9,35.84,1.34,3.92,0.0,185|238|239,Liga Portugal|Liga Portugal 2|Super League Greece,luis godinho,360
788163,Luis Lobo Medina,Argentina,50,2026-08-15,2024-10-26,5.34,0.24,58.2,23.65,25.12,2.1,3.48,0.0,155,Liga Profesional Argentina,luis lobo medina,360
788933,Luiz Augusto Silveira Tisne,Brazil,7,2026-08-07,2023-06-06,4.29,0.43,51.43,35.57,31.14,1.71,3.0,0.0,390,Brasileirão Série B,luiz augusto silveira tisne,360
281869,Lukas Benen,Germany,23,2026-08-15,2023-10-29,4.61,0.43,54.78,26.17,34.74,1.52,3.52,0.0,44,2. Bundesliga,lukas benen,360
148992,Lukas Fahndrich,Switzerland,50,2026-08-29,2023-01-22,3.62,0.18,39.8,25.72,34.12,1.28,2.52,0.0,215,Swiss Super League,lukas fahndrich,360
789163,Maco Di Loreto,Italy,1,2026-08-23,2026-08-23,5.0,0.0,50.0,30.0,39.0,2.0,3.0,0.0,53,Serie B,maco di loreto,360
786134,Mads-Kristoffer Kristoffersen,Denmark,50,2026-08-23,2023-03-03,3.5,0.06,36.2,21.18,45.14,0.98,2.58,0.0,39,Danish Superliga,mads kristoffer kristoffersen,360
788405,Maguielson Lima Barbosa,Brazil,48,2026-08-28,2022-09-10,5.33,0.35,60.42,29.27,30.71,2.02,3.67,0.0,325|390,Brasileirão Série A|Brasileirão Série B,maguielson lima barbosa,360
787569,Malik Badawi,USA,50,2026-08-29,2020-09-02,4.02,0.1,42.2,23.1,39.4,1.24,2.88,0.0,242,MLS,malik badawi,360
788715,Manuel Angel Perez Hernandez,Spain,47,2026-08-29,2024-08-24,5.81,0.28,63.62,27.64,29.04,2.43,3.66,0.0,54,LaLiga Hypermotion,manuel angel perez hernandez,360
788967,Manuel Baumann,Austria,1,2026-08-28,2026-08-28,3.0,0.0,30.0,21.0,47.0,0.0,3.0,0.0,45,Austrian Bundesliga,manuel baumann,360
789045,Manuel Jesus Orellana Cid,Spain,50,2026-08-29,2023-11-25,5.96,0.28,65.2,27.8,25.66,2.26,3.98,0.0,8|54,LaLiga EA Sports|LaLiga Hypermotion,manuel jesus orellana cid,360
787834,Marc Bollengier,France,50,2026-08-22,2023-09-17,4.04,0.28,46.0,26.06,34.33,1.46,2.86,0.0,34|182,Ligue 1|Ligue 2,marc bollengier,360
786645,Marc Nagtegaal,Netherlands,50,2026-08-15,2024-11-30,2.6,0.08,27.6,21.64,37.84,0.98,1.7,0.0,37|131,Eerste Divisie|Eredivisie,marc nagtegaal,360
786791,Marc Philip Eckermann,Germany,11,2026-08-14,2025-09-14,4.55,0.09,47.27,25.73,27.27,2.27,2.36,0.0,44,2. Bundesliga,marc philip eckermann,360
82986,Marcel Birsan,Romania,50,2026-08-23,2024-03-10,4.98,0.18,53.4,25.14,33.9,1.72,3.4,0.04,152,Liga I,marcel birsan,360
789029,Marcio Torres,Portugal,43,2026-08-30,2023-08-19,4.6,0.16,49.3,25.95,39.14,1.42,3.35,0.0,238|239,Liga Portugal|Liga Portugal 2,marcio torres,360
76140,Marco Guida,Italy,50,2026-05-24,2023-04-01,4.04,0.16,43.6,24.22,33.32,1.34,2.86,0.0,23|53,Serie A|Serie B,marco guida,360
183399,Marco Piccinini,Italy,50,2026-05-11,2023-09-01,4.22,0.16,45.4,25.98,35.48,1.42,2.96,0.0,23|53,Serie A|Serie B,marco piccinini,360
544026,Marcos de Oliveira,USA,50,2026-08-29,2023-07-01,3.46,0.0,34.6,23.7,46.14,0.92,2.54,0.0,242,MLS,marcos de oliveira,360
787918,Maria Sole Ferrieri Caputi,Italy,50,2026-08-22,2021-10-17,4.42,0.14,47.0,30.44,28.94,1.58,2.98,0.0,23|53,Serie A|Serie B,maria sole ferrieri caputi,360
785741,Marian Barbu,Romania,50,2026-08-17,2023-10-29,4.24,0.16,45.6,23.53,35.5,1.52,2.82,0.06,152,Liga I,marian barbu,360
788190,Marijan Drmic,Croatia,9,2026-08-02,2025-08-23,3.89,0.67,52.22,22.11,32.33,1.33,3.22,0.0,215,Swiss Super League,marijan drmic,360
788451,Mario Perri,Italy,33,2026-08-30,2024-08-17,4.88,0.12,51.21,28.75,26.76,1.73,3.27,0.0,23|53,Serie A|Serie B,mario perri,360
785971,Marius Grotta,Norway,50,2026-08-30,2023-09-17,3.5,0.08,36.6,24.44,33.62,1.16,2.42,0.0,20,Eliteserien,marius grotta,360
232870,Marius Lien,Norway,50,2026-08-08,2023-08-06,2.84,0.2,32.4,22.36,33.27,1.16,1.8,0.08,20,Eliteserien,marius lien,360
788968,Markus Greinecker,Austria,5,2026-08-29,2025-10-18,5.0,0.8,66.0,23.4,30.4,1.8,4.0,0.0,45,Austrian Bundesliga,markus greinecker,360
67880,Markus Hameter,Austria,50,2026-05-19,2022-03-13,4.64,0.24,51.2,25.26,36.18,1.5,3.38,0.0,45,Austrian Bundesliga,markus hameter,360
785932,Marta Huerta de Aza,Spain,39,2026-08-23,2024-08-18,4.56,0.26,50.77,25.68,28.74,1.67,3.15,0.0,54,LaLiga Hypermotion,marta huerta de aza,360
787393,Martijn Vos,Netherlands,50,2026-08-28,2024-08-09,3.84,0.18,42.0,24.6,35.5,1.16,2.86,0.0,37|131,Eerste Divisie|Eredivisie,martijn vos,360
84318,Martin Coy,England,50,2026-08-15,2024-08-31,3.12,0.08,32.8,22.76,45.32,0.84,2.36,0.0,18|24|25,Championship|League One|League Two,martin coy,480|FINAL
130207,Martin Perez,Netherlands,50,2026-08-28,2023-09-01,3.2,0.1,34.0,23.14,37.5,0.9,2.4,0.0,37|131,Eerste Divisie|Eredivisie,martin perez,480|FINAL
70952,Martin Petersen,Germany,50,2026-05-09,2022-10-08,4.3,0.12,45.4,22.58,34.16,1.38,3.04,0.0,35|44,2. Bundesliga|Bundesliga,martin petersen,480|FINAL
82518,Martin Van den Kerkhof,Netherlands,50,2026-08-28,2024-05-18,2.4,0.14,26.8,20.74,42.02,0.74,1.8,0.0,37|131,Eerste Divisie|Eredivisie,martin van den kerkhof,480|FINAL
789317,Massimiliano Ledda,Belgium,18,2026-08-29,2024-02-16,3.83,0.28,43.89,23.94,36.88,1.67,2.44,0.0,38|131,Belgian Pro League|Eerste Divisie,massimiliano ledda,480|FINAL
788854,Matheus Delgado Candançan,Brazil,50,2026-08-15,2023-07-01,4.26,0.26,47.8,26.36,32.75,1.6,2.92,0.0,325|390,Brasileirão Série A|Brasileirão Série B,matheus delgado candancan,480|FINAL
787798,Mathias Stofringshaug,Norway,29,2026-08-30,2024-04-21,3.24,0.17,35.86,21.03,30.96,1.34,2.07,0.0,20,Eliteserien,mathias stofringshaug,480|FINAL
787561,Mathieu Vernice,France,50,2026-08-22,2022-03-12,4.44,0.28,50.0,26.22,30.49,1.66,3.06,0.0,34|182,Ligue 1|Ligue 2,mathieu vernice,480|FINAL
786807,Matt Donohue,England,50,2026-08-16,2024-08-12,4.32,0.2,47.2,23.3,35.21,1.4,3.12,0.0,17|18,Championship|Premier League,matt donohue,480|FINAL
786366,Matteo Marcenaro,Italy,50,2026-08-24,2023-09-24,4.74,0.26,52.6,25.04,27.86,1.8,3.2,0.0,23|53,Serie A|Serie B,matteo marcenaro,480|FINAL
785462,Matteo Marchetti,Italy,50,2026-05-24,2022-02-14,4.12,0.26,46.4,27.94,34.38,1.44,2.94,0.0,23|53,Serie A|Serie B,matteo marchetti,480|FINAL
788779,Matthew Corlett,England,50,2026-05-10,2024-08-17,4.7,0.14,49.8,22.64,33.86,1.62,3.22,0.0,18|24|25,Championship|League One|League Two,matthew corlett,480|FINAL
787937,Matthew Russell,England,33,2026-05-02,2024-03-18,2.94,0.06,30.61,24.0,41.73,0.67,2.33,0.0,24|25,League One|League Two,matthew russell,480|FINAL
72254,Matthias Jollenbeck,Germany,50,2026-05-09,2022-08-12,3.9,0.18,42.6,20.96,41.44,1.1,2.98,0.0,35|44,2. Bundesliga|Bundesliga,matthias jollenbeck,480|FINAL
789100,Mattia Drigo,Italy,1,2026-08-22,2026-08-22,4.0,0.0,40.0,27.0,8.0,1.0,3.0,0.0,53,Serie B,mattia drigo,480|FINAL
130916,Maurizio Mariani,Italy,50,2026-05-19,2023-02-26,3.88,0.16,42.0,25.42,39.38,1.2,2.84,0.0,23|53|185,Serie A|Serie B|Super League Greece,maurizio mariani,480|FINAL
127941,Max Burda,Germany,50,2026-08-14,2022-04-17,4.44,0.04,45.2,22.82,31.83,1.54,2.94,0.0,35|44,2. Bundesliga|Bundesliga,max burda,480|FINAL
787325,Mehmet Turkmen,Türkiye,50,2026-08-29,2023-12-19,3.4,0.24,38.8,22.76,41.28,1.0,2.64,0.0,52|98,1. Lig|Süper Lig,mehmet turkmen,480|FINAL
790949,Melek Dakan,Türkiye,4,2026-08-09,2026-04-07,3.5,0.75,50.0,23.0,34.75,1.25,3.0,0.0,52|98,1. Lig|Süper Lig,melek dakan,480|FINAL
791294,Meletis Gioumatzidis,Greece,1,2026-08-23,2026-08-23,4.0,0.0,40.0,33.0,14.0,3.0,1.0,0.0,185,Super League Greece,meletis gioumatzidis,480|FINAL
789824,Melih Aldemir,Türkiye,13,2026-08-08,2025-02-01,3.85,0.15,41.54,23.92,30.67,1.46,2.54,0.0,98,1. Lig,melih aldemir,480|FINAL
250983,Michael Bacher,Germany,50,2026-08-08,2021-12-12,5.3,0.18,56.6,25.74,28.26,2.04,3.44,0.0,44,2. Bundesliga,michael bacher,480|FINAL
789215,Michael Barlow,England,22,2026-04-25,2024-08-10,3.05,0.09,32.27,22.73,34.52,1.23,1.91,0.0,24|25,League One|League Two,michael barlow,480|FINAL
786183,Michael Espinoza,Peru,50,2026-08-29,2023-10-01,3.8,0.42,46.4,23.26,31.57,1.74,2.48,0.0,406,Liga 1 Perú,michael espinoza,480|FINAL
131474,Michael Fabbri,Italy,50,2026-08-30,2023-09-27,4.0,0.28,45.6,25.86,34.04,1.28,3.0,0.0,23|53,Serie A|Serie B,michael fabbri,480|FINAL
65702,Michael Oliver,England,50,2026-08-30,2024-10-26,3.56,0.12,38.0,23.26,43.59,1.0,2.68,0.0,17,Premier League,michael oliver,480|FINAL
144315,Michael Salisbury,England,50,2026-08-30,2023-11-27,3.88,0.2,42.8,22.82,35.72,1.5,2.58,0.0,17|18|25,Championship|League Two|Premier League,michael salisbury,480|FINAL
67576,Michael Tykgaard,Denmark,50,2026-08-23,2020-06-28,3.62,0.16,39.4,22.82,33.58,1.44,2.34,0.0,39,Danish Superliga,michael tykgaard,480|FINAL
791291,Michalis Matsoukas,Greece,1,2026-08-22,2026-08-22,1.0,0.0,10.0,36.0,58.0,0.0,1.0,0.0,185,Super League Greece,michalis matsoukas,480|FINAL
788760,Michiel Allaerts,Belgium,32,2026-08-22,2023-02-03,3.34,0.16,36.56,22.03,38.88,1.31,2.19,0.0,38|131,Belgian Pro League|Eerste Divisie,michiel allaerts,480|FINAL
90021,Mickael Leleu,France,50,2026-08-29,2023-08-05,3.32,0.1,35.2,27.96,35.78,0.98,2.44,0.0,182,Ligue 2,mickael leleu,480|FINAL
786581,Micke Palomino,Peru,50,2026-08-23,2023-08-26,4.46,0.36,51.8,24.04,31.12,1.84,2.98,0.0,406,Liga 1 Perú,micke palomino,480|FINAL
789206,Miguel Andre Monteiro Fonseca,Portugal,49,2026-08-15,2023-11-04,5.08,0.12,53.27,30.25,31.83,1.39,3.82,0.0,238|239,Liga Portugal|Liga Portugal 2,miguel andre monteiro fonseca,480|FINAL
787275,Miguel Nogueira,Portugal,50,2026-08-29,2023-05-14,4.52,0.22,49.6,26.16,32.75,1.58,3.16,0.0,238|239,Liga Portugal|Liga Portugal 2,miguel nogueira,480|FINAL
78821,Mikael Lesage,France,50,2026-05-02,2023-09-02,4.08,0.38,48.4,22.64,33.92,1.34,3.12,0.0,182,Ligue 2,mikael lesage,480|FINAL
786353,Mikkel Redder,Denmark,50,2026-08-30,2021-11-01,3.72,0.22,41.6,22.7,38.02,1.34,2.6,0.0,39|185,Danish Superliga|Super League Greece,mikkel redder,480|FINAL
787136,Mirel Turkes,Switzerland,42,2026-05-14,2022-10-02,4.43,0.17,47.62,24.43,30.0,1.74,2.86,0.0,215,Swiss Super League,mirel turkes,480|FINAL
787524,Mischa Kellerhals,Norway,7,2026-08-16,2026-04-12,1.86,0.0,18.57,22.71,47.0,0.43,1.43,0.0,20,Eliteserien,mischa kellerhals,480|FINAL
785960,Mohammad Usman Aslam,Norway,50,2026-08-16,2023-09-03,3.7,0.18,40.6,23.46,39.47,1.26,2.62,0.0,20,Eliteserien,mohammad usman aslam,480|FINAL
90844,Mohammed Al-Hakim,Sweden,50,2026-08-29,2023-11-27,2.8,0.14,30.8,24.48,35.49,1.18,1.76,0.0,40|185,Allsvenskan|Super League Greece,mohammed al hakim,480|FINAL
785779,Morten Krogh,Denmark,50,2026-08-23,2023-07-29,3.4,0.14,36.8,25.32,40.15,1.2,2.22,0.12,39|185,Danish Superliga|Super League Greece,morten krogh,480|FINAL
791418,Muhammet Alperen Copur,Türkiye,1,2026-08-28,2026-08-28,6.0,0.0,60.0,28.0,27.0,1.0,5.0,0.0,98,1. Lig,muhammet alperen copur,480|FINAL
787080,Muhammetali Metoglu,Türkiye,50,2026-08-10,2022-10-31,5.46,0.34,61.4,25.48,25.68,2.0,3.8,0.0,52|98,1. Lig|Süper Lig,muhammetali metoglu,480|FINAL
365792,Nathan Verboomen,Belgium,50,2026-08-21,2023-06-04,4.42,0.34,51.0,22.56,33.88,1.64,3.12,0.0,38,Belgian Pro League,nathan verboomen,480|FINAL
786830,Nazareno Arasa,Argentina,50,2026-08-29,2024-11-10,5.08,0.26,56.0,24.44,25.86,1.88,3.42,0.04,155,Liga Profesional Argentina,nazareno arasa,480|FINAL
785998,Neil Hair,England,50,2026-05-02,2022-01-31,4.0,0.16,43.2,23.29,32.14,1.52,2.64,0.0,24|25,League One|League Two,neil hair,480|FINAL
790674,Niclas Karlsson,Sweden,2,2026-08-09,2026-05-23,2.0,0.0,20.0,21.5,53.0,0.5,1.5,0.0,40,Allsvenskan,niclas karlsson,480|FINAL
787072,Nico Gianforte,Switzerland,41,2026-08-02,2022-09-04,4.56,0.44,54.39,24.8,37.76,1.32,3.68,0.0,215,Swiss Super League,nico gianforte,480|FINAL
217954,Nicolas Laforge,Belgium,50,2026-08-23,2024-05-20,4.42,0.2,48.2,21.28,34.56,1.46,3.16,0.0,38,Belgian Pro League,nicolas laforge,480|FINAL
782794,Nicolas Lamolina,Argentina,50,2026-08-23,2022-06-10,5.16,0.28,57.2,22.4,28.35,2.26,3.18,0.0,155,Liga Profesional Argentina,nicolas lamolina,480|FINAL
